seed,episode,method,asset,weight
7,20,Symmetric CPT-PG,Stock_1,0.9884119168187869
7,20,Symmetric CPT-PG,Stock_2,0.002893683194717774
7,20,Symmetric CPT-PG,Stock_3,0.0006553965423445616
7,20,Symmetric CPT-PG,Stock_4,0.007439868916653945
7,20,Symmetric CPT-PG,Stock_5,0.0001249142308488059
7,21,Symmetric CPT-PG,Cash,0.0026566918969359076
7,21,Symmetric CPT-PG,Stock_1,0.8471727338215789
7,21,Symmetric CPT-PG,Stock_2,0.007268032106063598
7,21,Symmetric CPT-PG,Stock_3,0.00026077538056366493
7,21,Symmetric CPT-PG,Stock_4,0.14228692280170627
7,21,Symmetric CPT-PG,Stock_5,0.00035484399315154584
7,22,Symmetric CPT-PG,Cash,0.001343421858277328
7,22,Symmetric CPT-PG,Stock_1,0.9314756704719208
7,22,Symmetric CPT-PG,Stock_2,0.015755286631977297
7,22,Symmetric CPT-PG,Stock_3,0.0009419254293804283
7,22,Symmetric CPT-PG,Stock_4,0.05021166745004848
7,22,Symmetric CPT-PG,Stock_5,0.0002720281583956905
7,23,Symmetric CPT-PG,Cash,0.0005742811748746463
7,23,Symmetric CPT-PG,Stock_1,0.9650753644156005
7,23,Symmetric CPT-PG,Stock_2,0.004442730714006488
7,23,Symmetric CPT-PG,Stock_3,0.0032580148576923595
7,23,Symmetric CPT-PG,Stock_4,0.026272346856643505
7,23,Symmetric CPT-PG,Stock_5,0.00037726198118247836
7,24,Symmetric CPT-PG,Cash,0.0005469438490851245
7,24,Symmetric CPT-PG,Stock_1,0.9782560514721872
7,24,Symmetric CPT-PG,Stock_2,0.00925233762558718
7,24,Symmetric CPT-PG,Stock_3,0.0010693800054541501
7,24,Symmetric CPT-PG,Stock_4,0.009571924266776149
7,24,Symmetric CPT-PG,Stock_5,0.0013033627809101668
7,25,Symmetric CPT-PG,Cash,0.002776642341058845
7,25,Symmetric CPT-PG,Stock_1,0.8805505018772966
7,25,Symmetric CPT-PG,Stock_2,0.016542733558938517
7,25,Symmetric CPT-PG,Stock_3,0.0009560433741072135
7,25,Symmetric CPT-PG,Stock_4,0.09877835810664737
7,25,Symmetric CPT-PG,Stock_5,0.0003957207419513679
7,26,Symmetric CPT-PG,Cash,0.0033613744032876852
7,26,Symmetric CPT-PG,Stock_1,0.5749342661710799
7,26,Symmetric CPT-PG,Stock_2,0.009294065681476471
7,26,Symmetric CPT-PG,Stock_3,0.001154806944627007
7,26,Symmetric CPT-PG,Stock_4,0.41024102307956645
7,26,Symmetric CPT-PG,Stock_5,0.00101446371996256
7,27,Symmetric CPT-PG,Cash,0.002482879329076592
7,27,Symmetric CPT-PG,Stock_1,0.8247493982441311
7,27,Symmetric CPT-PG,Stock_2,0.014369815591043096
7,27,Symmetric CPT-PG,Stock_3,0.0007634862916182124
7,27,Symmetric CPT-PG,Stock_4,0.15642225594607265
7,27,Symmetric CPT-PG,Stock_5,0.0012121645980583467
7,28,Symmetric CPT-PG,Cash,0.0011891772814489317
7,28,Symmetric CPT-PG,Stock_1,0.9388168986679252
7,28,Symmetric CPT-PG,Stock_2,0.010454953571539846
7,28,Symmetric CPT-PG,Stock_3,0.00030314624387396303
7,28,Symmetric CPT-PG,Stock_4,0.04825962568008423
7,28,Symmetric CPT-PG,Stock_5,0.0009761985551278836
7,29,Symmetric CPT-PG,Cash,0.000581016650641247
7,29,Symmetric CPT-PG,Stock_1,0.9792677943992034
7,29,Symmetric CPT-PG,Stock_2,0.005541198524616799
7,29,Symmetric CPT-PG,Stock_3,0.0001592313117703341
7,29,Symmetric CPT-PG,Stock_4,0.014060129949037284
7,29,Symmetric CPT-PG,Stock_5,0.0003906291647310396
7,30,Symmetric CPT-PG,Cash,0.0010463448737259011
7,30,Symmetric CPT-PG,Stock_1,0.9527908768582332
7,30,Symmetric CPT-PG,Stock_2,0.0030754619113298512
7,30,Symmetric CPT-PG,Stock_3,0.00019511567949934865
7,30,Symmetric CPT-PG,Stock_4,0.042546187602127195
7,30,Symmetric CPT-PG,Stock_5,0.00034601307508449916
7,31,Symmetric CPT-PG,Cash,0.0006495221571952644
7,31,Symmetric CPT-PG,Stock_1,0.9734769156314348
7,31,Symmetric CPT-PG,Stock_2,0.0010645179084293075
7,31,Symmetric CPT-PG,Stock_3,0.00011493718467172527
7,31,Symmetric CPT-PG,Stock_4,0.024390178233593914
7,31,Symmetric CPT-PG,Stock_5,0.0003039288846751114
7,32,Symmetric CPT-PG,Cash,0.0044989188219567225
7,32,Symmetric CPT-PG,Stock_1,0.5583369606550767
7,32,Symmetric CPT-PG,Stock_2,0.009876410805099805
7,32,Symmetric CPT-PG,Stock_3,0.00022697659770496703
7,32,Symmetric CPT-PG,Stock_4,0.42382097885556685
7,32,Symmetric CPT-PG,Stock_5,0.003239754264594949
7,33,Symmetric CPT-PG,Cash,0.0020309830169199477
7,33,Symmetric CPT-PG,Stock_1,0.787015981452608
7,33,Symmetric CPT-PG,Stock_2,0.0034006351905752604
7,33,Symmetric CPT-PG,Stock_3,0.0003199768772492269
7,33,Symmetric CPT-PG,Stock_4,0.2063019544013615
7,33,Symmetric CPT-PG,Stock_5,0.0009304690612860999
7,34,Symmetric CPT-PG,Cash,0.001548791373674602
7,34,Symmetric CPT-PG,Stock_1,0.6354598006559927
7,34,Symmetric CPT-PG,Stock_2,0.010845034642678693
7,34,Symmetric CPT-PG,Stock_3,0.00014146493364559896
7,34,Symmetric CPT-PG,Stock_4,0.3486629626074597
7,34,Symmetric CPT-PG,Stock_5,0.0033419457865485665
7,35,Symmetric CPT-PG,Cash,0.0015960392327330451
7,35,Symmetric CPT-PG,Stock_1,0.8588880070259368
7,35,Symmetric CPT-PG,Stock_2,0.014041845675963173
7,35,Symmetric CPT-PG,Stock_3,0.0002708017767878708
7,35,Symmetric CPT-PG,Stock_4,0.12135507793074111
7,35,Symmetric CPT-PG,Stock_5,0.0038482283578381853
7,36,Symmetric CPT-PG,Cash,0.0013937513916575733
7,36,Symmetric CPT-PG,Stock_1,0.8985275464690694
7,36,Symmetric CPT-PG,Stock_2,0.00912513209091761
7,36,Symmetric CPT-PG,Stock_3,0.0005120970498116811
7,36,Symmetric CPT-PG,Stock_4,0.08894369628378132
7,36,Symmetric CPT-PG,Stock_5,0.0014977767147624883
7,37,Symmetric CPT-PG,Cash,0.0007354794848076047
7,37,Symmetric CPT-PG,Stock_1,0.9609523315736124
7,37,Symmetric CPT-PG,Stock_2,0.003018716573146738
7,37,Symmetric CPT-PG,Stock_3,0.0012269546185552632
7,37,Symmetric CPT-PG,Stock_4,0.03307927560174858
7,37,Symmetric CPT-PG,Stock_5,0.0009872421481294474
7,38,Symmetric CPT-PG,Cash,0.0016201186788857094
7,38,Symmetric CPT-PG,Stock_1,0.900694554510116
7,38,Symmetric CPT-PG,Stock_2,0.007662199711938719
7,38,Symmetric CPT-PG,Stock_3,0.0006743092632462433
7,38,Symmetric CPT-PG,Stock_4,0.08844449484037101
7,38,Symmetric CPT-PG,Stock_5,0.0009043229954423869
7,39,Symmetric CPT-PG,Cash,0.001212564361046783
7,39,Symmetric CPT-PG,Stock_1,0.9343795613773512
7,39,Symmetric CPT-PG,Stock_2,0.003462089294328067
7,39,Symmetric CPT-PG,Stock_3,0.00025359623460467117
7,39,Symmetric CPT-PG,Stock_4,0.059991419804392807
7,39,Symmetric CPT-PG,Stock_5,0.0007007689282765135
7,40,Symmetric CPT-PG,Cash,0.001056417255639156
7,40,Symmetric CPT-PG,Stock_1,0.92481187359778
7,40,Symmetric CPT-PG,Stock_2,0.014527776011643416
7,40,Symmetric CPT-PG,Stock_3,0.0008073047294583131
7,40,Symmetric CPT-PG,Stock_4,0.05797881550690258
7,40,Symmetric CPT-PG,Stock_5,0.0008178128985764296
7,41,Symmetric CPT-PG,Cash,0.0032028804522119623
7,41,Symmetric CPT-PG,Stock_1,0.8998577137446804
7,41,Symmetric CPT-PG,Stock_2,0.016547538444670596
7,41,Symmetric CPT-PG,Stock_3,0.0016222462669938109
7,41,Symmetric CPT-PG,Stock_4,0.07788317893875925
7,41,Symmetric CPT-PG,Stock_5,0.0008864421526840386
7,42,Symmetric CPT-PG,Cash,0.0010000112303532938
7,42,Symmetric CPT-PG,Stock_1,0.9626293389606995
7,42,Symmetric CPT-PG,Stock_2,0.006359873187392814
7,42,Symmetric CPT-PG,Stock_3,0.00038500998991718
7,42,Symmetric CPT-PG,Stock_4,0.029379942742333753
7,42,Symmetric CPT-PG,Stock_5,0.0002458238893034916
7,43,Symmetric CPT-PG,Cash,0.0013750872349028098
7,43,Symmetric CPT-PG,Stock_1,0.9596050531148318
7,43,Symmetric CPT-PG,Stock_2,0.0029740802864130656
7,43,Symmetric CPT-PG,Stock_3,0.00017185748514654057
7,43,Symmetric CPT-PG,Stock_4,0.03425756014156796
7,43,Symmetric CPT-PG,Stock_5,0.0016163617371377926
7,44,Symmetric CPT-PG,Cash,0.001735300165700596
7,44,Symmetric CPT-PG,Stock_1,0.9116129479059012
7,44,Symmetric CPT-PG,Stock_2,0.0018501214155777978
7,44,Symmetric CPT-PG,Stock_3,0.00039084145150361814
7,44,Symmetric CPT-PG,Stock_4,0.083994294487751
7,44,Symmetric CPT-PG,Stock_5,0.00041649457356588446
7,45,Symmetric CPT-PG,Cash,0.0013407835922833523
7,45,Symmetric CPT-PG,Stock_1,0.9451747007235312
7,45,Symmetric CPT-PG,Stock_2,0.002391626679248592
7,45,Symmetric CPT-PG,Stock_3,0.00021233414349262336
7,45,Symmetric CPT-PG,Stock_4,0.050417412610895336
7,45,Symmetric CPT-PG,Stock_5,0.00046314225054879795
7,46,Symmetric CPT-PG,Cash,0.00202788739436
7,46,Symmetric CPT-PG,Stock_1,0.886937663503419
7,46,Symmetric CPT-PG,Stock_2,0.0049310814529892
7,46,Symmetric CPT-PG,Stock_3,0.0005954466224500579
7,46,Symmetric CPT-PG,Stock_4,0.10449288418480354
7,46,Symmetric CPT-PG,Stock_5,0.0010150368419783954
7,47,Symmetric CPT-PG,Cash,0.002852253506256793
7,47,Symmetric CPT-PG,Stock_1,0.876231657950135
7,47,Symmetric CPT-PG,Stock_2,0.013905841909101178
7,47,Symmetric CPT-PG,Stock_3,0.0010231972138607594
7,47,Symmetric CPT-PG,Stock_4,0.10534649071815815
7,47,Symmetric CPT-PG,Stock_5,0.0006405587024881121
7,48,Symmetric CPT-PG,Cash,0.0026926704342914135
7,48,Symmetric CPT-PG,Stock_1,0.937220527180293
7,48,Symmetric CPT-PG,Stock_2,0.010374601818689166
7,48,Symmetric CPT-PG,Stock_3,0.0003487660794389848
7,48,Symmetric CPT-PG,Stock_4,0.048029439127280006
7,48,Symmetric CPT-PG,Stock_5,0.0013339953600074333
7,49,Symmetric CPT-PG,Cash,0.0019275631496200943
7,49,Symmetric CPT-PG,Stock_1,0.8486905868484088
7,49,Symmetric CPT-PG,Stock_2,0.010617565014714597
7,49,Symmetric CPT-PG,Stock_3,0.000297274138401679
7,49,Symmetric CPT-PG,Stock_4,0.13771676620686865
7,49,Symmetric CPT-PG,Stock_5,0.0007502446419863376
7,50,Symmetric CPT-PG,Cash,0.0010216443058131872
7,50,Symmetric CPT-PG,Stock_1,0.9230043107760663
7,50,Symmetric CPT-PG,Stock_2,0.005859842048691553
7,50,Symmetric CPT-PG,Stock_3,0.00015325982779803714
7,50,Symmetric CPT-PG,Stock_4,0.06818085443499453
7,50,Symmetric CPT-PG,Stock_5,0.0017800886066363754
7,51,Symmetric CPT-PG,Cash,0.0009694623400113472
7,51,Symmetric CPT-PG,Stock_1,0.9658143795723938
7,51,Symmetric CPT-PG,Stock_2,0.0019394453309188446
7,51,Symmetric CPT-PG,Stock_3,8.499871954220501e-05
7,51,Symmetric CPT-PG,Stock_4,0.030677512804258917
7,51,Symmetric CPT-PG,Stock_5,0.0005142012328749697
7,52,Symmetric CPT-PG,Cash,0.00104488791772461
7,52,Symmetric CPT-PG,Stock_1,0.9598255769825095
7,52,Symmetric CPT-PG,Stock_2,0.007973430084129275
7,52,Symmetric CPT-PG,Stock_3,8.717433634080895e-05
7,52,Symmetric CPT-PG,Stock_4,0.03070422742062087
7,52,Symmetric CPT-PG,Stock_5,0.0003647032586749988
7,53,Symmetric CPT-PG,Cash,0.0016640826042738294
7,53,Symmetric CPT-PG,Stock_1,0.9594879046344249
7,53,Symmetric CPT-PG,Stock_2,0.009483122230979388
7,53,Symmetric CPT-PG,Stock_3,0.00011800390040583945
7,53,Symmetric CPT-PG,Stock_4,0.027739884028359755
7,53,Symmetric CPT-PG,Stock_5,0.0015070026015563637
7,54,Symmetric CPT-PG,Cash,0.000670572547374769
7,54,Symmetric CPT-PG,Stock_1,0.9379375001567162
7,54,Symmetric CPT-PG,Stock_2,0.003574534740326223
7,54,Symmetric CPT-PG,Stock_3,0.00018071784787937066
7,54,Symmetric CPT-PG,Stock_4,0.057163525447154764
7,54,Symmetric CPT-PG,Stock_5,0.0004731492605487219
7,55,Symmetric CPT-PG,Cash,0.0017886498429698983
7,55,Symmetric CPT-PG,Stock_1,0.8198321880345371
7,55,Symmetric CPT-PG,Stock_2,0.012080367342401737
7,55,Symmetric CPT-PG,Stock_3,0.00010115285845417989
7,55,Symmetric CPT-PG,Stock_4,0.16563321729715078
7,55,Symmetric CPT-PG,Stock_5,0.0005644246244865163
7,56,Symmetric CPT-PG,Cash,0.0011752366884201465
7,56,Symmetric CPT-PG,Stock_1,0.9160620502397993
7,56,Symmetric CPT-PG,Stock_2,0.0070882524908676085
7,56,Symmetric CPT-PG,Stock_3,4.9127578546113814e-05
7,56,Symmetric CPT-PG,Stock_4,0.07545570694184985
7,56,Symmetric CPT-PG,Stock_5,0.0001696260605170002
7,57,Symmetric CPT-PG,Cash,0.0007828197900278263
7,57,Symmetric CPT-PG,Stock_1,0.9554023180137047
7,57,Symmetric CPT-PG,Stock_2,0.00231965237564337
7,57,Symmetric CPT-PG,Stock_3,0.0001788315420769649
7,57,Symmetric CPT-PG,Stock_4,0.04023456249584058
7,57,Symmetric CPT-PG,Stock_5,0.0010818157827065919
7,58,Symmetric CPT-PG,Cash,0.0016336019851844498
7,58,Symmetric CPT-PG,Stock_1,0.8327867688966338
7,58,Symmetric CPT-PG,Stock_2,0.007428502610770424
7,58,Symmetric CPT-PG,Stock_3,0.00020781137158370702
7,58,Symmetric CPT-PG,Stock_4,0.15419508898369966
7,58,Symmetric CPT-PG,Stock_5,0.003748226152127984
7,59,Symmetric CPT-PG,Cash,0.0018764261671076713
7,59,Symmetric CPT-PG,Stock_1,0.8076903334831264
7,59,Symmetric CPT-PG,Stock_2,0.011028965684576423
7,59,Symmetric CPT-PG,Stock_3,0.0009391643627961746
7,59,Symmetric CPT-PG,Stock_4,0.17586877857188396
7,59,Symmetric CPT-PG,Stock_5,0.002596331730509306
7,60,Symmetric CPT-PG,Cash,0.005528841479980018
7,60,Symmetric CPT-PG,Stock_1,0.9346421098080516
7,60,Symmetric CPT-PG,Stock_2,0.0033057794535999658
7,60,Symmetric CPT-PG,Stock_3,0.0004553807101319841
7,60,Symmetric CPT-PG,Stock_4,0.05543487022007193
7,60,Symmetric CPT-PG,Stock_5,0.0006330183281644597
7,61,Symmetric CPT-PG,Cash,0.006320997831038982
7,61,Symmetric CPT-PG,Stock_1,0.9509841899594463
7,61,Symmetric CPT-PG,Stock_2,0.012956972346374235
7,61,Symmetric CPT-PG,Stock_3,0.0004840237977572123
7,61,Symmetric CPT-PG,Stock_4,0.02824199943016379
7,61,Symmetric CPT-PG,Stock_5,0.0010118166352193496
7,62,Symmetric CPT-PG,Cash,0.013967154073391384
7,62,Symmetric CPT-PG,Stock_1,0.7011022586240405
7,62,Symmetric CPT-PG,Stock_2,0.005364911936553236
7,62,Symmetric CPT-PG,Stock_3,0.0003336985014866236
7,62,Symmetric CPT-PG,Stock_4,0.27870316980227305
7,62,Symmetric CPT-PG,Stock_5,0.0005288070622552569
7,63,Symmetric CPT-PG,Cash,0.03489874889755658
7,63,Symmetric CPT-PG,Stock_1,0.8470640954444465
7,63,Symmetric CPT-PG,Stock_2,0.002649799327462397
7,63,Symmetric CPT-PG,Stock_3,0.00034315591955651475
7,63,Symmetric CPT-PG,Stock_4,0.11453718897741522
7,63,Symmetric CPT-PG,Stock_5,0.0005070114335629027
7,64,Symmetric CPT-PG,Cash,0.015612012146959285
7,64,Symmetric CPT-PG,Stock_1,0.9048098405378315
7,64,Symmetric CPT-PG,Stock_2,0.0012247987299915848
7,64,Symmetric CPT-PG,Stock_3,0.00014041609904686102
7,64,Symmetric CPT-PG,Stock_4,0.07779741969636991
7,64,Symmetric CPT-PG,Stock_5,0.0004155127898008209
7,65,Symmetric CPT-PG,Cash,0.0072143578333514384
7,65,Symmetric CPT-PG,Stock_1,0.9646101794066566
7,65,Symmetric CPT-PG,Stock_2,0.001904206928927484
7,65,Symmetric CPT-PG,Stock_3,7.320008283498716e-05
7,65,Symmetric CPT-PG,Stock_4,0.026032606181164562
7,65,Symmetric CPT-PG,Stock_5,0.00016544956706500177
7,66,Symmetric CPT-PG,Cash,0.021334938035450668
7,66,Symmetric CPT-PG,Stock_1,0.9407881099812434
7,66,Symmetric CPT-PG,Stock_2,0.016476085102389557
7,66,Symmetric CPT-PG,Stock_3,7.931745393535065e-05
7,66,Symmetric CPT-PG,Stock_4,0.021056027138507245
7,66,Symmetric CPT-PG,Stock_5,0.0002655222884739108
7,67,Symmetric CPT-PG,Cash,0.012213823428868458
7,67,Symmetric CPT-PG,Stock_1,0.816101905182944
7,67,Symmetric CPT-PG,Stock_2,0.008013407430022712
7,67,Symmetric CPT-PG,Stock_3,0.0001367211014111532
7,67,Symmetric CPT-PG,Stock_4,0.1632459590389128
7,67,Symmetric CPT-PG,Stock_5,0.00028818381784092293
7,68,Symmetric CPT-PG,Cash,0.010539463090286196
7,68,Symmetric CPT-PG,Stock_1,0.9172983344131657
7,68,Symmetric CPT-PG,Stock_2,0.0027706053012232393
7,68,Symmetric CPT-PG,Stock_3,0.00012143633160018262
7,68,Symmetric CPT-PG,Stock_4,0.0677826050003557
7,68,Symmetric CPT-PG,Stock_5,0.0014875558633690375
7,69,Symmetric CPT-PG,Cash,0.0028384005770728314
7,69,Symmetric CPT-PG,Stock_1,0.979443028016064
7,69,Symmetric CPT-PG,Stock_2,0.0009975682738652947
7,69,Symmetric CPT-PG,Stock_3,3.6798466104970134e-05
7,69,Symmetric CPT-PG,Stock_4,0.01610794602804358
7,69,Symmetric CPT-PG,Stock_5,0.0005762586388493383
7,70,Symmetric CPT-PG,Cash,0.0015549760961598442
7,70,Symmetric CPT-PG,Stock_1,0.9846281080850727
7,70,Symmetric CPT-PG,Stock_2,0.0011607620135275275
7,70,Symmetric CPT-PG,Stock_3,2.0483942544560305e-05
7,70,Symmetric CPT-PG,Stock_4,0.012474549460951603
7,70,Symmetric CPT-PG,Stock_5,0.00016112040174370794
7,71,Symmetric CPT-PG,Cash,0.003696285474901275
7,71,Symmetric CPT-PG,Stock_1,0.9874692225916465
7,71,Symmetric CPT-PG,Stock_2,0.0017458231477265533
7,71,Symmetric CPT-PG,Stock_3,0.0005608276671333288
7,71,Symmetric CPT-PG,Stock_4,0.006386631321052196
7,71,Symmetric CPT-PG,Stock_5,0.0001412097975401186
7,72,Symmetric CPT-PG,Cash,0.028677665935817883
7,72,Symmetric CPT-PG,Stock_1,0.9508937324864228
7,72,Symmetric CPT-PG,Stock_2,0.009240494308587257
7,72,Symmetric CPT-PG,Stock_3,0.000653166475415139
7,72,Symmetric CPT-PG,Stock_4,0.010277066573427104
7,72,Symmetric CPT-PG,Stock_5,0.0002578742203296881
7,73,Symmetric CPT-PG,Cash,0.01917987766828412
7,73,Symmetric CPT-PG,Stock_1,0.9477705914953145
7,73,Symmetric CPT-PG,Stock_2,0.012507621539184008
7,73,Symmetric CPT-PG,Stock_3,0.0003248701713589187
7,73,Symmetric CPT-PG,Stock_4,0.017597013780696814
7,73,Symmetric CPT-PG,Stock_5,0.0026200253451616716
7,74,Symmetric CPT-PG,Cash,0.009916708708395833
7,74,Symmetric CPT-PG,Stock_1,0.966246201890143
7,74,Symmetric CPT-PG,Stock_2,0.004438637096814244
7,74,Symmetric CPT-PG,Stock_3,0.00035280516460835
7,74,Symmetric CPT-PG,Stock_4,0.018362011409150596
7,74,Symmetric CPT-PG,Stock_5,0.0006836357308880464
7,75,Symmetric CPT-PG,Cash,0.026226094854277227
7,75,Symmetric CPT-PG,Stock_1,0.939185641839417
7,75,Symmetric CPT-PG,Stock_2,0.017500201055157167
7,75,Symmetric CPT-PG,Stock_3,0.00037066413833266714
7,75,Symmetric CPT-PG,Stock_4,0.01578396066907983
7,75,Symmetric CPT-PG,Stock_5,0.0009334374437362005
7,76,Symmetric CPT-PG,Cash,0.019617842934477613
7,76,Symmetric CPT-PG,Stock_1,0.9608015189442896
7,76,Symmetric CPT-PG,Stock_2,0.009947977837860196
7,76,Symmetric CPT-PG,Stock_3,0.0005379449032368931
7,76,Symmetric CPT-PG,Stock_4,0.007772081940165298
7,76,Symmetric CPT-PG,Stock_5,0.0013226334399704296
7,77,Symmetric CPT-PG,Cash,0.007684537710964139
7,77,Symmetric CPT-PG,Stock_1,0.9501154849309948
7,77,Symmetric CPT-PG,Stock_2,0.003037548310283742
7,77,Symmetric CPT-PG,Stock_3,0.00023328454178536584
7,77,Symmetric CPT-PG,Stock_4,0.035886644347698046
7,77,Symmetric CPT-PG,Stock_5,0.003042500158273928
7,78,Symmetric CPT-PG,Cash,0.0080923811349095
7,78,Symmetric CPT-PG,Stock_1,0.9664585907607044
7,78,Symmetric CPT-PG,Stock_2,0.0032560738262301762
7,78,Symmetric CPT-PG,Stock_3,0.0006672025539412315
7,78,Symmetric CPT-PG,Stock_4,0.02051462490108078
7,78,Symmetric CPT-PG,Stock_5,0.001011126823133802
7,79,Symmetric CPT-PG,Cash,0.004712381115840193
7,79,Symmetric CPT-PG,Stock_1,0.9379284678021198
7,79,Symmetric CPT-PG,Stock_2,0.004292058692209432
7,79,Symmetric CPT-PG,Stock_3,0.0007609264703366548
7,79,Symmetric CPT-PG,Stock_4,0.05121065932883962
7,79,Symmetric CPT-PG,Stock_5,0.001095506590654385
7,80,Symmetric CPT-PG,Cash,0.0014341237467684529
7,80,Symmetric CPT-PG,Stock_1,0.9730439652735412
7,80,Symmetric CPT-PG,Stock_2,0.0013871080326525681
7,80,Symmetric CPT-PG,Stock_3,0.0029759892699121816
7,80,Symmetric CPT-PG,Stock_4,0.020812542862520527
7,80,Symmetric CPT-PG,Stock_5,0.0003462708146051082
7,81,Symmetric CPT-PG,Cash,0.0010795104099220714
7,81,Symmetric CPT-PG,Stock_1,0.9779265735058678
7,81,Symmetric CPT-PG,Stock_2,0.0020288013955683157
7,81,Symmetric CPT-PG,Stock_3,0.0009103416351230796
7,81,Symmetric CPT-PG,Stock_4,0.016998908821807705
7,81,Symmetric CPT-PG,Stock_5,0.0010558642317112109
7,82,Symmetric CPT-PG,Cash,0.0021554652142500865
7,82,Symmetric CPT-PG,Stock_1,0.8794482277803828
7,82,Symmetric CPT-PG,Stock_2,0.038054514531440736
7,82,Symmetric CPT-PG,Stock_3,0.0012215162856068656
7,82,Symmetric CPT-PG,Stock_4,0.07755464517601746
7,82,Symmetric CPT-PG,Stock_5,0.0015656310123021413
7,83,Symmetric CPT-PG,Cash,0.0019200271979231702
7,83,Symmetric CPT-PG,Stock_1,0.9376824128396207
7,83,Symmetric CPT-PG,Stock_2,0.01634300043895986
7,83,Symmetric CPT-PG,Stock_3,0.0005796601147023462
7,83,Symmetric CPT-PG,Stock_4,0.04291123139652749
7,83,Symmetric CPT-PG,Stock_5,0.0005636680122663484
7,84,Symmetric CPT-PG,Cash,0.0014152138311882185
7,84,Symmetric CPT-PG,Stock_1,0.9649976728548474
7,84,Symmetric CPT-PG,Stock_2,0.009913162413964042
7,84,Symmetric CPT-PG,Stock_3,0.00046060268330354277
7,84,Symmetric CPT-PG,Stock_4,0.020631220717670543
7,84,Symmetric CPT-PG,Stock_5,0.002582127499026273
7,85,Symmetric CPT-PG,Cash,0.000903140135289565
7,85,Symmetric CPT-PG,Stock_1,0.9464409479153488
7,85,Symmetric CPT-PG,Stock_2,0.004849450276405977
7,85,Symmetric CPT-PG,Stock_3,0.00023368501691095367
7,85,Symmetric CPT-PG,Stock_4,0.04658035130063843
7,85,Symmetric CPT-PG,Stock_5,0.0009924253554063692
7,86,Symmetric CPT-PG,Cash,0.0015155678774054875
7,86,Symmetric CPT-PG,Stock_1,0.8870788505353657
7,86,Symmetric CPT-PG,Stock_2,0.011673305046228622
7,86,Symmetric CPT-PG,Stock_3,0.0002684233298040255
7,86,Symmetric CPT-PG,Stock_4,0.09447091822925908
7,86,Symmetric CPT-PG,Stock_5,0.004992934981937122
7,87,Symmetric CPT-PG,Cash,0.0004607131703442039
7,87,Symmetric CPT-PG,Stock_1,0.9677373268663422
7,87,Symmetric CPT-PG,Stock_2,0.0035250388277431946
7,87,Symmetric CPT-PG,Stock_3,7.903091169030579e-05
7,87,Symmetric CPT-PG,Stock_4,0.02672565171179154
7,87,Symmetric CPT-PG,Stock_5,0.0014722385120885596
7,88,Symmetric CPT-PG,Cash,0.0015286198025414857
7,88,Symmetric CPT-PG,Stock_1,0.7829836496601598
7,88,Symmetric CPT-PG,Stock_2,0.005185238337402043
7,88,Symmetric CPT-PG,Stock_3,0.00018998726290215585
7,88,Symmetric CPT-PG,Stock_4,0.2092792116077538
7,88,Symmetric CPT-PG,Stock_5,0.0008332933292407916
7,89,Symmetric CPT-PG,Cash,0.0012819039275170669
7,89,Symmetric CPT-PG,Stock_1,0.6149047130333173
7,89,Symmetric CPT-PG,Stock_2,0.00292353338411323
7,89,Symmetric CPT-PG,Stock_3,0.00014185112082842576
7,89,Symmetric CPT-PG,Stock_4,0.38046432220744314
7,89,Symmetric CPT-PG,Stock_5,0.00028367632678083347
7,90,Symmetric CPT-PG,Cash,0.0009123339417890835
7,90,Symmetric CPT-PG,Stock_1,0.8562713790185916
7,90,Symmetric CPT-PG,Stock_2,0.004690735393833188
7,90,Symmetric CPT-PG,Stock_3,8.530192802244463e-05
7,90,Symmetric CPT-PG,Stock_4,0.1378176867775229
7,90,Symmetric CPT-PG,Stock_5,0.00022256294024077864
7,91,Symmetric CPT-PG,Cash,0.0007677963336158321
7,91,Symmetric CPT-PG,Stock_1,0.9423362573001913
7,91,Symmetric CPT-PG,Stock_2,0.007694957209891596
7,91,Symmetric CPT-PG,Stock_3,0.0004152573624485859
7,91,Symmetric CPT-PG,Stock_4,0.04796220221847155
7,91,Symmetric CPT-PG,Stock_5,0.0008235295753811391
7,92,Symmetric CPT-PG,Cash,0.0016674747825268946
7,92,Symmetric CPT-PG,Stock_1,0.7541070077142867
7,92,Symmetric CPT-PG,Stock_2,0.012553244027720881
7,92,Symmetric CPT-PG,Stock_3,0.00028031206704253267
7,92,Symmetric CPT-PG,Stock_4,0.23008733870869283
7,92,Symmetric CPT-PG,Stock_5,0.0013046226997301671
7,93,Symmetric CPT-PG,Cash,0.0007889115628029258
7,93,Symmetric CPT-PG,Stock_1,0.8236694877661235
7,93,Symmetric CPT-PG,Stock_2,0.0070115516256775
7,93,Symmetric CPT-PG,Stock_3,0.0007138657932437802
7,93,Symmetric CPT-PG,Stock_4,0.16732342843250553
7,93,Symmetric CPT-PG,Stock_5,0.0004927548196469955
7,94,Symmetric CPT-PG,Cash,0.000928127660466604
7,94,Symmetric CPT-PG,Stock_1,0.9285825033207573
7,94,Symmetric CPT-PG,Stock_2,0.010656737650642527
7,94,Symmetric CPT-PG,Stock_3,0.0013143475024893767
7,94,Symmetric CPT-PG,Stock_4,0.0581135121420693
7,94,Symmetric CPT-PG,Stock_5,0.00040477172357493565
