dimension,M,replication,cost,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
8,16,102,86,-0.027381004216373895,0.00796803320035419,0.001080685726692204,0.011106452078961663,0.004166625748707749,0.016756190660763295,-0.02300612899657808,-0.011537429920498244,,
8,32,102,156,-0.021958071987753566,0.0007542066128001191,0.0008751453209573268,0.00905981739076418,0.008632751364667133,0.0076645768466227435,-0.011691135705799317,-0.006734378700701279,,
8,64,102,358,-0.027293759967264065,-0.002648097955199613,0.008146578126093805,0.0016688099894479073,-0.007617679291077433,-0.0022053247874053127,0.005206498377545246,-0.004730821174461013,,
8,128,102,640,-0.008613974663474574,0.00041671011795069125,-0.010335794825419674,0.010969200676545263,0.004200161336891039,-0.004434399738279662,0.0023312443381279108,-0.008068800983100444,,
8,8,103,32,-0.0019313153834176408,-0.005799864833196894,0.003063679352968909,0.006130928007873633,0.07278990885497544,0.0030159642996197443,-0.048626271683825995,0.022572980954510193,,
8,16,103,66,-0.013078903810475303,-0.001857860775762239,-0.003061152414977281,-0.0009892738696093955,0.04040013058483735,0.008387564359915023,-0.02279624183123595,0.006798439772767013,,
8,32,103,118,-0.0064554305639408106,-0.00027180677264589017,0.005687135828051666,-0.00526831976489158,0.020155938217699544,0.021614339387100855,-0.00799276597324959,0.0013571401293913194,,
8,64,103,288,-0.0057020364799852015,-0.0048246822211755955,0.006576673560420903,-0.005444162061271847,0.008316340163424349,0.007235990168944628,-0.002717573593324955,-0.007313415816851599,,
8,128,103,550,-0.0011058722470747855,-0.0055130762033812515,0.0058049031465377005,-0.0005606294635520349,0.003954809281247119,0.0059084150657761035,-0.001046432072829621,-0.003336876710443928,,
8,8,104,24,0.007079551004727122,-0.0005103744940487499,-0.010934624699821734,-0.0037149547788550407,0.01621674603656342,0.0032828190333203393,-0.01402734174393798,0.021488611974979428,,
8,16,104,62,-0.0039031773967754153,0.003959340864814152,0.009284729372455384,-0.0036578846336738835,-0.01024539222843242,-0.011360547855038013,0.005402903726817153,0.00449165355671199,,
8,32,104,128,0.017066621543448856,0.006004811865898323,0.00565587613439536,0.01070157696082862,-0.006416302217812151,-0.012550860990116704,0.01640330936266482,0.005957945271007065,,
8,64,104,272,0.010131633083673874,0.0031850425527426675,0.0037300088692912366,0.006757691988364439,-0.0027838897745659074,-0.0020610894580720385,0.012340278660377844,0.0019303357579685105,,
8,128,104,650,0.004838161287503317,0.001756659588614209,0.0031520339921944428,0.0019378751360888782,-0.0016159451951998354,0.00038964491323113045,0.007926170876501378,-0.0015881120793673033,,
8,8,105,42,0.043124963369520514,0.016042337031428017,-0.014647141844388447,0.008763783165421047,-0.00023989904776972656,-0.010585218721617365,0.002415104021580971,0.022472565707097818,,
8,16,105,78,0.016338679320860725,0.014451060876829453,-0.00027395880062817794,0.002103136874349698,0.004273883585927464,0.01165365274262368,-0.007217558820114227,0.011108867497207468,,
8,32,105,172,0.016056709815401075,-0.0010174473138783186,0.003993979698747955,-0.00033841997664363257,0.0015671720572130615,0.005694006382940065,-0.0012148668687826068,0.0023564611762476807,,
8,64,105,314,0.00536552689254962,0.002519143832232273,0.01029916814065357,-0.008438891791907762,-0.003600200440174499,0.0029938080837540963,0.0026590098353534773,0.007295198431345853,,
8,128,105,674,0.003746543287645725,0.0005541241042869641,0.005599429329108166,-0.007856288270330941,-0.0024525425259592556,0.009237058142640139,-0.002729065865766311,0.006176958705897974,,
8,8,106,28,0.037526510813612926,-0.008768940491588058,-0.008550019089273046,0.007107849721003208,0.019066192310463,0.011221520856240428,-0.02652566087940986,0.018421937225834968,,
8,16,106,68,0.0917485049919533,0.0027500913280058426,0.031477554593200244,-0.012042747419335833,0.003462917818981948,0.001926310898706875,-0.014885619097244377,-0.010322240370017749,,
8,32,106,122,0.04523284442358572,0.001597823699366872,0.01605831316156644,-0.005373187944126992,0.011052535473946747,0.004967219879846524,-0.013497294611360788,-0.006524773964191633,,
8,64,106,266,0.024023320152548554,0.001981258506551457,0.012800188940299917,-0.004887214648226326,0.00871681021529065,-0.0016729058226456165,-0.007510857283707732,0.0015916739195693664,,
8,128,106,528,0.006292823464786224,0.001283357952744465,0.004404213437022522,0.00035893921007312075,0.010122029184615668,0.0029562149202248724,-0.006182377997154499,-0.0038646349418838336,,
8,8,107,42,0.0027255990313222074,0.008383325672242122,-0.005024128267382072,-0.030574068845328897,-0.021233606209670762,-0.027262937376788407,0.05174932181658832,-0.014478938950441793,,
8,16,107,74,-0.00044893059137421284,0.0024370088850939283,-0.005405230107322203,-0.01636174646819416,-0.0036379297484836854,-0.011091855369723782,0.018764075203604614,0.00025562487594686553,,
8,32,107,128,-0.008556474002166548,-0.00015028588597403893,-0.002136767578136517,-0.0071766163375518435,-0.006862719292407106,-0.004998536242094361,0.01413850153257049,0.0009816757143648333,,
8,64,107,270,-0.007210006103348994,-0.0011345146548214552,-0.000591656368797594,-0.0072594922122068955,0.00028620421372865833,0.0034957151906109185,0.004483948035302599,-0.002703700264112527,,
8,128,107,644,-0.00719388311774121,-0.0013665453895957108,0.002035126655943256,-0.004499267279360409,-0.00017303638837414166,0.003026778376199454,0.0031809904878686577,0.005964947664830412,,
8,8,108,26,-0.012948240096019099,-0.027635621890708128,-0.014222688113380679,0.03512868291161407,0.04393622065839949,0.0004503137280798455,-0.04918771976899093,0.04071099844464611,,
8,16,108,56,-0.017955446557830015,-0.01610707614980973,-0.007524718799978522,0.019254261606546474,0.025428428375224906,0.000836594709550053,-0.024405917791017154,0.016858298819909162,,
8,32,108,122,-0.07855988180827476,-0.01735330819618707,-0.01890923351049034,0.03828108270031512,0.05992349087274197,0.015283749817133254,-0.056403875412474914,0.0427844601332423,,
8,64,108,252,-0.030539453787453857,0.00032811206404218527,-0.006728246124194223,0.013188180869546488,0.020982492659431994,0.002272998159329487,-0.022098597253580078,0.021437309826060843,,
8,128,108,568,-0.01210309084835805,-0.0005375961606162474,-0.00776076025269882,0.005580174781584851,0.010559199055767833,-0.005030641426990785,-0.0152453829956241,0.012830275321475336,,
8,8,109,30,-0.02982642396227381,-0.003642000300358924,0.001436174359563328,-0.0024451850200258216,-0.004386886459099334,-0.012700722902003246,0.010648175247045066,-0.014235061123845025,,
8,16,109,74,-0.0005212468882483854,-0.0035310736867905325,-0.0046959746615891805,0.024776569680093636,-0.01287536108558039,-0.0261038260816329,-0.0006729796166442209,-0.01053779779905373,,
8,32,109,146,-0.02421741633044023,-0.0029895223843300653,-0.005541093194149952,0.01416333050632652,-0.0016238938775500972,-0.028006690481762693,-0.0002592077990683421,-0.0051093440078967675,,
8,64,109,284,-0.023590354409422074,-0.004700010675091032,-0.005699980037109605,0.009458911020440976,0.001819210557041187,-0.01559549187499615,-0.006804282637466374,0.0020261115959168702,,
8,128,109,682,-0.005867211294062293,-0.0068454377445707135,-0.004976567740544061,0.006172522385406971,0.006811339038413974,-0.000935235936249228,-0.009235189139839768,0.00893948359400634,,
8,8,110,24,-0.008630945424789403,0.003897300365400658,0.007685556314580326,-0.011426385721154146,-0.012054245683185954,-0.00117668541396898,0.033431395276185195,-0.02325906593527599,,
8,16,110,52,0.04652945285247084,0.03251683124233158,-0.00021632138885514828,-0.00830319767471232,0.011225333190061365,-0.0042448474748541555,0.00227342728101278,-0.021855433638843288,,
8,32,110,126,0.0291156500701848,0.022473807595560717,0.004088319620575816,-0.002777154986721014,-0.010033096008579276,-0.01423780257235711,4.4168421778732194e-05,0.0022125322669615402,,
8,64,110,276,0.010873131605319376,0.012518164340261047,0.0009106163714273284,0.000135262326204674,-0.002968493462108161,-0.0054303255532313,-0.0015027047760924996,-0.003485936204324367,,
8,128,110,694,0.001554464860659291,0.005499259713588808,-0.00038844987832897625,0.0026288478828339528,0.0008565604442673168,-0.0019842223190893187,-0.0012784747137094602,-0.007528421793152909,,
8,8,111,30,-6.128849787843775e-05,-0.006895865677048856,0.0019193550100109194,-0.004989328417339143,-0.0018106232935346973,0.000924556642400802,0.007741606435658231,-0.0012238366376966072,,
8,16,111,90,0.009305321453767664,-0.006697371445726494,-0.002204459921667716,-0.0005931284145866516,0.005454081079331586,7.297452652238793e-05,0.00010730930880339614,-0.001353103922884064,,
8,32,111,140,-0.017630383985713278,-0.0019922721476244897,0.007041487629452784,-0.01986922266988365,0.020458113792218957,0.009334623493517663,-0.0017039129796874442,-0.023179877199233916,,
8,64,111,256,-0.01290926351272767,-0.0009993489401787308,0.009017603703190413,-0.011528636567725207,0.003968237933509032,-0.0036411576222196733,-0.0002872668129117765,-0.01168759520081686,,
8,128,111,524,-0.033155170108721654,-0.0007488952522098496,-0.005826377754226239,0.001073314622980994,0.005883262634509095,0.0036032277239482304,-6.204631092688868e-05,-0.009764760636135187,,
8,8,112,48,0.06914906437650763,-0.002977170571029324,-9.2860205665804e-05,0.021283391870928654,0.0028854874906171675,0.00938444527094917,-0.011283898266560202,0.03217494155503484,,
8,16,112,82,0.05211497001058891,0.0031967914863520325,0.010793759906709496,-0.0006869041579784683,-0.0051191335992483745,0.0046311127952403585,-0.006960800884575289,0.005906793697553419,,
8,32,112,130,0.012968004251849343,-0.00465454414437019,0.008705067634102346,-0.005932058023550208,-0.010256611008897286,0.0016041325170233147,0.0024131102913590753,0.00997599398019067,,
8,64,112,322,0.004279889012522242,-0.005489491187921079,-0.006663222435603002,0.0018692574667618415,-0.0022047224560755078,-0.0055305375007590005,0.0018300206155733307,0.005530150579067976,,
8,128,112,580,0.008256091463422223,-0.0015845266523039354,-0.007312500311527846,0.0020737367105344677,0.006739505626890884,0.0020093945747814684,-0.004210390647741796,0.0011807741820388476,,
8,8,113,58,-0.03226923937713328,0.0008924473876904867,0.057229035553217865,-0.02404900563210317,-0.028120797518839263,-0.0016530824906355673,0.011004059939211214,0.009546692406245961,,
8,16,113,90,0.010547892787455049,-0.008919586484200322,0.03602965802016231,-0.034662438300347605,-0.01589144567203083,-0.05116357634341402,0.025318338314236494,0.0013235493847057428,,
8,32,113,184,0.0029101363100488167,-0.01061815313214022,0.008432396906263804,-0.01732130335909461,-0.004766287894480563,-0.02496366059653299,0.010848870199636129,-0.006540965316358866,,
8,64,113,354,0.024433929750837084,-0.008282786317411766,-0.002389182056712806,-0.004993926278218808,-0.010613793300573916,-0.029415629341752847,0.011113544968341025,0.007063733974455379,,
8,128,113,676,0.008334522885738695,-0.0045352709473857975,-0.00937084279510705,0.0054417606474842055,-0.006513804788311984,-0.022179970119066365,0.008996801525106842,-0.000805869941035213,,
8,8,114,48,-0.01793043343160862,-0.008251286459550488,0.0144659272010178,-0.027895859617181662,-0.06246140551932083,-0.00228951793285023,0.061127641982339206,-0.0005968826653194267,,
8,16,114,76,0.035634833634751485,0.0012264717117119691,0.020042186619699393,-0.03400600224715945,-0.029794279670767133,0.014491956811451247,0.05389827003442593,-0.02264076362239629,,
8,32,114,158,0.06303842778848565,-0.002989666596111535,0.013690999476802008,-0.031324643732682345,-0.01578172580451359,0.024285730677079218,0.037962503661209596,-0.010959284569170478,,
8,64,114,270,0.06089826864495902,-0.0002856262913894397,0.014762072394072834,-0.023844291537525573,-0.014024038938686992,0.007691405971107851,0.019195244653270476,-0.003407630950195124,,
8,128,114,654,0.03214609578475487,-0.002911121999416203,0.00724093054613745,-0.014626838269970214,-0.012460320838157818,0.005356147997174985,0.01267869785304665,-0.0013143370275714107,,
8,8,115,44,-0.015541344659638957,-0.008049990643473446,0.009771108285884381,0.008478794200142154,-0.011075094985029956,0.003099027808951799,-0.001042365220270662,-0.005442461400292545,,
8,16,115,70,0.002169884579421966,0.0012713863217007312,0.0008960003769204018,0.007670701086158,-0.005670043296774154,0.0018181389007625353,-0.0011809564071020983,-0.007716548836445336,,
8,32,115,122,-0.0391018236849304,-0.016287858671344958,0.018170294049241566,-0.006676956624803516,0.03082122499902793,0.019289875701841736,-0.020887917185454134,0.0006832305343368518,,
8,64,115,298,-0.00908297527323617,-0.007669924705372576,0.015345643807573403,-0.005315558088542234,0.018270450543579935,0.01662733498407049,-0.015080268131809453,-0.004486148115770241,,
8,128,115,658,-0.004155762485651803,-0.0023237411860163575,0.006047562657438835,-0.003677154243963069,0.0033086601385566663,0.007112789410835765,-0.0090799342914446,0.00034102293507482905,,
8,8,116,32,-0.016676001407037958,-0.0005586996957194691,-0.0019965304557578293,0.0031716053671462883,-0.014523577240416237,-0.011171361257188228,0.00841342100375799,-0.008479909803223723,,
8,16,116,106,-0.0018101447681490755,-0.0015536008530510205,-0.002049486829024662,0.0018276045264179184,-0.006276139542996606,-0.003224319728962406,0.0018788368501442916,-0.005919204626566181,,
8,32,116,204,0.0018568561207635281,-0.0038227966387162026,0.0013310490593687718,-0.0011153678796284234,-0.0022400540567290273,-0.00042781410848928146,-5.8890161300335204e-05,-0.004831802505841784,,
8,64,116,400,0.005345644598537018,-0.005139538547343123,0.006575964105298376,-0.007260040266732431,0.002614943966713668,0.011395976745738981,-0.004032621490504319,-0.004847430961986749,,
8,128,116,742,0.009443129144854826,-0.0011664743162100616,0.003769817974132468,-0.004321311185033518,0.004601034992305444,0.006940366045717273,-0.002866441508706663,-0.004247357001556842,,
8,8,117,36,-0.02592246707346647,-0.0022073027300789716,-0.010392380779602384,0.005583674789747856,0.005700522182618795,-0.006518968171420078,-0.004476999047526103,0.0035281783096901653,,
8,16,117,94,-0.012094450155241701,-0.0004375445910575874,0.03427505972219897,-0.03248307101557136,0.0036184582737835403,0.015404570060034522,0.027473770130450624,-0.025551389315771233,,
8,32,117,158,0.005478241557939096,0.004421673787638135,0.021798141803667126,-0.011354657728989975,-0.003777925674202198,0.01830884882918857,0.008662599708027624,-0.011200995712727365,,
8,64,117,300,-0.003386933862105591,0.003818570916254171,0.003564729137859719,-0.006546517270906391,0.00794492936587887,0.017388439633593628,-0.000932002367406455,-0.007399747496370583,,
8,128,117,626,-0.009550279523830595,-0.0002892719582761525,0.0005353048690102213,-0.003937117336499075,0.002518863551155475,0.003396994222882591,0.003178270311897531,-0.0028200809898384057,,
8,8,118,34,0.001495045808876576,0.0006882788347641204,-0.002243571165852834,0.003954824210881227,-0.008572084662149815,0.0036384574221270055,0.01172273738926283,0.0005309273771939489,,
8,16,118,68,0.014481839292957285,-0.008013381463312414,0.0047960264319884495,-0.00993776037242158,-0.024161255651569683,-0.010005798549952469,0.01822852414067773,-0.0024162347046033095,,
8,32,118,146,0.014959568773023313,-0.0022620037184029945,0.003041679544172187,-0.0006853086915053761,-0.010037270571099164,-0.008988670606677471,0.010056431252119339,-0.016463339760144666,,
8,64,118,314,-0.007774379822766182,0.0009142589245543745,0.0031984684728817263,-0.002981699492857254,-0.009886249971798901,-0.010477253927170771,0.005764397715526625,-0.010906224432224993,,
8,128,118,642,-0.009451468163250237,0.0008858584048798952,6.57201578675918e-05,0.0009887982412980921,-0.006892974389764889,-0.007036103811161313,0.0014279073346355942,-0.002990990417716854,,
8,8,119,36,-0.02456590239941298,0.0034671605403961666,0.0021794776000138858,-0.006757552328641314,-0.015506117784790968,-0.008299896147078208,0.016540402564079657,0.004665793625551442,,
8,16,119,62,-0.031458150531265265,0.0027992478567098454,-0.0029502031804672577,0.0013146917924292101,-0.014754977894557278,-0.0042130342626038745,0.024807806081223287,-0.001156157456995092,,
8,32,119,126,-0.014246197907387573,-0.004535501153144109,-0.0019303625451869567,0.00909229611001056,-0.011978426650175579,-0.0029959583733229164,0.00690677668840472,0.006301961579672439,,
8,64,119,316,-0.004539549857150943,-0.0014919516441695617,0.01491742214700492,-0.0004728554940472455,0.00040322495404416814,0.011725483850168177,-0.0023972667981572394,-0.0013811619383267356,,
8,128,119,692,-0.013514818242374323,-0.0012726002246861482,0.014685158412829646,-0.004786545466082382,0.000987697625307669,0.010052733963925321,-0.0033546076032983127,0.005321847056115624,,
8,8,120,26,-0.028911854888745824,-0.003569722463226197,0.04311056850692845,0.006691153151451985,-0.006045565278797332,-0.002271838075625374,-0.014241664480893902,0.06093632986438683,,
8,16,120,58,-0.019957482712518786,-0.000735065239254026,0.01881010529121794,0.005312425261042028,0.0005518794050512116,0.001638865861132318,-0.004643462677165693,0.029151762844288543,,
8,32,120,120,0.030858058752736617,-0.0006127245115914275,-0.005473943908540706,0.025463894656756483,0.014138078141154444,0.006996224446999835,0.015091798542890911,-0.013786496587118209,,
8,64,120,246,0.008326952821119105,-0.010716357678065709,-0.009856520223419993,0.029829721872132252,0.008632735159236009,0.0034923188360380265,0.009960249869922253,-0.005162423859326534,,
8,128,120,510,0.010771108100310792,-0.006633217298973603,-0.00013882075392501818,0.01179823651190677,0.00784985625597895,0.007385071351098695,0.0022093915203899544,-0.00032997391716796154,,
8,8,121,32,0.025948413953917122,-0.002287373518710497,0.003941198144987263,0.0014883647548706096,0.003450042439942694,0.002280276960278709,-0.00032731360544214464,0.003097086006454027,,
8,16,121,62,0.003792003717950118,-0.004658829252931988,-0.005900452610628826,0.008524806142503526,0.011899196527405563,0.02026299291532646,-0.008644413476828833,-0.0017910050244246511,,
8,32,121,130,0.011669396076052559,-0.002326170362788243,-0.0025165624701806127,-0.0005297625100632278,0.0033022011167844244,0.015539039350641827,-0.0037528597502561904,0.002674192078834529,,
8,64,121,330,0.0044182791996642936,-0.0006541128566201842,-0.002879212848721059,0.006869320684522391,0.000350305590986851,0.0014919139136711154,0.0005984314741963745,0.0013257685545752036,,
8,128,121,652,-0.003470850148673705,0.0007967579630871524,-0.006839956218468246,0.005471499559614285,-0.012396774821007457,-0.013902327354546853,0.010145472659777076,-0.003186996839623447,,
8,8,122,28,-0.0062484983442253365,-0.0017075082748376055,-0.0031263313697676024,-0.001546825095857964,0.0011642507053054112,-0.0072531020411277704,-0.009154847719373317,0.012468313429666278,,
8,16,122,66,-0.011799106516169689,0.004585955590331772,-0.024070915805849052,0.003056683825830156,-0.0383793732165574,-0.02842764137327053,0.039195204348932686,-0.00048422206492374355,,
8,32,122,120,0.0077320458297055064,0.004189718353212254,-0.009594720334333475,0.00018011790421841698,-0.020978020200638544,-0.011034983551823014,0.019201482421084205,0.003513956317861486,,
8,64,122,264,0.01846678821725946,0.002289584510856713,-0.006017495999663026,0.0018196875719427618,-0.004276570202576567,-0.009772993445830712,0.0041141492400560385,-0.0011060668716586868,,
8,128,122,546,0.02084948391669745,-4.229638139853266e-05,-0.0013588392292573474,-0.0014271750329278962,-0.0037650897704724563,-0.008857188881183801,0.008491898364526013,-0.0013291087130890234,,
8,8,123,38,-0.029232581089372846,0.014006351764179966,-0.0251931225924955,0.011224637188249535,-0.012514699771274555,0.0003015040154462729,0.02250717495179825,-0.021908118676893264,,
8,16,123,80,-0.03329113322604769,0.008055041622761697,-0.014423024691817117,0.009569730391846838,-0.009926121295939115,-0.007749455965959407,0.010588873577919898,-0.007576220301639609,,
8,32,123,162,-0.009464185129265246,0.0015685122480688536,-0.010932283221532148,0.007324595420408135,0.002120346041613253,0.00048711315595729836,-0.005733205613557673,0.002725217638656017,,
8,64,123,334,0.030719403059520207,0.0010221233529664996,0.001142340701020455,0.0089556399624575,-0.019200397547483945,-0.012920431512973288,0.0053453784126629425,0.004766567648414027,,
8,128,123,710,0.010674936738648803,0.0007590305752439714,0.0033432416286694445,0.004034744278090342,-0.010591207988533724,-0.008146874137225911,0.001714166628969526,-0.00033590054979665577,,
8,8,124,56,-0.01058233227088538,-0.0031407279798795476,-0.037036495646563306,0.035169946806595166,0.005247952832893178,-0.006941188694672397,7.942625602695996e-05,-0.01675151738995832,,
8,16,124,90,-0.012232758126155225,0.009231958378288534,-0.01918415043973116,0.026858163826257362,-0.023160693008490524,-0.02659278858134404,0.01070826541299371,0.005528872023229019,,
8,32,124,152,-0.004818081484040373,0.004352487466783331,-0.012023053636481179,0.0170159772449508,-0.00941960573980736,-0.014445778271158477,0.006075752256196498,0.005309867777487248,,
8,64,124,288,-0.007522550841280739,0.003001784431164548,0.0035050781169301795,0.007203353019166767,0.00424778309413588,0.004163549295674033,-0.007348195702735585,0.00949897789280128,,
8,128,124,530,-0.005577415644092495,0.002773991602013451,0.007384959659942997,0.0002540247177059352,-0.0026384760038259372,0.0021287389738302276,-0.0005217522502734051,0.007697888541021041,,
8,8,125,58,-0.0028067625978347305,0.02545935674522945,0.013345739664788065,-0.011868071629471674,0.014148794871809776,0.02503554532100843,0.01366354567663407,-0.019912716128472382,,
8,16,125,112,-0.004403766442590433,0.012338000874902916,0.005233274009799951,-0.00627603818994754,0.009124382227159836,0.010474663778111497,0.00584147531848232,-0.01253267433444597,,
8,32,125,188,0.0015787293491627953,0.010256511101132114,0.012196700029626284,0.0046101371544055155,-0.010781741362992567,0.012377943952300205,0.01574327355454001,-0.010792696824350755,,
8,64,125,348,0.004198888744931476,0.004522979615239445,0.002842421542597215,0.00528068638933742,-0.0044155692659435305,0.002833842965936142,0.015667804053174337,-0.012353421444780502,,
8,128,125,636,9.956439727792885e-05,0.003671147757547167,0.0012328158754557929,0.0023615454395248484,0.0031145190207214945,0.000798970982445983,0.002499023356565086,-0.003969896477074426,,
8,8,126,44,-0.01411593497350481,-0.0013113646167937235,-0.002275709320326786,-0.0009700546370948714,-0.0069295045962078665,-0.01792329563217734,-0.01208304053649819,0.006699491314785127,,
8,16,126,84,0.010070882216406143,-0.009387065571747405,0.0008448641545688262,-0.01566406609980719,-0.006356341756582683,-0.017300872140515174,0.005925174892147974,-0.01250433801912266,,
8,32,126,148,0.0038594230671466757,0.002913904906859879,0.0044138552796188875,-0.0326350840521763,-0.02216461842299491,-0.02614221267903449,0.0350763815607847,-0.027421845289412092,,
8,64,126,302,0.04606269323147172,-0.001871700562992379,0.013009830745859539,-0.011989816851510631,0.00047405466305087854,0.00108868697307617,0.008709450700925317,-0.008223227693925408,,
8,128,126,702,0.02021435651433292,-0.0036402277544305053,0.004749275018890049,-0.009232965999826091,0.0005477256224555101,0.004082015603084109,0.008850779744646682,-0.011168619295093897,,
8,8,127,44,0.020543570320220795,0.006910778978261335,0.013405597930631919,-0.02536301625901371,0.027765500511556556,0.0441897147177968,-0.02629985825869412,0.02672530359442764,,
8,16,127,72,0.0007483886540079674,-0.005101933414538309,-0.004542728256309511,-0.00696034582590314,0.022130985100495944,0.022505967564526923,-0.020325400420285272,0.005768035178938599,,
8,32,127,144,0.013664566702934412,-0.0064683711608138515,0.006444852191181341,-0.0019010119854869182,0.006931539396312489,0.004839191984521567,-0.004229048935849955,-0.007209266513571896,,
8,64,127,284,0.011095864437615097,-4.9375763341295874e-05,0.0009773789422285752,0.0029874545118196245,0.006612047729303442,-0.0003684769247808297,-0.008961209357058044,0.0038768718543054207,,
8,128,127,650,0.011702528031819547,0.002021696787722776,-0.0005910890232325088,0.003007152471067584,0.011406786172939982,0.004803266392159529,-0.012515988706273405,0.006576003274706335,,
8,8,128,30,-0.01156442962371649,0.0015440368651921173,-0.0006302655787251655,-0.04448484234909294,0.02431778443515133,0.03188313765549466,-0.011027020551232959,-0.022536767919191802,,
8,16,128,60,-0.014672330857314815,0.0015855692065722673,0.0003015698707846411,-0.022324508916945002,0.016136695409974904,0.019834713282901966,-0.0077082378890178,-0.009822074641940678,,
8,32,128,158,-0.011200829969285564,-0.007679950889800852,0.014164920652647982,-0.03450947110243825,0.003944343229394666,0.008397112875235993,-0.004108126738143229,0.014994087737907492,,
8,64,128,282,0.006986061102367005,-0.0043210136528815234,0.005759010072247105,-0.02074305363537601,0.0018508933072644538,0.00148059824436675,-0.005466684080478972,0.010250880058838873,,
8,128,128,548,0.009555760898167915,-0.0052674730471876825,0.0076938333882072465,-0.009576013551384367,-0.005507963201239699,-3.479078729011414e-05,0.00211274523418412,0.008464098780322622,,
8,8,129,42,0.0014413178193392793,0.01101437906962076,-0.011596626823237473,0.011779033059246824,-0.007086335528571269,-0.014796960247079018,0.012347292591706869,-0.013000523405646978,,
8,16,129,84,0.007116494252873234,0.004715650721541715,-0.015047231140237288,0.0069989892867145095,-0.004202083163981959,-0.02020148198045409,-0.008139797655069461,0.012437854379061681,,
8,32,129,146,-0.00031250288015409575,0.008954677881788367,0.004458293388349334,0.0034398375232771445,0.002338534812810669,0.0010978956629855321,0.011762954820164442,0.005040214559621161,,
8,64,129,268,-0.004826490172013064,0.007028985634954821,-0.011858588487727828,0.01493543939996729,0.01297083681125891,0.005076333163520748,-0.0067203906195979525,0.008115057679412372,,
8,128,129,616,-0.0020129025856254804,0.0014065757700859347,0.0023574728070820746,0.010371793839484573,0.008353959397780261,0.010324946502930652,-0.0015412571357571543,-0.0003138097143242277,,
8,8,130,48,0.007806775040164091,-0.005482566481642171,0.02472996865310653,-0.034800632079309536,-0.023222877258379668,0.004526826919811416,0.012413743480340843,-0.009772171519568603,,
8,16,130,100,0.02164103042095228,-0.010175832174588511,0.00011341079004337099,-0.01647299681604738,-0.016061966180124444,-0.001351771934852229,0.0211960894159266,-0.015709620025614345,,
8,32,130,168,0.01153250463011621,-0.005946547768834177,-0.0025439286075898404,-0.009176404572662554,-0.006210308119768072,-0.0011504721601007179,0.013914436552008575,-0.016302946425508363,,
8,64,130,306,0.004835361060279433,-0.0019643135550673294,0.00019760620070246178,-0.011882136030197036,0.00022321246347448145,0.006714433396665489,0.003937001326218075,-0.010381119728866118,,
8,128,130,546,0.0011099938823311802,-0.00047877816084342963,0.007526482066390838,-0.01495843428264326,-0.0024898627086258067,0.011524684880159508,0.008710294742165073,-0.006477874817163476,,
8,8,131,94,-0.1437023336050376,-0.009747587496881205,-0.06935103867294216,0.020042949708269635,0.06497826433870349,0.016359712906584306,-0.059272117036004074,0.008325409723794674,,
8,16,131,126,-0.06416199944000743,-0.003613470643380829,-0.03610714556809919,0.01126230040892279,0.03080355495163934,0.006058717363064912,-0.028300522159093202,0.007300067886024644,,
8,32,131,190,-0.017119685805538114,-0.0010790694901693881,-0.031346616897655166,0.018925573831497094,0.024657711041950765,-0.0037094266884635002,-0.026552588490323558,0.010605700127501567,,
8,64,131,334,-0.016247957842828568,0.006017294930954381,-0.021450171287935468,0.0056147471485412355,0.01864151071945303,-0.0005274178094063591,-0.016029947702259805,0.008230228724203049,,
8,128,131,700,-0.0005152322288457026,0.005216064818483996,-0.015254876616837807,0.011840288906056075,0.012665075752787972,-0.0016858069920683354,-0.0071802506583889735,-0.001012181457806136,,
8,8,132,54,0.001316149988889955,-0.0006489136584423059,-0.0008891505419780129,0.005184041277381853,0.003430416788918623,0.007984914040387947,-0.011033353939396806,0.00374207528461927,,
8,16,132,120,-0.0023066248564199868,-0.0016131953352014508,-0.013172953168623644,-0.004132851654701607,0.03486975236185609,0.035375068844188284,-0.030547150675778248,0.00940615628183989,,
8,32,132,178,0.01818322799662519,-0.007776988595045648,0.0027042274411169433,-0.0002541174080747911,0.012092078715517415,0.012728593337962613,-0.016897767556395837,0.012393864921849494,,
8,64,132,392,-0.004450578404009026,-0.008369148296122994,0.00887265858339143,0.0031144296247516048,0.01042705281227141,0.0031311050544651237,-0.015660426261324224,0.012555090389388976,,
8,128,132,666,-0.0020134818749219115,-0.002496874212099962,0.004415443014265283,0.0002640907850301128,0.007085321089544294,0.0057937583377531306,-0.00628443420736909,0.007337091589946332,,
8,8,133,32,0.01531016975598357,0.0022544055880680132,0.0004328218332924765,0.013539062459600314,0.010629380462996165,0.015388732097690063,0.016511674159030154,-0.009344948034483722,,
8,16,133,60,-0.05522718985077655,-0.010219113176720349,0.03441313189735095,-0.024480102647330634,-0.023783652252453866,0.012406941590280563,0.019525868726241687,0.01038747935126114,,
8,32,133,120,-0.02639508392687795,-0.015094603474036086,0.021834167523603072,-0.01580646479237537,-0.006843663251026679,0.010817541298552922,0.0019262736160072557,0.0008534238518338298,,
8,64,133,256,-0.009947707100309799,-0.007737224146186366,0.0016172590597531883,0.0037831750900847727,-0.009994958440352412,-0.009073375791977735,0.009414626148366089,-0.005878516638595791,,
