dimension,M,replication,cost,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
4,128,129,700,0.0021671969117161957,-0.002371773671155835,0.0015742659264891888,0.0017568421546257653,,,,,,
4,8,130,28,-0.044620328866028236,0.0022115374912608805,0.04222452622680842,-0.03230478092154136,,,,,,
4,16,130,70,-0.011077980320333093,0.0010351996404227718,0.02151138295885711,-0.014340339048801607,,,,,,
4,32,130,166,0.0014862790972456933,-0.0009542989271413616,-0.00045559983455497775,-0.005848184455565404,,,,,,
4,64,130,318,-0.007345510065138363,0.0010941622952869246,-0.001380820447035975,-0.007642812110490151,,,,,,
4,128,130,602,0.0014697451918267018,0.0005297398970368764,-0.007879026171868742,-0.001112554820719331,,,,,,
4,8,131,36,0.003985419402237571,0.01342725878256964,0.00956533221281297,0.018121016967899986,,,,,,
4,16,131,64,0.014114158899447319,0.006834470359772707,0.007555817116226086,0.0007524563724446553,,,,,,
4,32,131,118,0.008782862069507976,-0.0017982421210113102,0.012926023101508229,0.0004878032662408169,,,,,,
4,64,131,230,0.0025499117544210774,-0.004256666221774028,0.014811142733391838,-0.011931327406162187,,,,,,
4,128,131,496,0.005187174432126719,-0.0018118901674484694,0.0033767234323049365,-0.003690584571222869,,,,,,
4,8,132,28,-0.009943681091890673,-0.004880308733093527,-0.009381412521854612,0.01005472716150081,,,,,,
4,16,132,56,-0.004761290400192486,-0.004965177162967084,-0.009181111887520459,0.013648689673081126,,,,,,
4,32,132,142,0.0012075478285756794,-0.003940062420461,-0.003489143323365837,0.001857331241701951,,,,,,
4,64,132,282,0.005779666911266231,0.0002690561004389927,-0.002641107450457164,-0.0008113843198611864,,,,,,
4,128,132,580,-0.0035822692313755688,-0.0010117774258571266,-0.004863044481436855,-0.003746406615289823,,,,,,
4,8,133,28,0.010904510402214898,0.0003113925144768637,0.024249549130233194,-0.012513431019599952,,,,,,
4,16,133,92,0.014043892283530516,0.007039795125494026,0.01399960657676383,-0.010768277248515081,,,,,,
4,32,133,228,-0.006044342330078254,0.0012698695323579718,0.011927517826000777,-0.006363625007439896,,,,,,
4,64,133,392,-0.000731813350096381,0.0013859639256155914,0.0019131291217827629,0.0020431660505471154,,,,,,
4,128,133,662,-0.005449953869724708,0.0011187580471399786,0.004843761796138072,0.0018047423024826024,,,,,,
4,8,134,30,-0.11917607076865352,0.003884797364570416,-0.05310618786379505,-0.005479815749472571,,,,,,
4,16,134,62,-0.0534465249310381,0.0006638057138887597,-0.025436857438207294,-0.011809514010540595,,,,,,
4,32,134,124,-0.024290272662150156,-0.0014066474190135131,-0.008338039951315015,-0.009115276826992704,,,,,,
4,64,134,270,-0.009023962881346248,-0.0017161421578500689,-0.006326064505756512,-8.508163588777731e-06,,,,,,
4,128,134,576,-0.006386530346421702,0.003997238620918196,-0.0046792963570479835,-0.00017116884383787232,,,,,,
4,8,135,30,-0.003318074300902879,-0.0006710019691334833,-0.0033772432318930007,-0.0006658575478672947,,,,,,
4,16,135,68,0.0059028112670011105,-0.0011622666932396939,-0.0060882640367980875,0.00324165100818757,,,,,,
4,32,135,130,0.018726141796991207,-0.0014128818740784686,0.008716003874342836,-0.006470046114039139,,,,,,
4,64,135,310,0.0009414820714277987,0.0018051591882821004,0.0038031019233190763,-0.008391039251124744,,,,,,
4,128,135,702,0.01753091638869274,0.0001296809802728415,0.006427058311133034,-0.012334764355728714,,,,,,
4,8,136,52,0.0482811740088446,0.007542763582769497,-0.0020990855626011984,0.015827195091857746,,,,,,
4,16,136,110,0.014816203539607387,0.002199913051237625,-0.004087441934259908,0.0047704373055069684,,,,,,
4,32,136,194,0.020993972972473497,0.002540016682207618,0.003513446035639591,-0.006583530484704968,,,,,,
4,64,136,432,0.016531285233743843,-0.004676978988310075,0.007828203040554586,-0.011019892480817266,,,,,,
4,128,136,804,-0.004515511954114785,-0.005840187526641376,-0.0008260939364630627,-0.005602862999292388,,,,,,
4,8,137,28,-0.03195349861710295,0.0012495646668525527,0.012933398522153096,0.0029552769181329045,,,,,,
4,16,137,54,0.013349317992518012,0.001896762782690714,0.03911896637520702,0.025458571789327377,,,,,,
4,32,137,142,0.024469722558018367,-0.008400418695450391,0.024549222862083806,0.009568540017553953,,,,,,
4,64,137,274,0.01006602843564392,-0.005558890453129627,0.004942165003812025,0.009306177683616322,,,,,,
4,128,137,570,0.0034828574019517694,-0.00248126644335358,0.006958405720415849,0.0008797503840802859,,,,,,
4,8,138,34,-0.010167742671723781,-0.006430138487989666,0.009993939253449893,-0.013919717294184968,,,,,,
4,16,138,102,-0.027120680829545902,-0.009362605859265164,0.002796218447886756,0.0017637275606839477,,,,,,
4,32,138,156,-0.01333490195940423,-0.0027102316276436523,0.00879366816682974,-0.002882062323901169,,,,,,
4,64,138,292,-0.009590839956370749,-0.0021870070447635036,0.0004763464535845875,0.0014932473070249173,,,,,,
4,128,138,630,-0.003074980193201059,-0.005139047443608452,-0.0022333494481267743,0.0009740232990589699,,,,,,
4,8,139,28,-0.024266591602694003,-0.009746116233142052,0.000698125623831411,-0.017046414782333492,,,,,,
4,16,139,60,0.013432529446147373,-0.00899338007681556,0.009832947586667928,-0.03739367411564572,,,,,,
4,32,139,120,0.01455475484487116,-0.005086241697872318,0.011787056502912266,-0.027353147468838112,,,,,,
4,64,139,262,0.01080166630388282,-0.003698391900928397,0.005637312844006203,-0.011784998543387501,,,,,,
4,128,139,508,-0.011490123132097707,-0.0034120246982668957,0.012853483997978126,-0.011628453914342248,,,,,,
4,8,140,26,0.005507442726019187,-0.010189157450463006,0.019991435783808638,-0.003823658970636577,,,,,,
4,16,140,58,-0.007581983330880242,-0.0045832947962603,0.00736194318997358,0.00634675328727601,,,,,,
4,32,140,116,-0.0033286912503495128,0.0011807931969753814,0.009991923941777867,-0.007765808556918453,,,,,,
4,64,140,304,-0.0010150951689976342,0.0024574170930173568,0.007501683487011138,-0.010270183742470995,,,,,,
4,128,140,628,0.005344063505466321,0.0017747489600825675,0.004683716115726164,-0.0043799762693839455,,,,,,
4,8,141,48,-0.03882270008931545,0.018720873544294466,-0.030636955585455684,0.02729136175320352,,,,,,
4,16,141,84,-0.01858106512240536,0.011453080936388565,-0.02185123064438453,0.012516553192369606,,,,,,
4,32,141,144,-0.043549559464029185,-0.0014789111049109806,-0.007552647620292486,0.03085747292667535,,,,,,
4,64,141,306,-0.01632636125366,-0.0022779531638096664,-0.00016680968927835338,0.015251795222154724,,,,,,
4,128,141,606,-0.006283681583201288,-0.0028459891094041027,-0.0008609098837283023,0.008022455874681412,,,,,,
4,8,142,36,-0.10113646637994989,0.015198675572595702,-0.0047475366336903555,0.026249817327565834,,,,,,
4,16,142,74,0.05396519722095472,-0.01538313772846619,-0.040251625340225756,-0.026002449766169406,,,,,,
4,32,142,132,0.024908450317652427,-0.009676787218902166,-0.01930067129148555,-0.012417681979744152,,,,,,
4,64,142,260,0.020033228656836537,-0.008111877660640072,-0.012254589241131366,-0.0027038396547649246,,,,,,
4,128,142,524,0.017397766870447084,-0.006363376952534619,-0.004216765122640034,-0.0018430072481758018,,,,,,
4,8,143,36,0.015577894687848839,0.022237996206589363,0.00441292128165143,0.008922768678157127,,,,,,
4,16,143,66,0.04079284579750023,0.015669941032492682,0.004190876339806979,0.0038546329570682456,,,,,,
4,32,143,150,0.02468613445311871,-0.0035109750484417853,0.0036708302882640566,-0.003789119944897985,,,,,,
4,64,143,320,0.015309644023748206,-0.0010948066976020816,-0.001438002855175624,-0.0020548968452496173,,,,,,
4,128,143,592,0.0022994033112383443,-0.0026231952796543943,-0.0025990481211429967,-0.00665420532415265,,,,,,
4,8,144,70,-0.03152858583551671,-0.01739040734655694,0.024223288766833988,0.018199915779291503,,,,,,
4,16,144,104,-0.02273774576833357,-0.01862563153870368,0.004796046549292826,0.019719006401283656,,,,,,
4,32,144,166,-0.016300530750202342,-0.007946482402364051,0.013080560547618659,0.002055346116709368,,,,,,
4,64,144,294,-0.00744078594234463,-0.0005057083922366205,0.005188919293789399,-0.002487886263428368,,,,,,
4,128,144,586,-0.017092741610184883,-0.0001870277814171218,-0.004269496618697581,0.0035421496464618264,,,,,,
4,8,145,24,0.0048482673577417545,0.0008643620988880348,0.005232464267217388,-8.641545656325138e-05,,,,,,
4,16,145,50,0.024224094373861808,0.005032042828036491,-0.0021239052326313644,-0.008886505625238336,,,,,,
4,32,145,120,0.0227769941120149,0.004380040322712294,0.0037214586284838582,-0.007671086578241825,,,,,,
4,64,145,256,0.016118652212275,0.002904788475518035,0.003884523160751348,-0.004926684895272202,,,,,,
4,128,145,630,0.012715805292249062,0.0011116395487511747,0.005692320443820775,-0.006953185111879003,,,,,,
4,8,146,96,0.048859019045273074,0.019546782918044524,0.0449686280394162,-0.0008302816391503932,,,,,,
4,16,146,136,-0.031604064177363056,0.003700767200571247,0.0011628819687049784,-0.004920236624724313,,,,,,
4,32,146,242,-0.0007969554034080997,-0.007160980071474144,0.010930647854123721,0.007955689838750052,,,,,,
4,64,146,374,-0.006230313640396762,-0.0027286548206775954,0.002614202504233198,0.006080302168491732,,,,,,
4,128,146,656,-0.013781766708447838,-0.00139173765081469,0.011231098104328518,-0.00259625383575763,,,,,,
4,8,147,46,-0.039899054911988925,-0.004692098360069224,0.007356415211801855,0.004982328345024907,,,,,,
4,16,147,96,-0.003516096434183117,-0.0008607666659866067,-0.01326286025156179,0.00778817475418528,,,,,,
4,32,147,170,-0.014312644977547235,-0.002335882540733934,-0.003625071744802537,0.0033512867078362343,,,,,,
4,64,147,324,-0.00014507200342522234,0.006835796687099105,-0.00027172434832434646,3.6484914936319563e-06,,,,,,
4,128,147,654,-0.003176488776841165,0.00189823003810714,-0.009464379541236046,0.004248191071165585,,,,,,
4,8,148,60,-0.01788592052293376,-0.002264680054578504,-0.007631036856966259,0.008971829384072615,,,,,,
4,16,148,120,0.0002553195907173192,-0.009425461546595222,0.004184234214891223,0.00541738176681597,,,,,,
4,32,148,190,0.0029953006768266167,-0.007729560809965278,0.0051154420635334905,-0.0010227230416524971,,,,,,
4,64,148,336,-0.004192928582262816,-0.0018472361157797128,0.0018148676573456536,0.00021679970091324188,,,,,,
4,128,148,604,-0.005062940268730001,0.00075001614084512,0.002932210842591319,0.0020730421335857186,,,,,,
4,8,149,36,0.07653160635960582,0.003526346928344735,0.0015083894851795707,0.021603606078862667,,,,,,
4,16,149,66,0.02793333248729799,-0.001279316201507232,-0.004698287168321794,0.0029987157302052815,,,,,,
4,32,149,130,-0.0063766214232178105,-0.0065928508423850635,0.011567087028193094,0.003686633076041231,,,,,,
4,64,149,254,0.006282620375048905,0.0005809129371506655,0.003902751205125983,0.0017173663760001365,,,,,,
4,128,149,514,0.006178631820496247,-4.2355002479095844e-05,0.004474199146077646,-0.006353770175270994,,,,,,
4,8,150,40,0.010935747256540377,-0.0015626244322879772,-0.00242354097578698,0.0031954471360542613,,,,,,
4,16,150,82,9.218431551749097e-05,-0.0027193789161080455,-0.02272748035243682,0.02652643706936504,,,,,,
4,32,150,178,0.010488145453308822,-0.0014607310438767862,-0.012453200125672718,0.017349163612741306,,,,,,
4,64,150,300,-0.006819388796106248,0.007283590535466397,-0.014407366127211517,0.0020354368599179995,,,,,,
4,128,150,582,-0.006453769391404234,0.004552011851703856,-0.005590818420926219,0.0004527030521076468,,,,,,
4,8,151,54,0.00397630540841304,-0.015511840496815003,0.01884010954528447,-0.025361745050313116,,,,,,
4,16,151,88,0.006470461267160018,-0.006067567982679355,0.014801927720022855,-0.02092920530974894,,,,,,
4,32,151,146,-0.01481526064961886,-0.008384355905215116,-0.004231625771885935,-0.005555117909775868,,,,,,
4,64,151,270,-0.014839669054206805,7.224567146549144e-05,-0.004709125967391587,-0.0018952031133622213,,,,,,
4,128,151,590,-0.019156911611354487,0.001157657320933985,0.0005128648336221336,-0.0045924329762621644,,,,,,
4,8,152,30,-0.03621303841165051,-0.00431962304950512,-0.003933121738792804,0.004664387126747496,,,,,,
4,16,152,56,-0.008393795224884835,-0.0013790119712951338,-0.006621503000698208,0.016847483771569333,,,,,,
4,32,152,154,0.005567219800628916,0.0009287517987459378,-0.00978698914968885,0.015419888825895069,,,,,,
4,64,152,304,0.011854902063532088,-0.003073271296724929,-0.007368250542487154,0.01201048641833472,,,,,,
4,128,152,652,0.002166616631902668,-0.0042534585616349554,0.00019031005804427467,0.0066498201333218005,,,,,,
4,8,153,56,-0.01180243253489084,0.001967511686774156,-0.02721582075874617,-0.0010808385027530946,,,,,,
4,16,153,86,0.017051032757484093,0.00386208085834469,-0.012769456007580412,-0.009143462972569285,,,,,,
4,32,153,156,0.03662926335641476,0.00171160068615687,-0.004768265213284678,-0.008771345583532346,,,,,,
4,64,153,344,0.016727355831225175,0.00810542914159597,0.006772029408005258,-0.008689613908271585,,,,,,
4,128,153,640,0.009281803560476719,0.0020515536957107497,0.00790680713749679,-0.004370590165954637,,,,,,
4,8,154,32,0.06483699113601722,0.006559117942257401,0.030081814812085755,-0.03535692875354073,,,,,,
4,16,154,60,0.030487186566636612,0.0015386247894237967,0.025461851316521223,-0.027857564507360023,,,,,,
4,32,154,118,-0.006859044901578986,0.00795628530873266,0.01614701474646797,-0.015487866792639514,,,,,,
4,64,154,266,0.007675035619834453,0.006976022827058615,-0.002346848006917678,-0.00404003472912203,,,,,,
4,128,154,554,0.028087725627067767,0.009699569595493092,0.002335191177597708,0.0030237789235386856,,,,,,
4,8,155,24,0.009172921289172287,-0.009458549275960201,-0.026959958074184973,0.0008168671434165252,,,,,,
4,16,155,66,0.019564860211835046,-0.007690767512067152,-0.016248922775538063,0.001984058109898712,,,,,,
4,32,155,124,0.0227440399796767,-0.007164892094694689,-0.019333436838871024,0.006942253382784893,,,,,,
4,64,155,264,-0.0018153015793045475,-0.0029207789325786026,-0.00821527153189567,0.00769292417137844,,,,,,
4,128,155,580,-0.011663530431721426,-0.0033689831047172543,-0.0020978554691277102,0.008619855685736266,,,,,,
4,8,156,40,0.0013871585680986249,-0.0014151030224959244,-0.005425669972963475,0.005079695259112328,,,,,,
4,16,156,66,-0.005676314463997082,-6.746715796131968e-07,-0.003169493669186326,-0.004543224814745907,,,,,,
4,32,156,124,0.0003516238960115445,0.0034135039952116887,-0.0028211416182617032,-0.005326890188605305,,,,,,
4,64,156,336,-0.013988117462596041,-0.0017993769552227148,0.004540938619012544,-0.0012558658236919013,,,,,,
4,128,156,680,0.010431391210889023,-0.004747852742835714,0.0033998892075037374,-0.0030204396949315283,,,,,,
4,8,157,28,-0.0017732393936781793,-0.006560583084604217,0.0019425073724802973,0.0028235767647472746,,,,,,
4,16,157,102,0.010765958748161374,-0.01113362292046376,-0.027469203117659817,0.020393677903618297,,,,,,
4,32,157,196,0.016729833039701842,-0.004499772397872338,-0.015226226061358551,0.010047041211023287,,,,,,
4,64,157,318,0.003156420962786099,-0.0026283495544312634,-0.008030489424638765,-0.00076722787748746,,,,,,
4,128,157,658,-0.0031475709182904564,-0.001570380233354573,-0.006899438468491729,0.0011783645302214799,,,,,,
4,8,158,32,0.006687301031357388,-0.0012238302221635156,-0.004053649961383412,0.008620470848547276,,,,,,
4,16,158,62,-0.0015212826142661316,0.005116428360621823,-0.001106619182133242,0.001704447137689319,,,,,,
4,32,158,128,-0.023897286852476423,-0.010974291929183583,-0.023726638801883394,0.013193282524428217,,,,,,
4,64,158,252,-0.008905833175396352,-0.005695047716726139,-0.002746014108129082,0.001957834487057924,,,,,,
4,128,158,620,0.0005251417431179064,0.00436174076970731,0.004365000294506205,-0.002988912339747458,,,,,,
4,8,159,36,0.004920921077458892,-0.0031911129293239887,-0.008013179635879813,-0.014329778114202581,,,,,,
4,16,159,70,0.004227998971616916,-0.0006810693147917088,-0.005851448057389339,-0.006569503363161957,,,,,,
4,32,159,130,0.02064675527485285,0.00048123326347264303,-0.004810780236851742,-0.0053091510196182955,,,,,,
4,64,159,300,0.0017503662362307183,0.0009195389546869608,0.0059095383728837835,-0.002869368922796417,,,,,,
4,128,159,716,0.007733954179918994,-0.0019510317809629803,0.005359092287760714,-0.0012784765862640921,,,,,,
4,8,160,24,-0.01742205173094276,-0.001507744313467482,-0.024388426457551873,0.011599438261734095,,,,,,
4,16,160,54,-0.008698949047457678,0.002465422461101425,-0.017868392020930355,0.018603912195159673,,,,,,
4,32,160,110,-0.01881997744905932,-0.004874731476627109,-0.019570504915893024,0.006211182967677805,,,,,,
4,64,160,282,-0.014747101231708706,0.0005707056282868799,-0.004143526163567648,-0.00793952905015324,,,,,,
4,128,160,566,0.0034898496746683973,0.0013777960402507458,-0.002785392042327131,-0.0010229470328720174,,,,,,
4,8,161,42,0.025947166586221187,0.011196528727462006,0.013373645393873129,0.02074682548646199,,,,,,
4,16,161,86,0.01465340040182135,0.0057651293823357255,0.013728041937063989,0.015939408634156882,,,,,,
4,32,161,158,-0.028691922849162936,0.0073555123514566865,0.003676457994773355,-0.0011336325059989206,,,,,,
4,64,161,290,-0.006687307688567603,0.0025054736074211948,0.0005703787826875559,-0.0019432880250019268,,,,,,
4,128,161,624,0.010165800160809674,0.002166984918331964,-0.000552994839376482,-0.00104885536445703,,,,,,
4,8,162,28,0.0014285334071903336,-0.008289844070691452,-0.0035862193285816192,-8.35718286760791e-05,,,,,,
4,16,162,66,0.002714524910226417,-0.001057151192319787,-0.004026895364703787,0.0005135836409568446,,,,,,
4,32,162,212,0.004054360095293517,-0.003289114997160227,-0.003973389775050622,-0.0033572591982947353,,,,,,
4,64,162,378,0.01828118598036604,-0.00934295630110688,-0.007051690368416361,-5.820441155754115e-05,,,,,,
4,128,162,640,0.0032192569383049548,-0.00473436021069223,-0.006135894320085396,0.0005436714702392583,,,,,,
4,8,163,28,0.011118273298215214,0.002286746780569843,0.0027434326855037645,-0.004545841162160829,,,,,,
4,16,163,54,-0.001901789681555098,-0.002613707876294655,-0.00016216830487471474,-0.0018258606044316212,,,,,,
4,32,163,158,0.005331426628435645,0.00413526449036084,-9.372307229681034e-05,2.9549333571585743e-05,,,,,,
4,64,163,288,0.004221310966366271,0.00510332631735195,-0.003841462723915739,0.013955349498485743,,,,,,
4,128,163,560,0.0007157164381797151,0.006480471517252814,0.006051182155509804,0.004647468623781694,,,,,,
4,8,164,34,0.03174546538455596,-0.007237565721422273,0.031972666636473475,-0.03432552928488411,,,,,,
4,16,164,86,0.017037649012261655,-0.00631756309032771,0.01481970736370303,-0.014367145015349195,,,,,,
4,32,164,148,0.017864843445255227,-0.005912746964170124,0.008064808795919072,-0.009215576125824685,,,,,,
4,64,164,288,0.02013368022363878,-0.005356198449489111,0.006794552556704152,-0.01016930417489943,,,,,,
4,128,164,572,0.004801617286181416,-0.0039760964698320345,0.0046613329617544285,-0.005665581029398244,,,,,,
4,8,165,86,-0.026122431225521513,-0.002777246468592198,0.0007325246399359822,0.0019293326390950895,,,,,,
4,16,165,140,-0.06174719275217129,-0.030323276564509373,-0.062376174848621894,0.0498802825225769,,,,,,
4,32,165,194,-0.045229642589236854,-0.012900602545363384,-0.028657045825333443,0.028072074757848665,,,,,,
4,64,165,308,-0.019559437395005246,-0.008717883606419187,-0.004796126258503247,0.012575175019782326,,,,,,
4,128,165,672,-0.010636569524121675,-0.003004531980011204,0.0021022872149452794,-0.0049695390759642655,,,,,,
4,8,166,40,0.003418253446370275,-0.004310537986303798,-0.009851422880600808,-0.004848968522293043,,,,,,
4,16,166,66,0.0008679486940932643,-0.0037822856791793996,-0.005865630418986466,-0.004812106813959957,,,,,,
4,32,166,130,-0.006364195253957965,8.608874931035791e-05,-0.007820870007288866,0.006819750318724355,,,,,,
4,64,166,362,0.01186764542416336,0.0033295636422976823,0.0010067003002734434,0.0004910419482347643,,,,,,
4,128,166,654,0.02328202185498795,0.0027160765674250726,0.008454293071801233,-0.00835547785295521,,,,,,
4,8,167,44,-0.010992280945641768,-0.0027777078340886236,0.0007684153554090061,-0.0010618366548267233,,,,,,
4,16,167,152,0.04707894986073807,0.000244125916168213,-0.0021618584999551706,-0.0012771602877577853,,,,,,
4,32,167,230,0.011141798085378731,-0.0005939960189922425,-0.008412881315790231,0.004172758871219547,,,,,,
4,64,167,388,0.006620905774549663,-0.0063343536664808376,0.000563271488573974,-0.0066729721497366685,,,,,,
4,128,167,668,-0.003515251911578456,-0.006273430282723278,0.00338511521944182,-0.0019307207225314343,,,,,,
4,8,168,38,0.02164624499081781,0.006913065904732374,-0.11931789212209316,0.03506086883984762,,,,,,
4,16,168,70,0.011414989215870228,0.0035274451235361884,-0.05708274947352341,0.01988088834567856,,,,,,
4,32,168,136,0.021759941070350574,-0.0018364028141086481,-0.021685168638821736,-0.0010040043490767323,,,,,,
4,64,168,276,0.014739225161687857,-0.0019023701952178879,-0.009370880427709652,-0.004663985144845678,,,,,,
4,128,168,638,0.015314856887563701,0.0017301992755329155,-0.002399353687306038,-0.0012441590972696059,,,,,,
4,8,169,32,0.030886169366251742,-0.02144895874926132,0.015973943039249535,-0.019218844011754388,,,,,,
4,16,169,66,-0.0260827765109409,-0.011995742403019942,0.023268417809585912,0.026887188179927753,,,,,,
4,32,169,140,-0.006651620146737868,0.0004925729270514242,0.011504025806946148,0.010715495374852021,,,,,,
4,64,169,338,-0.010436224650131087,-0.0012045966332796248,-0.003259935635725539,0.0037397275326910852,,,,,,
4,128,169,662,0.0024768705839125,-0.0006842912322557785,-0.003654386283954922,0.003703045658528082,,,,,,
4,8,170,30,0.019263061220353678,0.026569122852061568,0.01567754846335485,0.01408768030146183,,,,,,
4,16,170,62,0.03820752997488168,0.015074954105709228,0.012301496479146608,-0.001075781946376542,,,,,,
4,32,170,126,0.003873120206421318,0.00737112249064274,0.005791506494680471,-0.00043382293600417244,,,,,,
4,64,170,254,0.007091812821334278,0.004375073869378148,0.002437356144210885,0.003967508200627611,,,,,,
4,128,170,540,0.003225635145115998,0.0012072911624852252,0.003970882061768427,0.0011393448131876433,,,,,,
4,8,171,56,-0.02303596218797556,0.007951682821574485,-0.0038815174532271604,0.0036377184942234,,,,,,
4,16,171,94,-0.020899196209900446,0.001640899254386972,0.002362994719207296,0.0011378092954005656,,,,,,
4,32,171,148,0.005519965521496924,-0.0009657479953001104,-0.010834594956735695,-0.006694765518205647,,,,,,
4,64,171,310,-0.0030016783395468653,-0.006730096763749836,-0.010866611804518499,-0.003797464745137665,,,,,,
4,128,171,610,0.006378232192795765,-0.002424947569570536,-0.009223433837315274,0.0013589332311461095,,,,,,
4,8,172,34,-0.03758063559739361,0.010375558892766512,0.027036801597194432,0.017681211399253608,,,,,,
4,16,172,94,-0.0023852624221734784,0.0035991871981360508,0.021179611184093373,0.005828589626549019,,,,,,
4,32,172,152,-0.004875894390970905,0.0007073180034204157,0.015693565323409736,0.00023493577248354536,,,,,,
4,64,172,314,0.027171220157797,-0.0017288668888106435,0.013513682500552989,0.004687816273961836,,,,,,
4,128,172,604,-0.004336393188322983,0.003977277678904652,0.010318435813933591,0.0005544045177205593,,,,,,
4,8,173,30,-0.06594763898614818,-0.003220542137517552,-0.014737368582882092,0.011866120395645205,,,,,,
4,16,173,60,-0.019244875417355027,-0.0003755789579910566,-0.007827815564035145,0.0017391726934857703,,,,,,
4,32,173,130,-0.010276268456755876,-0.000237986487096393,-0.01828461913523419,0.012523488739727988,,,,,,
4,64,173,312,0.0054102854174222954,-0.006250749078729735,-0.0022094339889296988,-0.0001356812886019934,,,,,,
4,128,173,636,0.006484150505006978,-0.007807908226891839,-0.001990898127521552,-0.0015704216992281162,,,,,,
4,8,174,30,0.0036433951706945937,-0.0006647260738415344,0.004282469191552437,-0.006941550775756567,,,,,,
4,16,174,56,0.006221626874041037,-0.0015456321626370997,0.0005704663393079954,-0.0015258273831403636,,,,,,
4,32,174,160,0.004560887253687784,-0.0009404753739758259,0.0030954178515965043,0.00022968877461650573,,,,,,
4,64,174,338,0.004206633401359065,-0.004403479670640271,-0.0003979835266024198,0.010692193457841063,,,,,,
4,128,174,660,-0.0007137718251644785,-0.003115261513210658,-0.0010494704236357897,0.0036284186594614967,,,,,,
4,8,175,26,0.0035153329918953917,0.0013749542537589393,0.003222197957167554,-0.0013799460097902831,,,,,,
4,16,175,80,0.011449128026921683,-0.0004626798358191839,0.005670260691132527,0.002385961958028519,,,,,,
4,32,175,166,0.018962996369638763,-1.0661883459876244e-05,-0.004667089750694443,0.00756381706178478,,,,,,
4,64,175,320,-0.011963889958313496,0.0014938633931056143,-0.004807395837473496,0.0017671868062916502,,,,,,
4,128,175,584,-0.02522843925550512,-0.0033343343324524943,0.0023852013600793778,-0.006232888442903808,,,,,,
4,8,176,42,-0.031577176145054744,-0.0008543452864026957,0.010116442015137665,-0.0020595425206238753,,,,,,
4,16,176,74,-0.014755569561365936,-0.0027515314703543355,0.005446281761088018,-0.0025220538091561525,,,,,,
4,32,176,126,-0.05276535734914944,-0.009602684715983198,-0.010202761096628543,-0.008939692812945607,,,,,,
4,64,176,320,-0.004261399049331145,0.0006369154851188083,-0.006610862645164641,-0.007310281516439753,,,,,,
4,128,176,602,-0.0023454024891616998,0.0009028390903781223,-0.0029413470569855387,-0.007665517598210605,,,,,,
4,8,177,24,0.0037613970672536606,0.00239152651607682,0.010973293977243729,-0.012088779464105078,,,,,,
4,16,177,58,0.024895503748635618,0.010647461742700004,0.006828062603202476,0.010216614828491349,,,,,,
4,32,177,116,0.04038690609434334,0.008119971866463785,0.013205419297849947,-0.0022912688795306505,,,,,,
4,64,177,262,0.02738555822953741,0.00928660251338847,0.01322863372745401,-0.004258645804286192,,,,,,
4,128,177,582,0.011544417483994152,0.008306370388567274,0.007065381642748853,-0.0008797634530127082,,,,,,
4,8,178,62,-0.0020235702050916053,0.0009876121376829507,0.006168241430488222,0.0016045582244293484,,,,,,
4,16,178,90,-0.12467445137392197,0.0009117500032574377,0.00947671263274157,-0.02485617154866013,,,,,,
4,32,178,220,-0.04330966979693382,0.008077753564192595,0.016645362169114983,-0.016988628087429007,,,,,,
4,64,178,346,-0.030580482635271473,0.004240910776650633,0.006712065863212685,-0.0057729430656449235,,,,,,
4,128,178,758,-0.017009400958793313,0.0029399179477021093,0.005407845964959556,-0.005288175289472798,,,,,,
4,8,179,24,0.013963250456119975,-0.0008828464097250863,-0.0035659773698013186,-0.003747465378987873,,,,,,
4,16,179,50,-0.011260713385203432,-0.013969455379609995,0.00030957616668269547,-0.023416492153539338,,,,,,
4,32,179,122,-0.007622896374360271,-0.00846460314475869,-0.0017592094362579235,-0.01068782439002751,,,,,,
4,64,179,284,0.0033446581027842147,0.0009728646197863077,-0.002728174763275593,-0.000491599463178783,,,,,,
4,128,179,584,0.010128408377152745,-6.64966413864625e-05,-0.0029127718642068916,0.003277433118135229,,,,,,
4,8,180,26,0.0010629913608960033,0.004127497248156692,-0.019888095273666702,0.01685709886432905,,,,,,
4,16,180,58,-0.01666882084814019,0.0026347770768599945,-0.007347160416864952,0.003487687451123998,,,,,,
4,32,180,120,-0.016181034412200663,0.002558271440235725,-0.01019362362089377,-0.004831177457832329,,,,,,
4,64,180,268,0.00036829801999415735,-0.0014952342566725517,0.0009251336106282087,-0.0053268306341776065,,,,,,
4,128,180,554,0.0037318086138842838,-0.0027828261502101364,0.003212905370520878,-0.0013578044158071558,,,,,,
4,8,181,34,0.11269592767272306,-0.008693897725910504,0.02604707093571,0.018849634793989857,,,,,,
4,16,181,60,0.032427949408261915,-0.00523611868514083,0.03879790143120496,-0.01173751029232426,,,,,,
4,32,181,144,0.022480367187151663,-0.005843863566395956,0.030610451071221026,-0.004641397353201642,,,,,,
4,64,181,324,0.020866950872946287,-0.007536774963200499,0.005191718156569915,0.005941645397363625,,,,,,
4,128,181,656,0.025484497932966487,-0.004658050034953322,0.004114944441869369,-0.0012723653827252511,,,,,,
4,8,182,30,-0.0074292579519494376,0.001921000431462104,6.226144132269408e-05,0.002480446381249695,,,,,,
