n,cap,estimator,replication,cost,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
16,3,multilevel,50,72,0.017537456730155047,-0.0015078105747831825,0.013955483956129007,0.010044002518062365,0.004477502716046923,0.004214988837120719,-0.019271383842253256,0.01283365617473867,0.0002786506993920616,-0.005639421381795367
16,3,plugin,51,80,0.00016969213187135584,0.0006233581428144073,-8.604285368652807e-05,0.0001763131183940434,0.0006516713432166578,-0.0005203626978976081,-0.00039361659807574416,-0.0007472418823334893,4.2202759171260504e-05,5.8173572321397035e-05
16,3,multilevel,51,86,-0.01882176471440559,-0.012778417358988556,0.005900108226770322,0.0038473051668980285,-0.0089146376757014,-0.013328191101748222,-0.002419272641402782,0.024539899376103784,1.2744635551474301e-05,-0.0054649440235621126
16,3,plugin,52,80,-0.0006982819032915543,6.82849373421987e-05,-4.293355375439845e-06,-5.171070838591356e-05,0.0004282195585413881,7.906875059793765e-08,-0.00046434149687504003,0.0002453990374894845,1.6272540296789946e-06,-0.0001628844770814335
16,3,multilevel,52,84,-0.013095337158037432,-0.007567969910777799,0.015721275224230533,-0.005558700296842422,7.527478466539852e-05,0.012972778853491664,-0.0007140551597757494,-0.0009573010732866475,7.491881787667184e-05,0.002304658404257825
16,3,plugin,53,80,-0.0008363782039250484,0.0001235369369074282,-0.0001706270351234526,-0.00032570406670904715,0.0012457243424533854,0.0010035186740780626,-0.0010865939514903278,-0.00022695626842202547,1.565908416515037e-05,-0.00015654503795453574
16,3,multilevel,53,68,-0.006014215668681385,-0.0009121597039566528,0.0022647216152532224,-0.0028071045954419535,-0.003407855413780073,0.002403917621376317,0.0037787955857035934,-0.0017379877551926132,8.583055691117019e-06,-0.0007825973692021433
16,3,plugin,54,80,0.0003543851154846079,0.00020984077534516157,0.0025962128890073075,-0.0024971654600328664,-0.0033418356005771623,-0.0005577742139864829,0.0005823759465689124,0.002902585349149297,-7.383617930994587e-05,0.0005102351975274836
16,3,multilevel,54,70,-0.026761699663971607,0.006342370544005162,0.009123424805190386,0.006503365587064396,-0.0024017232265073677,0.015590710447360065,-0.005685001816108364,0.0026648960054080333,-0.00046930792731035104,0.00284325581884859
16,3,plugin,55,80,0.0014845366611068494,5.4597102853490427e-05,-0.00015049683668319925,-2.470919108148597e-05,-0.0002714490658550132,-0.0006827418863672358,-0.00038501776892194015,0.0006131645610060115,-5.719125634565889e-06,2.4677850143028702e-05
16,3,multilevel,55,74,-0.01974827868574314,-0.02567391918042696,0.04661522811961858,-0.001140606928718207,-0.023276504192393077,-0.001108191434929543,-0.009227308158567442,0.03487843757850925,0.00040044437803039563,-0.012904791647072146
16,3,plugin,56,80,0.0006493437699060093,0.0004791524100328466,-3.943823319906138e-05,-0.0014281692255949505,-0.0021537311988426983,-0.0022530275019554077,0.0012627977570381249,-0.0005357085087349008,1.7949045914484807e-05,0.0006551148693900886
16,3,multilevel,56,74,0.020796854880316077,-0.004470988717436218,-0.014345969681181634,-0.002959430722198102,0.002717086716432352,-0.0065150541383578245,0.008279366566748178,-0.0025259107940710755,-3.671554528620905e-05,-0.0017224209336203092
16,3,plugin,57,80,0.0012905200446115832,-0.00036710943790072584,0.0006525174110457366,-0.0005542341280691092,-0.0003534433407011071,-0.0013023400342789613,0.0006579352342419803,-0.0001725866939156104,-2.5421671184012993e-05,0.0006048991950956742
16,3,multilevel,57,74,0.026739207731786393,-0.005402623286874751,-0.005192557665866919,-0.00909717674966646,-0.00041405559097424413,-0.007228331600322734,0.013460350267449399,-0.001965606164339274,0.0004210113622494125,-0.0008203200221308662
16,3,plugin,58,80,0.0024407414449752886,0.0001729790660609074,0.0005027701362008872,0.00012941797939006357,0.0010572897176987605,0.0013778422671131205,-0.00012638645287269405,-0.0008906545216237141,-1.2530599858114898e-05,0.0001205119470689646
16,3,multilevel,58,80,-0.08377247991592271,-0.004363196044126116,0.0015970321784432714,0.007494354765221071,-0.04772867984488538,-0.01769988156269088,0.014967564290124,-0.013296717357232491,0.0015712107339485146,-0.009826993310617973
16,3,plugin,59,80,0.0021112029549813314,0.00020075871071099558,0.0018238863356913647,-0.0030828707006931165,-0.002547784544001364,0.0005567121499607269,0.004034755216822901,-0.002620202814781167,3.2267760524648535e-05,0.0002817081114248445
