eta_gain,eta_loss,reference_gap
0.4,0.0,0.09599999999999986
0.4,0.02,0.09840000000000004
0.4,0.04,0.1008
0.4,0.06,0.10319999999999996
0.4,0.08,0.10559999999999992
0.4,0.1,0.10799999999999987
0.4,0.12,0.11040000000000005
0.4,0.14,0.11280000000000001
0.4,0.16,0.11519999999999997
0.4,0.18,0.11759999999999993
0.4,0.2,0.11999999999999988
0.4,0.22,0.12240000000000006
0.4,0.24,0.12480000000000002
0.4,0.26,0.12719999999999998
0.4,0.28,0.12959999999999994
0.4,0.3,0.1319999999999999
0.4,0.32,0.13439999999999985
0.4,0.34,0.1367999999999998
0.4,0.36,0.1392
0.4,0.38,0.14159999999999995
0.4,0.4,0.1439999999999999
0.4,0.42,0.14639999999999986
0.4,0.44,0.14879999999999982
0.4,0.46,0.1512
0.4,0.48,0.15359999999999996
0.4,0.5,0.15599999999999992
0.4,0.52,0.15839999999999987
0.4,0.54,0.16079999999999983
0.4,0.56,0.1632
0.4,0.58,0.16559999999999997
0.4,0.6,0.16799999999999993
0.4,0.62,0.17039999999999988
0.4,0.64,0.17279999999999984
0.4,0.66,0.17520000000000002
0.4,0.68,0.17759999999999998
0.4,0.7000000000000001,0.17999999999999994
0.4,0.72,0.1823999999999999
0.4,0.74,0.18479999999999985
0.4,0.76,0.18719999999999992
0.4,0.78,0.18959999999999988
0.4,0.8,0.19199999999999995
0.42,0.0,0.09743999999999997
0.42,0.02,0.09976000000000007
0.42,0.04,0.10208000000000017
0.42,0.06,0.10440000000000005
0.42,0.08,0.10672000000000015
0.42,0.1,0.10904000000000003
0.42,0.12,0.11136000000000013
0.42,0.14,0.11368
0.42,0.16,0.1160000000000001
0.42,0.18,0.11831999999999998
0.42,0.2,0.12064000000000008
0.42,0.22,0.12296000000000018
0.42,0.24,0.12528000000000006
0.42,0.26,0.12760000000000016
0.42,0.28,0.12992000000000004
0.42,0.3,0.13224000000000014
0.42,0.32,0.13456
0.42,0.34,0.1368800000000001
0.42,0.36,0.1392
0.42,0.38,0.1415200000000001
0.42,0.4,0.14383999999999997
0.42,0.42,0.14616000000000007
0.42,0.44,0.14847999999999995
0.42,0.46,0.15080000000000005
0.42,0.48,0.15312000000000014
0.42,0.5,0.15544000000000002
0.42,0.52,0.15776000000000012
0.42,0.54,0.16008
0.42,0.56,0.1624000000000001
0.42,0.58,0.16471999999999998
0.42,0.6,0.16704000000000008
0.42,0.62,0.16935999999999996
0.42,0.64,0.17168000000000005
0.42,0.66,0.17400000000000015
0.42,0.68,0.17632000000000003
0.42,0.7000000000000001,0.17864000000000013
0.42,0.72,0.18096
0.42,0.74,0.18328
0.42,0.76,0.1856
0.42,0.78,0.1879200000000001
0.42,0.8,0.19023999999999996
0.44,0.0,0.09855999999999976
0.44,0.02,0.10079999999999978
0.44,0.04,0.1030399999999998
0.44,0.06,0.10527999999999982
0.44,0.08,0.10751999999999984
0.44,0.1,0.10975999999999986
0.44,0.12,0.11199999999999988
0.44,0.14,0.1142399999999999
0.44,0.16,0.11647999999999992
0.44,0.18,0.11871999999999994
0.44,0.2,0.12095999999999996
0.44,0.22,0.12319999999999998
0.44,0.24,0.12544
0.44,0.26,0.1276799999999998
0.44,0.28,0.1299199999999998
0.44,0.3,0.13215999999999983
0.44,0.32,0.13439999999999985
0.44,0.34,0.13663999999999987
0.44,0.36,0.1388799999999999
0.44,0.38,0.1411199999999999
0.44,0.4,0.14335999999999993
0.44,0.42,0.14559999999999973
0.44,0.44,0.14783999999999975
0.44,0.46,0.15007999999999977
0.44,0.48,0.1523199999999998
0.44,0.5,0.1545599999999998
0.44,0.52,0.15679999999999983
0.44,0.54,0.15903999999999985
0.44,0.56,0.16127999999999987
0.44,0.58,0.1635199999999999
0.44,0.6,0.1657599999999999
0.44,0.62,0.16799999999999993
0.44,0.64,0.17023999999999995
0.44,0.66,0.17247999999999997
0.44,0.68,0.17471999999999976
0.44,0.7000000000000001,0.17695999999999978
0.44,0.72,0.1791999999999998
0.44,0.74,0.18143999999999982
0.44,0.76,0.18367999999999984
0.44,0.78,0.18591999999999986
0.44,0.8,0.18815999999999977
0.46,0.0,0.09935999999999989
0.46,0.02,0.10152000000000005
0.46,0.04,0.10368
0.46,0.06,0.10583999999999993
0.46,0.08,0.1080000000000001
0.46,0.1,0.11016000000000004
0.46,0.12,0.11231999999999998
0.46,0.14,0.11447999999999992
0.46,0.16,0.11664000000000008
0.46,0.18,0.11880000000000002
0.46,0.2,0.12095999999999996
0.46,0.22,0.12312000000000012
0.46,0.24,0.12528000000000006
0.46,0.26,0.12744
0.46,0.28,0.12959999999999994
0.46,0.3,0.13175999999999988
0.46,0.32,0.13392000000000004
0.46,0.34,0.13607999999999998
0.46,0.36,0.13823999999999992
0.46,0.38,0.14040000000000008
0.46,0.4,0.14256000000000002
0.46,0.42,0.14471999999999996
0.46,0.44,0.1468799999999999
0.46,0.46,0.14904000000000006
0.46,0.48,0.1512
0.46,0.5,0.15335999999999994
0.46,0.52,0.1555200000000001
0.46,0.54,0.15768000000000004
0.46,0.56,0.15983999999999998
0.46,0.58,0.16199999999999992
0.46,0.6,0.16415999999999986
0.46,0.62,0.16632000000000002
0.46,0.64,0.16847999999999996
0.46,0.66,0.1706399999999999
0.46,0.68,0.17280000000000006
0.46,0.7000000000000001,0.17496
0.46,0.72,0.17711999999999994
0.46,0.74,0.17927999999999988
0.46,0.76,0.18143999999999982
0.46,0.78,0.18359999999999999
0.46,0.8,0.18575999999999993
0.48,0.0,0.09983999999999993
0.48,0.02,0.10192000000000001
0.48,0.04,0.10400000000000009
0.48,0.06,0.10607999999999995
0.48,0.08,0.10816000000000003
0.48,0.1,0.11024000000000012
0.48,0.12,0.11231999999999998
0.48,0.14,0.11440000000000006
0.48,0.16,0.11648000000000014
0.48,0.18,0.11856
0.48,0.2,0.12064000000000008
0.48,0.22,0.12272000000000016
0.48,0.24,0.12480000000000002
0.48,0.26,0.1268800000000001
0.48,0.28,0.12895999999999996
0.48,0.3,0.13104000000000005
0.48,0.32,0.1331199999999999
0.48,0.34,0.1352
0.48,0.36,0.13728000000000007
0.48,0.38,0.13935999999999993
0.48,0.4,0.14144
0.48,0.42,0.1435200000000001
0.48,0.44,0.14559999999999995
0.48,0.46,0.14768000000000003
0.48,0.48,0.14976000000000012
0.48,0.5,0.15183999999999997
0.48,0.52,0.15392000000000006
0.48,0.54,0.15600000000000014
0.48,0.56,0.15808
0.48,0.58,0.16016000000000008
0.48,0.6,0.16224000000000016
0.48,0.62,0.16432000000000002
0.48,0.64,0.1664000000000001
0.48,0.66,0.16847999999999996
0.48,0.68,0.17056000000000004
0.48,0.7000000000000001,0.17264000000000013
0.48,0.72,0.17472
0.48,0.74,0.17680000000000007
0.48,0.76,0.17887999999999993
0.48,0.78,0.18096
0.48,0.8,0.1830400000000001
0.5,0.0,0.09999999999999987
0.5,0.02,0.10200000000000009
0.5,0.04,0.10399999999999987
0.5,0.06,0.1060000000000001
0.5,0.08,0.10799999999999987
0.5,0.1,0.1100000000000001
0.5,0.12,0.11199999999999988
0.5,0.14,0.1140000000000001
0.5,0.16,0.11599999999999988
0.5,0.18,0.1180000000000001
0.5,0.2,0.11999999999999988
0.5,0.22,0.12200000000000011
0.5,0.24,0.12399999999999989
0.5,0.26,0.1260000000000001
0.5,0.28,0.1279999999999999
0.5,0.3,0.1299999999999999
0.5,0.32,0.1319999999999999
0.5,0.34,0.1339999999999999
0.5,0.36,0.1359999999999999
0.5,0.38,0.1379999999999999
0.5,0.4,0.1399999999999999
0.5,0.42,0.1419999999999999
0.5,0.44,0.1439999999999999
0.5,0.46,0.1459999999999999
0.5,0.48,0.1479999999999999
0.5,0.5,0.1499999999999999
0.5,0.52,0.1519999999999999
0.5,0.54,0.15399999999999991
0.5,0.56,0.15599999999999992
0.5,0.58,0.15799999999999992
0.5,0.6,0.15999999999999992
0.5,0.62,0.16199999999999992
0.5,0.64,0.16399999999999992
0.5,0.66,0.16599999999999993
0.5,0.68,0.16799999999999993
0.5,0.7000000000000001,0.16999999999999993
0.5,0.72,0.17199999999999993
0.5,0.74,0.17399999999999993
0.5,0.76,0.17599999999999993
0.5,0.78,0.17799999999999994
0.5,0.8,0.17999999999999994
0.52,0.0,0.10399999999999987
0.52,0.02,0.10576000000000008
0.52,0.04,0.10751999999999984
0.52,0.06,0.10928000000000004
0.52,0.08,0.11104000000000003
0.52,0.1,0.11280000000000001
0.52,0.12,0.11456
0.52,0.14,0.11631999999999998
0.52,0.16,0.11807999999999996
0.52,0.18,0.11983999999999995
0.52,0.2,0.12159999999999993
0.52,0.22,0.12336000000000014
0.52,0.24,0.12512000000000012
0.52,0.26,0.12687999999999988
0.52,0.28,0.1286400000000001
0.52,0.3,0.13040000000000007
0.52,0.32,0.13216000000000006
0.52,0.34,0.13391999999999982
0.52,0.36,0.13568000000000002
0.52,0.38,0.13744
0.52,0.4,0.1392
0.52,0.42,0.14095999999999997
0.52,0.44,0.14271999999999996
0.52,0.46,0.14448000000000016
0.52,0.48,0.14623999999999993
0.52,0.5,0.1479999999999999
0.52,0.52,0.14976000000000012
0.52,0.54,0.15151999999999988
0.52,0.56,0.15327999999999986
0.52,0.58,0.15504000000000007
0.52,0.6,0.15680000000000005
0.52,0.62,0.1585599999999998
0.52,0.64,0.16032000000000002
0.52,0.66,0.16208
0.52,0.68,0.16383999999999976
0.52,0.7000000000000001,0.16559999999999997
0.52,0.72,0.16735999999999995
0.52,0.74,0.16911999999999994
0.52,0.76,0.17087999999999992
0.52,0.78,0.1726399999999999
0.52,0.8,0.1743999999999999
0.54,0.0,0.10799999999999987
0.54,0.02,0.10951999999999984
0.54,0.04,0.11104000000000003
0.54,0.06,0.11256
0.54,0.08,0.11407999999999996
0.54,0.1,0.11559999999999993
0.54,0.12,0.11712000000000011
0.54,0.14,0.11864000000000008
0.54,0.16,0.12016000000000004
0.54,0.18,0.12168000000000001
0.54,0.2,0.12319999999999998
0.54,0.22,0.12471999999999994
0.54,0.24,0.1262399999999999
0.54,0.26,0.1277600000000001
0.54,0.28,0.12928000000000006
0.54,0.3,0.13080000000000003
0.54,0.32,0.13232
0.54,0.34,0.13383999999999996
0.54,0.36,0.13535999999999992
0.54,0.38,0.1368799999999999
0.54,0.4,0.13840000000000008
0.54,0.42,0.13991999999999982
0.54,0.44,0.14144
0.54,0.46,0.14295999999999998
0.54,0.48,0.14448000000000016
0.54,0.5,0.1459999999999999
0.54,0.52,0.14751999999999987
0.54,0.54,0.14904000000000006
0.54,0.56,0.1505599999999998
0.54,0.58,0.15208
0.54,0.6,0.15359999999999996
0.54,0.62,0.15512000000000015
0.54,0.64,0.1566399999999999
0.54,0.66,0.15816000000000008
0.54,0.68,0.15968000000000004
0.54,0.7000000000000001,0.1611999999999998
0.54,0.72,0.16271999999999998
0.54,0.74,0.16423999999999994
0.54,0.76,0.1657599999999999
0.54,0.78,0.16727999999999987
0.54,0.8,0.16880000000000006
0.56,0.0,0.11199999999999988
0.56,0.02,0.11328000000000005
0.56,0.04,0.11456
0.56,0.06,0.11583999999999994
0.56,0.08,0.11712000000000011
0.56,0.1,0.11840000000000006
0.56,0.12,0.11968000000000001
0.56,0.14,0.12095999999999996
0.56,0.16,0.1222399999999999
0.56,0.18,0.12351999999999985
0.56,0.2,0.12480000000000002
0.56,0.22,0.12607999999999997
0.56,0.24,0.12736000000000014
0.56,0.26,0.1286400000000001
0.56,0.28,0.12992000000000004
0.56,0.3,0.13119999999999998
0.56,0.32,0.13248000000000015
0.56,0.34,0.1337600000000001
0.56,0.36,0.13504000000000005
0.56,0.38,0.13632
0.56,0.4,0.13759999999999994
0.56,0.42,0.1388799999999999
0.56,0.44,0.14016000000000006
0.56,0.46,0.14144
0.56,0.48,0.14271999999999996
0.56,0.5,0.1439999999999999
0.56,0.52,0.14527999999999985
0.56,0.54,0.1465599999999998
0.56,0.56,0.14783999999999975
0.56,0.58,0.14912000000000014
0.56,0.6,0.1504000000000001
0.56,0.62,0.15168000000000004
0.56,0.64,0.15295999999999998
0.56,0.66,0.15423999999999993
0.56,0.68,0.15551999999999988
0.56,0.7000000000000001,0.15680000000000005
0.56,0.72,0.15808
0.56,0.74,0.15935999999999995
0.56,0.76,0.1606399999999999
0.56,0.78,0.16191999999999984
0.56,0.8,0.1631999999999998
0.58,0.0,0.1160000000000001
0.58,0.02,0.11704000000000003
0.58,0.04,0.11808000000000018
0.58,0.06,0.11912000000000011
0.58,0.08,0.12016000000000004
0.58,0.1,0.12119999999999997
0.58,0.12,0.1222399999999999
0.58,0.14,0.12328000000000006
0.58,0.16,0.12431999999999999
0.58,0.18,0.12536000000000014
0.58,0.2,0.12640000000000007
0.58,0.22,0.12744000000000022
0.58,0.24,0.12848000000000015
0.58,0.26,0.12951999999999986
0.58,0.28,0.13056
0.58,0.3,0.13159999999999994
0.58,0.32,0.1326400000000001
0.58,0.34,0.13368000000000002
0.58,0.36,0.13471999999999995
0.58,0.38,0.1357600000000001
0.58,0.4,0.13680000000000003
0.58,0.42,0.13783999999999996
0.58,0.44,0.1388799999999999
0.58,0.46,0.13991999999999982
0.58,0.48,0.14095999999999997
0.58,0.5,0.1419999999999999
0.58,0.52,0.14304000000000006
0.58,0.54,0.14407999999999999
0.58,0.56,0.14512000000000014
0.58,0.58,0.14616000000000007
0.58,0.6,0.1472
0.58,0.62,0.14823999999999993
0.58,0.64,0.14927999999999986
0.58,0.66,0.15032
0.58,0.68,0.15135999999999994
0.58,0.7000000000000001,0.1524000000000001
0.58,0.72,0.15344000000000002
0.58,0.74,0.15447999999999995
0.58,0.76,0.15551999999999988
0.58,0.78,0.1565599999999998
0.58,0.8,0.15759999999999996
0.6,0.0,0.1200000000000001
0.6,0.02,0.12080000000000002
0.6,0.04,0.12159999999999993
0.6,0.06,0.12240000000000006
0.6,0.08,0.12319999999999998
0.6,0.1,0.12400000000000011
0.6,0.12,0.12480000000000002
0.6,0.14,0.12559999999999993
0.6,0.16,0.12640000000000007
0.6,0.18,0.12719999999999998
0.6,0.2,0.1280000000000001
0.6,0.22,0.12880000000000003
0.6,0.24,0.12959999999999994
0.6,0.26,0.13040000000000007
0.6,0.28,0.13119999999999998
0.6,0.3,0.1319999999999999
0.6,0.32,0.13280000000000003
0.6,0.34,0.13359999999999994
0.6,0.36,0.13440000000000007
0.6,0.38,0.1352
0.6,0.4,0.1359999999999999
0.6,0.42,0.13680000000000003
0.6,0.44,0.13759999999999994
0.6,0.46,0.13840000000000008
0.6,0.48,0.1392
0.6,0.5,0.1399999999999999
0.6,0.52,0.14080000000000004
0.6,0.54,0.14159999999999995
0.6,0.56,0.14240000000000008
0.6,0.58,0.1432
0.6,0.6,0.1439999999999999
0.6,0.62,0.14480000000000004
0.6,0.64,0.14559999999999995
0.6,0.66,0.14640000000000009
0.6,0.68,0.1472
0.6,0.7000000000000001,0.1479999999999999
0.6,0.72,0.14880000000000004
0.6,0.74,0.14959999999999996
0.6,0.76,0.1504000000000001
0.6,0.78,0.15119999999999978
0.6,0.8,0.1519999999999999
0.62,0.0,0.12400000000000011
0.62,0.02,0.12456
0.62,0.04,0.12512000000000012
0.62,0.06,0.12568000000000001
0.62,0.08,0.1262399999999999
0.62,0.1,0.12680000000000002
0.62,0.12,0.12736000000000014
0.62,0.14,0.12792000000000003
0.62,0.16,0.12848000000000015
0.62,0.18,0.12904000000000004
0.62,0.2,0.12959999999999994
0.62,0.22,0.13016000000000005
0.62,0.24,0.13071999999999995
0.62,0.26,0.13128000000000006
0.62,0.28,0.13183999999999996
0.62,0.3,0.13240000000000007
0.62,0.32,0.13295999999999997
0.62,0.34,0.13351999999999986
0.62,0.36,0.13407999999999998
0.62,0.38,0.13463999999999987
0.62,0.4,0.1352
0.62,0.42,0.1357600000000001
0.62,0.44,0.13632
0.62,0.46,0.1368799999999999
0.62,0.48,0.13744
0.62,0.5,0.1379999999999999
0.62,0.52,0.13856000000000002
0.62,0.54,0.13912000000000013
0.62,0.56,0.13968000000000003
0.62,0.58,0.14023999999999992
0.62,0.6,0.14080000000000004
0.62,0.62,0.14135999999999993
0.62,0.64,0.14192000000000005
0.62,0.66,0.14248000000000016
0.62,0.68,0.14304000000000006
0.62,0.7000000000000001,0.14359999999999995
0.62,0.72,0.14416000000000007
0.62,0.74,0.14471999999999996
0.62,0.76,0.14527999999999985
0.62,0.78,0.14583999999999997
0.62,0.8,0.14640000000000009
0.64,0.0,0.1280000000000001
0.64,0.02,0.12832
0.64,0.04,0.1286400000000001
0.64,0.06,0.12895999999999996
0.64,0.08,0.12928000000000006
0.64,0.1,0.12959999999999994
0.64,0.12,0.12992000000000004
0.64,0.14,0.1302399999999999
0.64,0.16,0.13056
0.64,0.18,0.13087999999999989
0.64,0.2,0.13119999999999998
0.64,0.22,0.13151999999999986
0.64,0.24,0.13183999999999996
0.64,0.26,0.13216000000000006
0.64,0.28,0.13248000000000015
0.64,0.3,0.13280000000000003
0.64,0.32,0.13312000000000013
0.64,0.34,0.13344
0.64,0.36,0.1337600000000001
0.64,0.38,0.13407999999999998
0.64,0.4,0.13440000000000007
0.64,0.42,0.13471999999999995
0.64,0.44,0.13504000000000005
0.64,0.46,0.13535999999999992
0.64,0.48,0.13568000000000002
0.64,0.5,0.1359999999999999
0.64,0.52,0.13632
0.64,0.54,0.1366400000000001
0.64,0.56,0.13695999999999997
0.64,0.58,0.13727999999999985
0.64,0.6,0.13759999999999994
0.64,0.62,0.13792000000000004
0.64,0.64,0.13823999999999992
0.64,0.66,0.13856000000000002
0.64,0.68,0.1388799999999999
0.64,0.7000000000000001,0.1392
0.64,0.72,0.13951999999999987
0.64,0.74,0.13983999999999974
0.64,0.76,0.14016000000000006
0.64,0.78,0.14048000000000016
0.64,0.8,0.14080000000000004
0.66,0.0,0.13200000000000012
0.66,0.02,0.13207999999999998
0.66,0.04,0.13216000000000006
0.66,0.06,0.1322399999999999
0.66,0.08,0.13232
0.66,0.1,0.13240000000000007
0.66,0.12,0.13248000000000015
0.66,0.14,0.13256
0.66,0.16,0.1326400000000001
0.66,0.18,0.13272000000000017
0.66,0.2,0.13280000000000003
0.66,0.22,0.1328799999999999
0.66,0.24,0.13295999999999997
0.66,0.26,0.13304000000000005
0.66,0.28,0.13312000000000013
0.66,0.3,0.13319999999999999
0.66,0.32,0.13327999999999984
0.66,0.34,0.13335999999999992
0.66,0.36,0.13344
0.66,0.38,0.13351999999999986
0.66,0.4,0.13359999999999994
0.66,0.42,0.13368000000000002
0.66,0.44,0.1337600000000001
0.66,0.46,0.13383999999999996
0.66,0.48,0.13392000000000004
0.66,0.5,0.13400000000000012
0.66,0.52,0.13407999999999998
0.66,0.54,0.13415999999999983
0.66,0.56,0.13423999999999991
0.66,0.58,0.13432
0.66,0.6,0.13440000000000007
0.66,0.62,0.13448000000000015
0.66,0.64,0.13456
0.66,0.66,0.13463999999999987
0.66,0.68,0.13471999999999995
0.66,0.7000000000000001,0.13480000000000003
0.66,0.72,0.1348799999999999
0.66,0.74,0.13495999999999997
0.66,0.76,0.13504000000000005
0.66,0.78,0.13512000000000013
0.66,0.8,0.1352
0.68,0.0,0.13600000000000012
0.68,0.02,0.13583999999999996
0.68,0.04,0.13568000000000002
0.68,0.06,0.13551999999999986
0.68,0.08,0.13536000000000015
0.68,0.1,0.1352
0.68,0.12,0.13504000000000005
0.68,0.14,0.1348799999999999
0.68,0.16,0.13471999999999995
0.68,0.18,0.13456
0.68,0.2,0.13440000000000007
0.68,0.22,0.13423999999999991
0.68,0.24,0.1340800000000002
0.68,0.26,0.13392000000000004
0.68,0.28,0.1337600000000001
0.68,0.3,0.13359999999999994
0.68,0.32,0.13344
0.68,0.34,0.13327999999999984
0.68,0.36,0.13312000000000013
0.68,0.38,0.13295999999999997
0.68,0.4,0.13280000000000003
0.68,0.42,0.1326400000000001
0.68,0.44,0.13248000000000015
0.68,0.46,0.13232
0.68,0.48,0.13216000000000006
0.68,0.5,0.1319999999999999
0.68,0.52,0.13183999999999996
0.68,0.54,0.13168000000000002
0.68,0.56,0.13151999999999986
0.68,0.58,0.13135999999999992
0.68,0.6,0.13119999999999998
0.68,0.62,0.13104000000000005
0.68,0.64,0.13087999999999989
0.68,0.66,0.13071999999999995
0.68,0.68,0.13056
0.68,0.7000000000000001,0.13040000000000007
0.68,0.72,0.1302399999999999
0.68,0.74,0.13007999999999997
0.68,0.76,0.1299199999999998
0.68,0.78,0.1297600000000001
0.68,0.8,0.12959999999999994
0.7000000000000001,0.0,0.14000000000000012
0.7000000000000001,0.02,0.13959999999999995
0.7000000000000001,0.04,0.1392
0.7000000000000001,0.06,0.13880000000000003
0.7000000000000001,0.08,0.13840000000000008
0.7000000000000001,0.1,0.13800000000000012
0.7000000000000001,0.12,0.13759999999999994
0.7000000000000001,0.14,0.1372
0.7000000000000001,0.16,0.13680000000000003
0.7000000000000001,0.18,0.13640000000000008
0.7000000000000001,0.2,0.13600000000000012
0.7000000000000001,0.22,0.13559999999999994
0.7000000000000001,0.24,0.1352
0.7000000000000001,0.26,0.13480000000000003
0.7000000000000001,0.28,0.13440000000000007
0.7000000000000001,0.3,0.13400000000000012
0.7000000000000001,0.32,0.13359999999999994
0.7000000000000001,0.34,0.13319999999999999
0.7000000000000001,0.36,0.13280000000000003
0.7000000000000001,0.38,0.13240000000000007
0.7000000000000001,0.4,0.1319999999999999
0.7000000000000001,0.42,0.13159999999999994
0.7000000000000001,0.44,0.13119999999999998
0.7000000000000001,0.46,0.13080000000000003
0.7000000000000001,0.48,0.13040000000000007
0.7000000000000001,0.5,0.13000000000000012
0.7000000000000001,0.52,0.12959999999999994
0.7000000000000001,0.54,0.12919999999999998
0.7000000000000001,0.56,0.12880000000000003
0.7000000000000001,0.58,0.12840000000000007
0.7000000000000001,0.6,0.1279999999999999
0.7000000000000001,0.62,0.12759999999999994
0.7000000000000001,0.64,0.12719999999999998
0.7000000000000001,0.66,0.12680000000000002
0.7000000000000001,0.68,0.12640000000000007
0.7000000000000001,0.7000000000000001,0.1260000000000001
0.7000000000000001,0.72,0.12559999999999993
0.7000000000000001,0.74,0.12519999999999976
0.7000000000000001,0.76,0.12480000000000002
0.7000000000000001,0.78,0.12440000000000007
0.7000000000000001,0.8,0.12399999999999989
0.72,0.0,0.1439999999999999
0.72,0.02,0.14335999999999993
0.72,0.04,0.14271999999999996
0.72,0.06,0.14207999999999998
0.72,0.08,0.14144
0.72,0.1,0.14080000000000004
0.72,0.12,0.14015999999999984
0.72,0.14,0.1395200000000001
0.72,0.16,0.1388799999999999
0.72,0.18,0.1382399999999997
0.72,0.2,0.13759999999999972
0.72,0.22,0.13695999999999975
0.72,0.24,0.13631999999999977
0.72,0.26,0.1356799999999998
0.72,0.28,0.13503999999999983
0.72,0.3,0.13439999999999985
0.72,0.32,0.13375999999999988
0.72,0.34,0.1331199999999999
0.72,0.36,0.13247999999999993
0.72,0.38,0.13183999999999996
0.72,0.4,0.13119999999999998
0.72,0.42,0.13056
0.72,0.44,0.12992000000000004
0.72,0.46,0.12928000000000006
0.72,0.48,0.1286400000000001
0.72,0.5,0.1279999999999999
0.72,0.52,0.12735999999999992
0.72,0.54,0.12671999999999972
0.72,0.56,0.12607999999999997
0.72,0.58,0.12543999999999977
0.72,0.6,0.1247999999999998
0.72,0.62,0.12415999999999983
0.72,0.64,0.12351999999999985
0.72,0.66,0.12287999999999988
0.72,0.68,0.1222399999999999
0.72,0.7000000000000001,0.12159999999999993
0.72,0.72,0.12095999999999996
0.72,0.74,0.12031999999999998
0.72,0.76,0.11968000000000001
0.72,0.78,0.11904000000000003
0.72,0.8,0.11840000000000006
0.74,0.0,0.1479999999999999
0.74,0.02,0.14711999999999992
0.74,0.04,0.1462399999999997
0.74,0.06,0.14535999999999993
0.74,0.08,0.14447999999999994
0.74,0.1,0.14359999999999973
0.74,0.12,0.14271999999999996
0.74,0.14,0.14183999999999997
0.74,0.16,0.14095999999999975
0.74,0.18,0.14007999999999998
0.74,0.2,0.1392
0.74,0.22,0.13831999999999978
0.74,0.24,0.13744
0.74,0.26,0.13656000000000001
0.74,0.28,0.1356799999999998
0.74,0.3,0.1347999999999998
0.74,0.32,0.13392000000000004
0.74,0.34,0.13303999999999983
0.74,0.36,0.13215999999999983
0.74,0.38,0.13128000000000006
0.74,0.4,0.13039999999999985
0.74,0.42,0.12951999999999986
0.74,0.44,0.1286400000000001
0.74,0.46,0.12775999999999987
0.74,0.48,0.12687999999999988
0.74,0.5,0.1259999999999999
0.74,0.52,0.1251199999999999
0.74,0.54,0.1242399999999999
0.74,0.56,0.12335999999999991
0.74,0.58,0.12247999999999992
0.74,0.6,0.12159999999999993
0.74,0.62,0.12071999999999994
0.74,0.64,0.11983999999999995
0.74,0.66,0.11895999999999995
0.74,0.68,0.11807999999999996
0.74,0.7000000000000001,0.11719999999999997
0.74,0.72,0.11631999999999998
0.74,0.74,0.11543999999999977
0.74,0.76,0.11456
0.74,0.78,0.11368
0.74,0.8,0.11279999999999979
0.76,0.0,0.1519999999999999
0.76,0.02,0.15087999999999968
0.76,0.04,0.1497599999999999
0.76,0.06,0.14863999999999988
0.76,0.08,0.1475200000000001
0.76,0.1,0.14639999999999986
0.76,0.12,0.14527999999999985
0.76,0.14,0.14415999999999984
0.76,0.16,0.14303999999999983
0.76,0.18,0.14191999999999982
0.76,0.2,0.14080000000000004
0.76,0.22,0.1396799999999998
0.76,0.24,0.13856000000000002
0.76,0.26,0.13744
0.76,0.28,0.13631999999999977
0.76,0.3,0.1352
0.76,0.32,0.13407999999999998
0.76,0.34,0.13295999999999975
0.76,0.36,0.13183999999999996
0.76,0.38,0.13071999999999973
0.76,0.4,0.12959999999999994
0.76,0.42,0.12847999999999993
0.76,0.44,0.12735999999999992
0.76,0.46,0.1262399999999999
0.76,0.48,0.1251199999999999
0.76,0.5,0.12399999999999989
0.76,0.52,0.12287999999999988
0.76,0.54,0.12175999999999987
0.76,0.56,0.12064000000000008
0.76,0.58,0.11951999999999985
0.76,0.6,0.11839999999999984
0.76,0.62,0.11728000000000005
0.76,0.64,0.11615999999999982
0.76,0.66,0.11504000000000003
0.76,0.68,0.11392000000000002
0.76,0.7000000000000001,0.11280000000000001
0.76,0.72,0.11168
0.76,0.74,0.11055999999999999
0.76,0.76,0.10943999999999976
0.76,0.78,0.10831999999999997
0.76,0.8,0.10719999999999996
0.78,0.0,0.15599999999999992
0.78,0.02,0.1546399999999999
0.78,0.04,0.15327999999999986
0.78,0.06,0.15191999999999983
0.78,0.08,0.1505599999999998
0.78,0.1,0.14919999999999978
0.78,0.12,0.14783999999999997
0.78,0.14,0.14647999999999994
0.78,0.16,0.14511999999999992
0.78,0.18,0.1437599999999999
0.78,0.2,0.14239999999999986
0.78,0.22,0.14103999999999983
0.78,0.24,0.1396799999999998
0.78,0.26,0.13831999999999978
0.78,0.28,0.13695999999999975
0.78,0.3,0.13559999999999994
0.78,0.32,0.13423999999999991
0.78,0.34,0.1328799999999999
0.78,0.36,0.13151999999999986
0.78,0.38,0.13015999999999983
0.78,0.4,0.1287999999999998
0.78,0.42,0.12744
0.78,0.44,0.12607999999999997
0.78,0.46,0.12471999999999994
0.78,0.48,0.12335999999999991
0.78,0.5,0.12199999999999989
0.78,0.52,0.12064000000000008
0.78,0.54,0.11928000000000005
0.78,0.56,0.11792000000000002
0.78,0.58,0.11656
0.78,0.6,0.11519999999999997
0.78,0.62,0.11383999999999994
0.78,0.64,0.11247999999999991
0.78,0.66,0.11111999999999989
0.78,0.68,0.10975999999999986
0.78,0.7000000000000001,0.10839999999999983
0.78,0.72,0.10704000000000002
0.78,0.74,0.10568
0.78,0.76,0.10431999999999997
0.78,0.78,0.10295999999999994
0.78,0.8,0.10159999999999991
0.8,0.0,0.15999999999999992
0.8,0.02,0.15839999999999987
