eta_gain,eta_loss,reference_gap
0.36,0.12,0.10751999999999984
0.36,0.14,0.11007999999999996
0.36,0.16,0.11263999999999985
0.36,0.18,0.11519999999999997
0.36,0.2,0.11775999999999986
0.36,0.22,0.12031999999999998
0.36,0.24,0.12287999999999988
0.36,0.26,0.12544
0.36,0.28,0.1279999999999999
0.36,0.3,0.1305599999999998
0.36,0.32,0.1331199999999999
0.36,0.34,0.1356799999999998
0.36,0.36,0.13823999999999992
0.36,0.38,0.14079999999999981
0.36,0.4,0.14335999999999993
0.36,0.42,0.14591999999999983
0.36,0.44,0.14847999999999995
0.36,0.46,0.15103999999999984
0.36,0.48,0.15359999999999996
0.36,0.5,0.15615999999999985
0.36,0.52,0.15871999999999997
0.36,0.54,0.16127999999999987
0.36,0.56,0.16383999999999999
0.36,0.58,0.16639999999999988
0.36,0.6,0.1689599999999999
0.36,0.62,0.1715199999999999
0.36,0.64,0.1740799999999999
0.36,0.66,0.1766399999999999
0.36,0.68,0.17919999999999991
0.36,0.7000000000000001,0.18175999999999992
0.36,0.72,0.18431999999999982
0.36,0.74,0.18687999999999982
0.36,0.76,0.18943999999999983
0.36,0.78,0.19199999999999984
0.36,0.8,0.19455999999999984
0.38,0.0,0.09423999999999988
0.38,0.02,0.09671999999999992
0.38,0.04,0.09919999999999995
0.38,0.06,0.10167999999999999
0.38,0.08,0.10416000000000003
0.38,0.1,0.10664000000000007
0.38,0.12,0.10911999999999988
0.38,0.14,0.11159999999999992
0.38,0.16,0.11407999999999996
0.38,0.18,0.11656
0.38,0.2,0.11904000000000003
0.38,0.22,0.12152000000000007
0.38,0.24,0.12399999999999989
0.38,0.26,0.12647999999999993
0.38,0.28,0.12895999999999996
0.38,0.3,0.13144
0.38,0.32,0.13392000000000004
0.38,0.34,0.13639999999999985
0.38,0.36,0.1388799999999999
0.38,0.38,0.14135999999999993
0.38,0.4,0.14383999999999997
0.38,0.42,0.14632
0.38,0.44,0.14880000000000004
0.38,0.46,0.15127999999999986
0.38,0.48,0.1537599999999999
0.38,0.5,0.15623999999999993
0.38,0.52,0.15871999999999997
0.38,0.54,0.1612
0.38,0.56,0.16368000000000005
0.38,0.58,0.16615999999999986
0.38,0.6,0.1686399999999999
0.38,0.62,0.17111999999999994
0.38,0.64,0.17359999999999998
0.38,0.66,0.17608000000000001
0.38,0.68,0.17855999999999994
0.38,0.7000000000000001,0.18103999999999998
0.38,0.72,0.1835199999999999
0.38,0.74,0.18599999999999994
0.38,0.76,0.18847999999999987
0.38,0.78,0.1909599999999999
0.38,0.8,0.19343999999999995
