day,regime,estimator,budget,cost,cost_std,seconds,mse,mse_se,variance_trace,bias_norm,bias_coordinate,bias_se,reference_variance_trace,reference_gradient_norm
0,uptrend_momentum,plugin,512,512.0,0.0,0.009472755999944639,1.4342460599343359e-06,5.6952764259823384e-08,1.4248399424987268e-06,0.00011070590463298224,8.996422485504116e-05,5.0664783149786186e-05,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,multilevel,512,513.28,57.14883707616732,0.013990352800232359,0.0005067316169701308,1.7664071272812053e-05,0.0005068816709055313,0.0009293596754812424,0.00031903734669568094,0.0005835307030488884,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,multilevel_outer,512,510.224,34.601855453163246,0.015943008201662452,0.000154546515959742,7.394009203071917e-06,0.00015477363282571441,0.0002871069481552191,-0.00013549326417994443,0.0003253735561414223,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,split_base,512,508.208,36.28108833457843,0.0168328099991777,0.00017001383578038397,8.843307832359998e-06,0.00017022864733700512,0.0003544654257510169,-0.00014345937357131925,0.00034953244002836086,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,plugin,2048,2048.0,0.0,0.03689868940023007,4.137563107101458e-07,1.8486442992988946e-08,4.0644466023754276e-07,9.013622908175188e-05,6.68084103183661e-05,4.342128667711628e-05,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,multilevel,2048,2043.764,108.8317278829477,0.03856216239882633,0.00011744591891975994,3.881690324580101e-06,0.00011739616865050938,0.0005334253523704534,-0.00010716584754667907,0.0002951081208178392,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,multilevel_outer,2048,2036.088,68.88874781232637,0.044189083000237585,3.7382811601314e-05,1.2215378597486288e-06,3.729466517068383e-05,0.00040340520692169865,0.00015725128926354103,0.00016483165989852034,4.196211512372954e-09,0.0013350903281243594
0,uptrend_momentum,split_base,2048,2021.064,72.72571734900836,0.04305471899971599,4.092050322122459e-05,1.3760181847970581e-06,4.086121270007624e-05,0.00037551690580917235,0.00033083371229752033,0.00017857657293228704,4.196211512372954e-09,0.0013350903281243594
150,oscillation_reversal,plugin,512,512.0,0.0,0.009580046799499541,1.1996609270933201e-05,5.239292125992111e-07,1.2006205890441282e-05,0.00012006578310579416,1.5234302579242407e-05,0.00011705222906606737,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,multilevel,512,511.32,51.241672670162444,0.01431338780024089,0.0019993894280093886,8.161249834339237e-05,0.001999113563945923,0.002067387528103644,0.0005912727736992701,0.0011798319230269059,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,multilevel_outer,512,512.644,33.996010375379136,0.017356839400483295,0.000638189773171294,2.579894744338739e-05,0.0006381049975473231,0.0011666128831217524,-0.0009706843016515775,0.0006687138409196275,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,split_base,512,508.192,36.69769171425239,0.016702629998791962,0.0006610980701249177,2.651129572686313e-05,0.0006595407078812646,0.0016960081542892547,0.0015681321279048632,0.0006578363078756284,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,plugin,2048,2048.0,0.0,0.03617688499961514,3.172423659536204e-06,1.1948173683842517e-07,3.152645024500797e-06,0.00016150518593657963,7.711540888425078e-05,8.783208506037925e-05,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,multilevel,2048,2044.164,106.52107106653746,0.038890716199879535,0.0005057893921928818,1.618042273147895e-05,0.0005061956030245451,0.0007785758629613279,-0.00024828718048391273,0.0006019079574999557,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,multilevel_outer,2048,2042.444,66.99782295389248,0.044430411200097296,0.00015874742505472985,5.04579940118577e-06,0.00015882631971334866,0.0004886286737470795,-6.40175638612772e-05,0.0003336690520888046,2.3510060190876528e-08,0.0029595376559234782
150,oscillation_reversal,split_base,2048,2023.16,74.196068042896,0.04325988180033164,0.0001688564359274228,5.56136140197573e-06,0.00016879706102197517,0.0006300547813416783,0.0003255310641991914,0.0003546440272341939,2.3510060190876528e-08,0.0029595376559234782
290,negative_shock,plugin,512,512.0,0.0,0.009496267600508873,0.00047435053219572034,1.560121162820559e-05,0.0004721052893426455,0.0017859040936623206,0.0008797103628079171,0.0009692394292441274,2.0041657816126717e-06,0.0023385470470345844
290,negative_shock,multilevel,512,512.836,56.411999888879365,0.01391610320028849,0.03602348059854266,0.0015165656073259646,0.03599104171754373,0.010218657663021243,-0.006965026267495809,0.005150254302452799,2.0041657816126717e-06,0.0023385470470345844
