day,regime,precision,batch,objective,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
0,uptrend_momentum,full,7,-0.0004260622626934152,9.15063124750151e-05,-3.200240775348608e-05,0.0009907994736781248,-0.0006364835909927865,-0.0002202541972512754,0.00043701943938268206,1.5005174347511445e-05,0.00012844368061259154,3.9390029669080186e-07,1.9431362650350056e-06
150,oscillation_reversal,half,0,-0.0016838719759791486,0.0001610386389775627,3.586633356925179e-05,-0.001394369188697714,0.0016338112341581612,0.0006347657438346013,0.0003621565844538497,-0.00032256079710893534,0.00017856102576272142,-1.4883096100908926e-05,0.00010573757558243175
150,oscillation_reversal,half,1,-0.0016458001495741118,0.0009939099686109131,0.00010949227404462083,-0.0013298561375728482,0.002026576430762779,0.0006011778134388108,5.8996282251779826e-05,-0.0005619117735734647,0.0004476051090626173,-7.741701414751379e-05,8.880817500383873e-05
150,oscillation_reversal,half,2,-0.0017410363775270802,0.000330656954574877,6.981134588935034e-05,-0.0020604501729595834,0.002302217005882737,0.0008598079370346523,1.4468237576750667e-05,-0.0007603235442137956,0.0004730209844993034,-2.773230511853215e-05,2.355658555346595e-05
150,oscillation_reversal,half,3,-0.0017157509026259356,0.0010813918414169634,5.910280536404588e-05,-0.0016177580777266734,0.0021120537133970368,0.0004647962313514524,0.0002506299605190308,-0.0005531940484594598,0.0005259592895053734,-5.4537260438738693e-05,8.774566359274569e-06
150,oscillation_reversal,half,4,-0.0016240903484139155,0.00041193654315748075,0.00023623014988151793,-0.001434350384315069,0.0019190919474974765,0.0009794209464573614,0.00022569384620938312,-0.0005686691116358634,0.0006178538391565224,-3.676006856314133e-05,4.0193979790560384e-05
150,oscillation_reversal,half,5,-0.001634748525259446,-2.9850723217167672e-05,-0.00037593822816788604,-0.0013791943788762666,0.0017347226730901166,0.000694110740326802,-3.402355015492027e-05,-0.0005614164959822319,0.00046887735324323114,6.457772609679126e-06,-1.0633007738749814e-05
150,oscillation_reversal,half,6,-0.0016494012441663432,0.00012125878189795491,0.0003073978995099587,-0.0016119859438991527,0.001836960772830636,0.001068915552752967,0.0001225990398242714,-0.0005040854682237515,0.00039866640048487247,1.169788950350761e-05,-2.9120415476615428e-06
150,oscillation_reversal,half,7,-0.001647606651152262,0.0007408610442095783,0.0002952854104633467,-0.001498729536841802,0.002089456899612296,0.0007011466128826506,0.00036864202375647343,-0.0006380626113900623,0.0004105534536331715,-4.6697089283444594e-05,7.897804882471939e-06
150,oscillation_reversal,full,0,-0.0016503796472337332,0.000517608949656723,-4.5317062899977436e-05,-0.0016961377198952722,0.0021892145143907827,0.0007021133062781974,0.00026160760532848636,-0.0006622438780316153,0.0006556447811827088,-2.6126140919318962e-05,8.680447855863409e-05
150,oscillation_reversal,full,1,-0.0016512037251340719,0.0005427325672980088,5.5512593110584666e-05,-0.0014867108707648923,0.0018271698802500027,0.0007127638872044072,0.00023783388397310986,-0.0005616627995193127,0.0004093014863329612,-2.8763863082161342e-05,4.8331242635431124e-05
150,oscillation_reversal,full,2,-0.001686939193060255,0.000997432209838922,9.497060431045e-05,-0.0015477847480296336,0.0020501225561077013,0.0005983501426804769,0.0003353327876931941,-0.0005507956141447104,0.00026929179849854366,-5.910774373552372e-05,8.202350036017148e-05
150,oscillation_reversal,full,3,-0.0017070341057960868,0.0007428336163929283,8.747599775737099e-05,-0.001730584986763811,0.002076832928476295,0.0009259351428177016,0.00024848300450392054,-0.0007533762582566197,0.000501928468192071,-4.651398410324639e-05,5.9821683125774435e-05
150,oscillation_reversal,full,4,-0.0017013216983011812,0.0006707704140269153,0.00011520334270393199,-0.0015653152117460392,0.0019566021244601527,0.0005295315127048829,9.94837106852609e-05,-0.0005010182123669087,0.0005181110407886298,-4.872141631555728e-05,0.00015081884367137437
150,oscillation_reversal,full,5,-0.0016901941625887876,0.0003065892519184448,-3.3791642728940723e-05,-0.0017136394334150888,0.0022242899444810506,0.000944621759160815,0.0002841730304268584,-0.000777879513561263,0.0006782465640606217,-2.789266762079078e-05,-8.867582440690577e-06
150,oscillation_reversal,full,6,-0.0016660565586678595,0.00039160538277391803,-1.2655091652009317e-05,-0.001998392330486369,0.002392800540607398,0.0009030497337287536,0.00023210290892436734,-0.0007365103165486593,0.0007011187726665423,-2.2254976807508066e-05,7.152964851651166e-05
150,oscillation_reversal,full,7,-0.001675002669142768,0.000592670202029897,-6.11386568216615e-05,-0.0016591124197667916,0.0019818086617604106,0.0005528919874829776,0.00015035893121041955,-0.0003822674834530851,0.0003914723130411529,-4.4381235627472585e-05,1.8304822610221734e-05
290,negative_shock,half,0,-0.0156442722821887,0.0018288435858898628,0.0011744908286375508,-0.0022274015642429067,0.0028690827479691183,-0.0017205639144454799,0.00031629809592424274,-0.0015091936554028512,0.00049306928870823,0.00019325048102911778,0.0005264730467785999
290,negative_shock,half,1,-0.01526983141809869,0.0018250995754239639,9.540834243171068e-05,-0.0019136631141674937,0.001975199270793191,-0.0034620605401884065,-0.00033939140852628515,0.001874373381171279,-0.0016584846671971751,0.00023006861278813249,0.0006400243804174892
290,negative_shock,half,2,-0.01490040884063926,0.0009643750550625924,-0.0003312699796273099,0.00022048166516760548,-0.0005331879829916325,-0.0006284715045341061,0.0009559860195909787,-0.00017562819445291898,-0.0008277932304842559,0.00011709941120992084,0.0004217801709981185
290,negative_shock,half,3,-0.015562386542262378,0.000593327503832492,0.0017565346944827074,-4.5164801474206484e-05,0.0004964946317276874,0.001056103178387662,-0.0011151589351641705,-0.0009353639556558502,0.0012966728336623156,0.00010532406070164935,0.0003046351409344091
290,negative_shock,half,4,-0.015213601277111093,0.002885480764406987,-0.0006309631797747791,-0.0013245084652279149,0.0024975411728083395,-0.0029474495103117442,0.000817797054979006,0.0018394787043884038,-0.0008033353685469132,0.00036173922125157785,-0.0005260429563688975
290,negative_shock,half,5,-0.015172722194917256,0.0028269426780934406,-0.001328607442128149,-0.001155377013922205,-0.0006756249072402274,-0.00033286153639736825,0.0003392561768406355,0.0006995345224687774,-0.0022988144971936714,0.0003482947940299861,-0.0005845748249571764
290,negative_shock,half,6,-0.015445056463987864,-0.002591014044177606,0.000735185436551251,-0.0013756061142504593,0.0008904491888479039,0.0005902483574731769,0.0008823915716100088,0.0016729395816775265,-0.0016931804958638611,-0.00039606153536485175,0.00013462890346915642
290,negative_shock,half,7,-0.01497413291353472,0.0015367921101562573,-0.0001281555961659246,-0.0031762338639916353,0.0049170312827688835,-0.0035832949885202937,-0.001319268566622699,0.0014886841455778216,0.001101164424964233,0.0001764251033068573,9.247565158918928e-06
290,negative_shock,full,0,-0.0153843064448338,0.003179036484883744,0.0006700410844294216,0.0012688606805587976,-0.000286595029323843,-0.0007995679569158765,-0.0017048558792953144,3.933299081567779e-05,-0.00024487670625797457,0.00048407864236218627,0.00044139277699715046
290,negative_shock,full,1,-0.015320870182935223,0.0007190429324525055,-0.00013427648513418007,-0.0016057248069338455,0.0010453225476559423,0.0007086731245524474,-0.0021846327083904853,-0.001204446544690245,0.0012240215026370345,7.986657106230916e-05,0.00023313035314510638
290,negative_shock,full,2,-0.014953101758671374,0.0009898701858277652,7.194873818873594e-05,-0.00032498392461570213,-0.0012554375988706361,1.6051277729891517e-05,0.0030009238838754142,-0.0003911426611990291,7.643928333665468e-05,9.364803555862567e-05,2.2036301192529603e-05
290,negative_shock,full,3,-0.015302022896076803,0.0009855925422665652,5.198935332820585e-06,-0.0027110449035530246,0.002192284235143261,-9.03983036402489e-05,-0.0010679369973192437,-0.001776565905818189,-0.0009522315243544637,0.0002105295006036911,0.0008332982505325255
290,negative_shock,full,4,-0.015061624084180832,-0.003041153114689197,-0.00017950684774160932,-0.000519848398335791,0.0015565193969887634,-0.002767335861227279,-0.0003466915238004712,0.0015921028326549614,-0.002821027777882352,-0.0004071164827150512,0.00014340400765146206
290,negative_shock,full,5,-0.015299690598853149,0.0045143621724965475,0.0006808926003979654,-0.0014283474367614698,0.0015710571560467249,-0.0008773613181814531,-0.00178175381260377,0.00027937393906407734,-0.0007896890379658478,0.000515652024373941,0.0007015948250568509
290,negative_shock,full,6,-0.015318930649533423,0.0021196774266251796,7.665442580552913e-05,-0.0003590233775988299,0.0010039860292303726,-0.0010377870892996693,-0.000701884184375458,-0.0018021281437412171,-0.0004615473240223692,0.00025743061715585236,0.000364523949293892
290,negative_shock,full,7,-0.015634629192388318,0.00034457298965001403,0.0012671278437455687,-0.002771644835386856,0.002579985870334906,-0.0019275758995055887,0.0012973660932040093,0.0005837998656482425,-0.001554782733236166,8.460635639291955e-06,0.0001375388413914044
350,style_switch_lowvol_quality,half,0,-0.001230899452754403,0.0003629439273757066,-3.533436333534186e-06,-0.0006629041382245474,-0.00021678459839069618,0.0016746542411275463,0.0008304709948771297,-0.0014818501118793296,0.0013044851634330446,1.9373131434835038e-06,5.276717220236178e-05
350,style_switch_lowvol_quality,half,1,-0.0012700065322695496,0.0009497284336111666,0.00026930382220463785,-0.0004199083168382501,6.090974884869484e-05,0.0014632175976249475,0.000765532760468432,-0.0007609452846339291,0.0011023451735050615,1.6411994796528982e-05,5.99270716486864e-05
350,style_switch_lowvol_quality,half,2,-0.0012267548069299563,0.00015001248133587436,3.263319691561168e-05,-0.00044870162041557875,5.866658708521582e-05,0.001853661859506023,0.001135044089604726,-0.0012004471658066274,0.0011742071177968938,1.5944564549389623e-05,4.087290634365099e-05
350,style_switch_lowvol_quality,half,3,-0.0012176476573408058,0.0006633093038987524,0.00012418913134169671,-0.00040164390358548365,-1.0053059225200595e-05,0.0016457796051694035,0.0011009742485087399,-0.0013375312384279474,0.0012727600049078352,-3.2021397756966556e-06,7.041579221853769e-05
350,style_switch_lowvol_quality,half,4,-0.0012208818193456589,0.0006811617589880995,0.00014661359235647062,-0.0006230609941909969,0.00013116550642933367,0.0014876298870670481,0.0007267070982431795,-0.0011111412385254016,0.0009801509021446426,1.4096545923338956e-06,2.3446789951641164e-05
350,style_switch_lowvol_quality,half,5,-0.0012242620325080835,0.0007639032383232644,-2.8478349696646424e-05,-0.0005765148033606984,1.671500189081965e-05,0.0015895547176075343,0.0008888259385982972,-0.0010839029047408435,0.0012687366057603892,2.508567530613528e-05,0.00010272275798708869
350,style_switch_lowvol_quality,half,6,-0.0012330053658000564,0.0002467012681046204,6.27277205926158e-05,-0.0005460988529570834,1.993499938025753e-05,0.0016593784564455328,0.00095576300788907,-0.0013328715719012935,0.0013641337274739999,-1.815564243512248e-05,6.061349480518887e-05
350,style_switch_lowvol_quality,half,7,-0.0012443417230152683,0.0011078909920077436,0.0002819677424677409,-0.0004895145302682157,5.681337907783503e-05,0.0018620920259299672,0.0006002700160737892,-0.0013281083551044785,0.001376427088866114,7.468987116094768e-06,0.00012084313867271296
350,style_switch_lowvol_quality,full,0,-0.0012042363308258914,0.0006849611348530514,2.1773869503245557e-05,-0.00047559830318552604,0.00013218747043201417,0.0016054029457479096,0.0008258520860459699,-0.0009232745952664373,0.0012308213156152121,1.4614631179131228e-05,2.7469432295224785e-05
350,style_switch_lowvol_quality,full,1,-0.001202106064627871,0.0007217510293753278,0.00017782435832941273,-0.00040009609400936893,0.0002080432162737086,0.0017783424946179985,0.0007886716468876097,-0.0010967988910076958,0.0015285384812591869,8.656521092619182e-06,7.630188868073101e-05
350,style_switch_lowvol_quality,full,2,-0.001182414136559813,0.0004813742242341303,0.00010679781417125106,-0.000549750036014903,-3.271213403943947e-05,0.0016414364069519975,0.0007326375292902108,-0.0010580505651075313,0.0013082658696695205,-1.0383373591454878e-06,4.5161020018438774e-05
350,style_switch_lowvol_quality,full,3,-0.0012118164590427727,1.950842016198194e-05,1.5297234292251245e-05,-0.00032778200641366624,0.00017440936306413335,0.001676740575434018,0.0009203204412843557,-0.0010026859097403335,0.0011753282273596257,-1.990048357200112e-05,-2.440403880812703e-07
350,style_switch_lowvol_quality,full,4,-0.001228463760827975,0.0006423373637176906,5.1473057514902055e-05,-0.0005732570964318464,0.00026436814765125625,0.001691037387620513,0.0009025337835675721,-0.0009848908019794741,0.0012748893312534454,1.7687034018962386e-05,7.374253373894153e-05
350,style_switch_lowvol_quality,full,5,-0.0012048504602115726,0.0007952174143388923,5.2258661213652306e-05,-0.000654445893984832,7.834233796204892e-05,0.0017062838026922554,0.0010727880199671368,-0.001352446700367387,0.00137127507386504,1.2786165256040978e-05,2.3740692417279935e-05
350,style_switch_lowvol_quality,full,6,-0.0011960707001558532,0.0002818913974597827,3.473165624870835e-06,-0.0007706189252713907,0.0004492399044024203,0.001668267363167096,0.0008868418933436971,-0.0010081132886784801,0.0013916446865483475,1.8619805596159747e-05,-1.1131251492740545e-05
350,style_switch_lowvol_quality,full,7,-0.0012021310752151364,0.0005061263358210127,0.00016360090696689072,-0.0004163647048072761,-1.556482100784036e-05,0.0017538295082435984,0.0008658638892298519,-0.0011936648294424677,0.0014683939502119457,1.44271479568705e-05,3.829013792788928e-05
