level,n,T_fine,Delta
1,4,0.020766250411123836,-0.0011758560532775832
1,4,0.0025241517835154644,-0.00016529290355913598
1,4,0.019982568137245617,0.007261712130346104
1,4,0.43702737237520495,-0.058270287359784845
1,4,0.013390475911025683,0.0024928353050066993
1,4,0.01863306259229769,0.012738089605777048
1,4,0.1485690001648291,-0.051979532685018176
1,4,0.002321383454343054,-0.029223725491959875
1,4,0.02439695897277778,0.015389993741651679
1,4,0.1200013298703811,-0.016522828068035497
1,4,0.0030674148858124647,0.002043376694286763
1,4,0.04422618896622932,0.030256888843026415
1,4,0.0320935823356415,0.008459193792406422
1,4,0.040012080903156916,0.0001939756055745756
1,4,0.018797490183169358,-0.0001767767851614012
1,4,0.056144928335229674,-0.06727885709184157
1,4,0.052036342453578646,0.00575376760279428
1,4,0.023580930591639494,0.010886400772577446
1,4,-0.04050691083898022,0.0017620179581372894
1,4,0.030350274489032443,0.013533494296888566
1,4,-0.006767174734718721,0.029348372459462365
1,4,0.025435629780292388,-0.01300475619852482
1,4,0.006247489540422515,0.00454960924389603
1,4,0.015044141468046782,0.010507137750854007
1,4,-0.00012671714612653471,0.00011009526346421078
1,4,0.031144032198105725,0.0025487646268849244
1,4,0.014791568041058772,0.015919509620212303
1,4,0.13842040549067178,-0.025972905771825122
1,4,0.2605894695777938,-0.013861235699731356
1,4,0.04338422058525037,0.0034995840505851195
1,4,0.2305572040764062,-0.004425517728495282
1,4,-0.029883130421886856,0.0106585565529909
1,4,0.062079901362297754,0.0414336949710514
1,4,0.04652018049572171,0.046360015756112566
1,4,0.05743102492969876,0.00329904506625682
1,4,0.09474635015907365,-0.010895967806298812
1,4,0.037405196026357265,0.0236513198195158
1,4,0.14014277007849982,-0.1284164505208303
1,4,0.4882953466339936,-0.02654527824990721
1,4,0.07998799344085356,-0.10574676169455566
1,4,0.05330562550851118,-0.023193406619580102
1,4,0.24958130855543625,-0.021459409792321082
1,4,0.0024814078121891165,-0.006783012210714638
1,4,0.11408091138913404,-0.14460603777246991
