reference,bootstrap,log_loss,brier,calibration_intercept,calibration_slope,observed_rate,predicted_rate,auroc,auprc
asymmetric,43,0.5824306498861245,0.18828551863888265,0.5442975037088698,0.1131858013346389,0.5919672308441032,0.5606265146764479,0.77978423663125,0.8008885567849531
none,44,0.5995929116782468,0.1960994343284241,0.5546316035393895,0.11071853184510504,0.600529647866926,0.5616278985726011,0.7613751083348882,0.7940925503253407
static,44,0.5761166574940493,0.1871324888895128,0.551200075088164,0.11491685849246638,0.600529647866926,0.563824991025539,0.7813399805118337,0.811670629841182
symmetric,44,0.5747655385363372,0.18662148528265562,0.5510192939650319,0.11522481995991696,0.600529647866926,0.5638278957020153,0.7825831051677047,0.8130251348043465
asymmetric,44,0.5743250830227028,0.18644155093161177,0.5509786859481103,0.11524524810126406,0.600529647866926,0.563633962562047,0.7830881978406516,0.8136055727187476
none,45,0.607307667753262,0.19653618833212896,0.5457089693017135,0.10480608590097443,0.5915730728985001,0.5609106765580099,0.7601801871687937,0.7837330853578004
static,45,0.5808805812286282,0.18702103661884137,0.5414881611932078,0.11073167269882513,0.5915730728985001,0.5632029954536799,0.781323392883727,0.8017428098984738
symmetric,45,0.57935732814494,0.1864928768884096,0.5413622240417868,0.11111232241522245,0.5915730728985001,0.5630906736238153,0.7825741569601729,0.8030169952440678
asymmetric,45,0.5787690158395187,0.1862440631493458,0.5411213711561054,0.11121562106822647,0.5915730728985001,0.5632116309586237,0.7830963923136535,0.803620963840243
none,46,0.6146565391899105,0.19985390802972605,0.5644709002904026,0.10128412825087564,0.6071957957148633,0.5620740556737356,0.7529344072587798,0.7908075976767791
static,46,0.5917445115857651,0.19104310567080868,0.5613131761329907,0.10623182768262288,0.6071957957148633,0.563410695498376,0.7735994306048197,0.8082427986654903
symmetric,46,0.5903816434365847,0.1905734684993834,0.5611953067157299,0.10655794840973064,0.6071957957148633,0.5632521576149117,0.7747780078249014,0.8093905714501155
asymmetric,46,0.5899856949859662,0.19038280732526583,0.5610586000937069,0.10659796473199204,0.6071957957148633,0.563279010281025,0.7751949735020736,0.8099086773913717
none,47,0.6005769507532459,0.19315210863024912,0.5506516829314618,0.1052026943554365,0.5998715661790939,0.5698104359499937,0.7647463210295248,0.7927277451624343
static,47,0.5785382696733098,0.18506134065275925,0.5471362257556983,0.10936756628303715,0.5998715661790939,0.5714399077157447,0.7834395875019464,0.809481668296023
symmetric,47,0.5774658218950444,0.18468844558423633,0.5470604629732488,0.10957258788294186,0.5998715661790939,0.5713369090593667,0.7843826574957612,0.8104568250991937
asymmetric,47,0.5772568512423955,0.18455895591344332,0.5469557090286972,0.10954639909946379,0.5998715661790939,0.5713380631866443,0.7847265381157196,0.810921956401562
none,48,0.6175650805128939,0.1976014812666993,0.5599532877615601,0.09441253524216864,0.6050222695849387,0.566951276378862,0.7553852971142114,0.7870772412931244
static,48,0.5932232365277811,0.18842844540218048,0.5565977683177687,0.10039677055304531,0.6050222695849387,0.5673733411493987,0.7769258118747453,0.8051469684431762
symmetric,48,0.5913006720239374,0.18778916646793353,0.5563605286399835,0.10086105001780421,0.6050222695849387,0.5673055836732772,0.7783927201774677,0.8064880885680475
asymmetric,48,0.5911492048351915,0.1876925137465804,0.5562667234268084,0.10084226697372109,0.6050222695849387,0.5673040211369488,0.7786458354976235,0.8068772924771801
none,49,0.5874977281615517,0.19202497040588926,0.5545912280262054,0.11792479727574476,0.5997756396427493,0.5575160470990517,0.7708768251626624,0.8031319069749531
static,49,0.5652025760050504,0.1835094366685701,0.5524713662302391,0.12166174042021043,0.5997756396427493,0.5585243215838284,0.7899600603900824,0.8186688029123435
symmetric,49,0.5637506808574114,0.18294911316072854,0.5523878731443216,0.12199225173419538,0.5997756396427493,0.5584394429480751,0.7912831541727868,0.8199604120543516
asymmetric,49,0.5632818339561204,0.18273337181315702,0.5522745328319223,0.1220475058152209,0.5997756396427493,0.5583875150526296,0.7917458839195369,0.8204725344362366
none,50,0.5912223982561864,0.1916703122211933,0.5590738109109682,0.11089962564241831,0.61137120050821,0.5733819346919655,0.7640320480443575,0.7990021858898906
static,50,0.5675837761646727,0.18307179932600479,0.5551539093397924,0.11535502679600575,0.61137120050821,0.5754875131774334,0.7837343082115765,0.8163716639092118
symmetric,50,0.5663512026668905,0.1826671210907376,0.5550691267335112,0.1156102437061425,0.61137120050821,0.5753490802981955,0.7848436240758534,0.8176036082246478
asymmetric,50,0.5658564224763027,0.18245949083896842,0.5549297599427795,0.11567300034194991,0.61137120050821,0.5753518732652092,0.7853339973178886,0.8181266862728882
none,51,0.60640521338965,0.19654388934601288,0.5549842507116699,0.11219902371176384,0.6066776150977008,0.5718211341507488,0.7553012025240158,0.7852642582129465
static,51,0.5803715790021828,0.18722424888205172,0.551214090233137,0.11722667206730653,0.6066776150977008,0.5729474746544402,0.7769435631123368,0.8049728520302475
symmetric,51,0.5794889335399103,0.18689545194590082,0.5510967865081147,0.11737123088038269,0.6066776150977008,0.5728800896339642,0.7778304464675673,0.8059570024856801
asymmetric,51,0.5790388071052289,0.18668281027317915,0.550958757601687,0.11737386542527865,0.6066776150977008,0.5728576058929379,0.7783080493087482,0.8065195966862846
none,52,0.5961504534928109,0.19552986409804513,0.5540222066109716,0.11510036306320061,0.5998092163193425,0.5590383376545883,0.763529872477318,0.794958070687106
static,52,0.5711941650583999,0.1863128063077955,0.5506641369822896,0.11944107678288073,0.5998092163193425,0.5613471859792912,0.783877056054862,0.8124255004693685
symmetric,52,0.5699021500797502,0.1858594820494311,0.5504726960110677,0.11971753229965257,0.5998092163193425,0.561442824278078,0.7848860480686791,0.813449604572068
asymmetric,52,0.5697648703518315,0.18579161316398735,0.5503926582634332,0.11967154289971746,0.5998092163193425,0.561353482768869,0.7851271411829804,0.8137952416240992
none,53,0.5998114040666077,0.19419290148395732,0.5521185320539582,0.10948335634431156,0.5972326580376256,0.5614106568502588,0.7637783687677044,0.7878885788897387
static,53,0.5736470007564333,0.1848117326450729,0.5486932413665285,0.1145473926522519,0.5972326580376256,0.5631103625660895,0.78498241856911,0.8075929828672667
symmetric,53,0.5723033929333592,0.18426116043552968,0.5486290327436539,0.11488197005368192,0.5972326580376256,0.5629179967333866,0.7862564202726294,0.8087652458951927
asymmetric,53,0.5717247118688554,0.18403876563966243,0.5484118194980716,0.11495663072439465,0.5972326580376256,0.5629746641121416,0.7867261961862242,0.8093769719772708
none,54,0.6016106193780127,0.19452586180587195,0.5503671286916165,0.10715242247717598,0.5980659352821549,0.5645422143567319,0.7634616321225658,0.791542616525302
static,54,0.5797240276877751,0.18646962979996476,0.5465947009887491,0.11134201918865928,0.5980659352821549,0.5669111999288351,0.7815746376685414,0.8069225410381272
symmetric,54,0.5785049919901524,0.18603451318875605,0.546377183696602,0.11157538328819033,0.5980659352821549,0.5669463495475402,0.7826028764471615,0.8079556811251409
asymmetric,54,0.5783437644878939,0.18597451903365775,0.5461954560988806,0.11152961557490373,0.5980659352821549,0.5670672739042891,0.7827893463809976,0.8084146705478664
none,55,0.5871619350696363,0.19148930069504336,0.552486651084881,0.11428023509711249,0.6011894719082166,0.5629300976974606,0.7705347493247637,0.8032814137468387
static,55,0.5662609981099008,0.18372660498992482,0.5507113071224213,0.11787268437151271,0.6011894719082166,0.5634986815196648,0.7884580787247052,0.8183216590910125
symmetric,55,0.5652815539746404,0.18332425530726337,0.5507245944665231,0.11808944111300887,0.6011894719082166,0.5633179760628353,0.7894547304089631,0.8193110841521808
asymmetric,55,0.5648510809054285,0.18314509953546904,0.5505536420183136,0.11814431777640906,0.6011894719082166,0.563373635358199,0.7898823060670032,0.8198178443433555
none,56,0.5933202334693427,0.1930838324551569,0.5476430106931814,0.1128512035829501,0.5919541887837526,0.5570848135378093,0.7683891916001084,0.7916259221876147
static,56,0.5693608089222704,0.1840507189577675,0.5441768134808668,0.11669557671220067,0.5919541887837526,0.5596795137740496,0.7882813926637299,0.8091986800791706
symmetric,56,0.5679703965465255,0.1835874037850892,0.5440080956774729,0.11698243666689136,0.5919541887837526,0.5596369636963564,0.7893627515028135,0.8104331738254558
asymmetric,56,0.5676429216635824,0.1834615104492393,0.5438407418278686,0.1170011542424974,0.5919541887837526,0.5596536081834192,0.7896445994376284,0.8108667065146917
none,57,0.5956423537263607,0.19318364824221,0.5571119591457522,0.10463518126192779,0.6082454510682477,0.5700513834126372,0.7645634190926991,0.8014226544434704
static,57,0.572951195580213,0.18463742946727876,0.5535368781289515,0.1096664058488274,0.6082454510682477,0.571577057320893,0.7839492352510895,0.8170326530165444
symmetric,57,0.5715283993858083,0.1840659385876502,0.5533167499604003,0.11005350190109102,0.6082454510682477,0.5715649114689698,0.7852068044335937,0.8180211133829951
asymmetric,57,0.5710533291651547,0.18384518631122165,0.5530949395387544,0.11009071406272203,0.6082454510682477,0.5716649289519673,0.7857153928455225,0.8185374538094018
none,58,0.6003943868502157,0.19352029621950395,0.5474396440808567,0.10582139367340236,0.5959247648902821,0.565493856717938,0.7652656393437522,0.7905093249570214
static,58,0.5767193942456298,0.1847516246560667,0.5443659208609875,0.11064227769516405,0.5959247648902821,0.5669260012237749,0.7850411052477303,0.8073677089953708
symmetric,58,0.5752985770472178,0.18425452506404044,0.5442898787285255,0.11099343689188175,0.5959247648902821,0.5667281074089819,0.7862378050216001,0.8085889363801232
asymmetric,58,0.5749833479205276,0.18410337430001408,0.5441408995425001,0.11098812863321643,0.5959247648902821,0.566755674294234,0.7865646463797719,0.8089806494962265
none,59,0.6218319946034038,0.1972073267028808,0.5600945898461036,0.08790204740902582,0.6039494273884204,0.5639706667183392,0.7584693070440438,0.789775381509042
static,59,0.5995549263662899,0.1893172051027669,0.5563807930159042,0.09331953114041393,0.6039494273884204,0.5660203561884667,0.7766851747065215,0.8052900048318081
symmetric,59,0.5980138918232057,0.18877167983278273,0.5561536224147521,0.09375658202378642,0.6039494273884204,0.5660078539954722,0.7780122313886328,0.8065502793591054
asymmetric,59,0.5977701277297321,0.18864573413779664,0.5560904952661182,0.09376967353917762,0.6039494273884204,0.5659021140079825,0.7783251385076528,0.8068496478837206
none,60,0.6110734714058249,0.19654554854286058,0.5545703507517641,0.09990489390300461,0.5988959801999472,0.5640921306473581,0.7585681965983777,0.7870532381392622
static,60,0.5866780718426499,0.18705224458893063,0.5506815299395049,0.10532182826857961,0.5988959801999472,0.5660491740646222,0.7797655082553437,0.8036256167827734
symmetric,60,0.5848463417781531,0.18636795246176335,0.5505187104044025,0.10581770785766277,0.5988959801999472,0.5659009117473512,0.7813294456017403,0.8051568683002284
asymmetric,60,0.5842537346512657,0.1860911567656051,0.5504275476765169,0.10589542828166877,0.5988959801999472,0.5657854341648448,0.7819658071976396,0.8058485975081785
none,61,0.5983713746120967,0.19267272723121665,0.552070234895679,0.1083948638304302,0.5990375526338403,0.562136251279428,0.7682244895775733,0.7951447736541595
static,61,0.5771541063973876,0.1845681647428525,0.5486091748340276,0.11242595262877916,0.5990375526338403,0.5647627645125767,0.7857322104344995,0.8091102354319342
symmetric,61,0.5761737638755345,0.1842029226649739,0.5484585088740681,0.11269782379245395,0.5990375526338403,0.5647878579074905,0.7865782823849794,0.8099109176704604
asymmetric,61,0.5756871401996079,0.18400773477357574,0.5483089933473806,0.11275044940764585,0.5990375526338403,0.5647800770951507,0.7870357084982809,0.8104270136025782
none,62,0.5892903865797597,0.19153761196380406,0.5607383311940982,0.11279230788757492,0.6114909669623648,0.5677080372476954,0.7663111096787408,0.8031476604508108
static,62,0.5690201223208537,0.18382919988694849,0.5561779712867303,0.11641148060008964,0.6114909669623648,0.5711631364390101,0.7841440554167177,0.8181645849292486
symmetric,62,0.5678029516179807,0.18335716579643835,0.5559763118238198,0.11667933160220281,0.6114909669623648,0.5711617157299188,0.7853042214485665,0.8193035261808287
asymmetric,62,0.5677345970469377,0.18329514208918596,0.5558393589451281,0.11663264290842923,0.6114909669623648,0.5712233137380929,0.7855227105292379,0.8196332656390615
none,63,0.593508238119572,0.1945442183991347,0.5572236015239984,0.11762084718101531,0.6062793458902261,0.5661354811907797,0.7618315722651859,0.7968991207329063
static,63,0.5719944472128229,0.18636107781410072,0.5538160067202573,0.12096618387219903,0.6062793458902261,0.5681614672396159,0.7803772708224084,0.81276398804235
symmetric,63,0.5706328251164754,0.18588265066136433,0.5536611749457042,0.12126496922813612,0.6062793458902261,0.5681317915562922,0.7815562321805528,0.8140369908443139
asymmetric,63,0.5701848028276582,0.1856742016156613,0.5534793258263357,0.1213445551645984,0.6062793458902261,0.5681754785690145,0.7820132570092649,0.8145872363685382
none,64,0.5971160756163323,0.19309096282808846,0.5505948898990505,0.11033826083014432,0.598134080070977,0.5644201118039577,0.7654156782330781,0.7916660914323159
static,64,0.5741802920720059,0.18462355425212312,0.5474097254756007,0.11484303231572657,0.598134080070977,0.5659007697361581,0.7847447348733491,0.8084812125673557
symmetric,64,0.5723556383149113,0.1840227503111582,0.5471759270900697,0.1152229991924468,0.598134080070977,0.5658540418913913,0.7861075633287201,0.809812794658562
asymmetric,64,0.571820175276491,0.1838105409782214,0.5470334289049907,0.11530098447190516,0.598134080070977,0.5658426427728819,0.7866269477496417,0.8104280827949851
none,65,0.5959461911928301,0.19395053024135733,0.5561629674765171,0.10992804453694278,0.6026635466770667,0.563075983211653,0.7632629433007156,0.7954477509052043
static,65,0.5723687112732785,0.18523258896091882,0.5529476700593168,0.11458871035591944,0.6026635466770667,0.5646626281684112,0.7837140681363722,0.8136952892323482
symmetric,65,0.5711174687018666,0.18475337701655103,0.5527787515917418,0.11494814449247806,0.6026635466770667,0.5647392355718446,0.7847896640978564,0.8146775286165848
asymmetric,65,0.5707147787304309,0.18459413452962417,0.5526165539853697,0.11497945646583985,0.6026635466770667,0.5647738546843913,0.7851415785959172,0.8150328521348519
none,66,0.5964969259062839,0.19428380072981274,0.5532114872167947,0.11015665929561175,0.5950225937334618,0.5558163748487824,0.7651922695837385,0.791982814971494
static,66,0.5732120835010814,0.18529196044844462,0.5503271629688287,0.11452813683375156,0.5950225937334618,0.5575239833107398,0.7855957603023906,0.8094337256799979
symmetric,66,0.5718170274884365,0.1847856805246139,0.5501414404422649,0.11476937449752819,0.5950225937334618,0.557535603996465,0.7868174987177196,0.8107653180360448
asymmetric,66,0.571353889903986,0.18462026193887468,0.5500621237678471,0.11481176460159796,0.5950225937334618,0.5574039142055202,0.787294781992529,0.8114803679587077
none,67,0.5853139553063367,0.19117414201962948,0.5466752128728501,0.11757289546928054,0.5978060853315835,0.5649258914553753,0.7703372267507391,0.8019462326432011
static,67,0.563453147289048,0.18297214569586903,0.5431248994285822,0.12101869291984335,0.5978060853315835,0.5672674596542238,0.7890293663470747,0.8176440468083122
symmetric,67,0.5617089424948127,0.18238183379681988,0.5428757953370346,0.12142994135654932,0.5978060853315835,0.5672964825820905,0.790407097752171,0.8190140707957785
asymmetric,67,0.5613038282370383,0.1821980644963227,0.5427274667958641,0.12144186680964063,0.5978060853315835,0.5672529950515707,0.7908683264397479,0.8195275395357627
none,68,0.6050622120704934,0.19810886124182897,0.5635196600309668,0.10928175532854874,0.6111609298475547,0.5670263565047478,0.7537278001562555,0.795109472396957
static,68,0.583528317682132,0.1900401412496403,0.559381033328901,0.11392820031663434,0.6111609298475547,0.5696593222882407,0.7725573406279296,0.8112725352307645
symmetric,68,0.5821669448246596,0.1895398855127137,0.5592032467809359,0.11427384809771449,0.6111609298475547,0.5696218471468888,0.7738014561160921,0.8125303151713581
asymmetric,68,0.5815106211616929,0.18928399240255908,0.5589647259604252,0.11434079831707052,0.6111609298475547,0.5697404784826734,0.7743417319700415,0.8130941655057511
none,69,0.6130639383751988,0.19864238258861952,0.5565803264567082,0.10376278779981062,0.596528863853404,0.5526866842802174,0.7585062173737835,0.7868651538141762
static,69,0.5888707137050805,0.1894455961016496,0.5528445918570177,0.10871902995769453,0.596528863853404,0.5555679759875194,0.7789865706551056,0.8033020022878661
symmetric,69,0.587498419629744,0.18893379231985621,0.5527011627726119,0.10903176989533152,0.596528863853404,0.555539508051889,0.7801613626028273,0.8043806607549654
asymmetric,69,0.5871324043343474,0.18875924518595527,0.5525865705058686,0.10903165616021834,0.596528863853404,0.555490951767968,0.7805692392554022,0.8048863734031511
none,70,0.5951010378438671,0.1916023092517618,0.5615203641274026,0.10756986685875851,0.6064370494429476,0.5607114086003004,0.7698245454013171,0.8028908628963847
static,70,0.5713757226692723,0.18312349388159588,0.5572258355755293,0.11228252747022167,0.6064370494429476,0.5637498072099483,0.78869975556808,0.8193926816328391
symmetric,70,0.5702305317651895,0.18268031641689322,0.5570080818548394,0.11261869913695041,0.6064370494429476,0.5638056278566043,0.7897050826648468,0.8203963660717809
asymmetric,70,0.5696128224470999,0.18245908340950628,0.5568772329638915,0.11270769247417416,0.6064370494429476,0.5637553571709506,0.7902564960477466,0.8210866343073553
none,71,0.6029039643840751,0.1964283246799738,0.5590532088569329,0.10763716148627583,0.6077922463144781,0.5678373174238336,0.7588016201763123,0.7966506524450128
static,71,0.5842348806212394,0.1892730286563828,0.5552519298166445,0.11054164298438224,0.6077922463144781,0.5710693509826913,0.7745566305141227,0.8086066057625574
symmetric,71,0.58344038295849,0.1889719610001147,0.5552218032085177,0.11062618485756505,0.6077922463144781,0.5708683877403185,0.7753914256452855,0.8095192042715535
asymmetric,71,0.5830601697345751,0.18880372233014234,0.5550848400262205,0.1106467831974837,0.6077922463144781,0.5708996325648318,0.7758103138785605,0.8100211612540925
none,72,0.5968950368745849,0.1961566475677028,0.5486898134534092,0.1178443516790472,0.598284648157946,0.5648637254691202,0.7584729201964195,0.7895116800562254
static,72,0.5717599845530003,0.18667510264807824,0.5443428224028249,0.12250625901562924,0.598284648157946,0.5675937047979956,0.7797095267088318,0.8078891635383418
symmetric,72,0.5703115614598854,0.18613166297150247,0.5441901357841323,0.12286543706533146,0.598284648157946,0.5675138984683794,0.7809869381947839,0.8092006879706434
asymmetric,72,0.56974643566069,0.18588187934612846,0.5440451198736969,0.12293329053713348,0.598284648157946,0.5674362166343275,0.7815531051054904,0.8097321907251458
none,73,0.6062465671062596,0.1971513658356096,0.5585204222441729,0.10616881052375605,0.6023164437386197,0.5590194560362375,0.7602392913568425,0.7933643368445374
static,73,0.5868843544331156,0.18961355419042705,0.5568488034560247,0.10963364688962199,0.6023164437386197,0.5595481331905973,0.7775006104227625,0.8073352685876714
symmetric,73,0.5853315930543517,0.18908881784791493,0.5566492435137831,0.11002067063970487,0.6023164437386197,0.5595654979915965,0.7787004491415723,0.8084327953790805
asymmetric,73,0.5852572104473199,0.1890431290877654,0.5566102178847245,0.10997502566472005,0.6023164437386197,0.559485362401933,0.7788644714045614,0.8087633496938685
none,74,0.588157934361209,0.19251442544757907,0.5522395668448699,0.11681500558562674,0.6060983287545788,0.5709294326485292,0.7640827158225245,0.7991788074102765
static,74,0.5668860235957082,0.18413144063179418,0.5484743089516765,0.11987016474109445,0.6060983287545788,0.5735829076870635,0.7831091000665551,0.8149371582783234
symmetric,74,0.5655109943153311,0.18362841463955018,0.5483276456032692,0.12019328093066146,0.6060983287545788,0.5734781343955254,0.7843437547919041,0.816176418147827
asymmetric,74,0.5651046636655047,0.1834546145820426,0.5482129049402672,0.12021962845098255,0.6060983287545788,0.573404314787105,0.7847980370885758,0.816638242966706
none,75,0.6064921587832,0.19593625340648343,0.5467766039670556,0.10349389449130435,0.5939509341281011,0.5650653387310893,0.7605268380261846,0.7858882359300746
static,75,0.5804978470662168,0.1865001324548118,0.5424056421023835,0.10933009470254478,0.5939509341281011,0.5678021432282304,0.7819988079677636,0.8053807812622675
symmetric,75,0.5791485027019847,0.18597949239483594,0.5422509589370162,0.10967662935154839,0.5939509341281011,0.5677868821817882,0.7831898826415491,0.8066065452512376
asymmetric,75,0.5786661680782393,0.18576929490463773,0.5421797567708166,0.10972419088553388,0.5939509341281011,0.5676194106226008,0.7837138392011085,0.8071112860526646
none,76,0.6120005391024247,0.19731324083221274,0.5578277854948742,0.09764956696355563,0.6041666666666666,0.5664175423907821,0.7578620286800699,0.7914663576798023
static,76,0.588912180355335,0.18873754703873433,0.5533130512853179,0.10263073435737917,0.6041666666666666,0.5695292457459106,0.7768090893021995,0.8065887465656219
symmetric,76,0.5876951993254895,0.1882962543269343,0.5532148849719155,0.10290694559370887,0.6041666666666666,0.5693733748347118,0.7778689084797966,0.8077013073461492
asymmetric,76,0.5872413335504674,0.1880895466084838,0.5530848216949593,0.10297072027797503,0.6041666666666666,0.569322898696145,0.7783562381202423,0.808194020208095
none,77,0.5954522100843248,0.19439436682817823,0.559396304295829,0.1135093784330778,0.6004172383859315,0.5514796995667793,0.7674459661728888,0.7982856770327605
static,77,0.5701696710818687,0.18474720329558428,0.5555395284218781,0.11809955855947502,0.6004172383859315,0.55457563700214,0.7883230817022794,0.8159134050631451
symmetric,77,0.568620298392132,0.1842010363206333,0.5554998154777631,0.11843027673818607,0.6004172383859315,0.554385483310395,0.7896309967060614,0.8172345685497643
asymmetric,77,0.5683200553436567,0.18406144048706197,0.5553887300995834,0.11841343523929355,0.6004172383859315,0.554335526846277,0.789984083488989,0.8176428600047752
none,78,0.6031145138181541,0.19327489122135977,0.5581142681630975,0.10021181142375321,0.6025555476680627,0.5611825765149645,0.7670595592776963,0.7974642467326991
static,78,0.581022157332959,0.18505047005031586,0.5550637656885749,0.10463771543278357,0.6025555476680627,0.5629882998020805,0.7857612239450334,0.8137569679392107
symmetric,78,0.5794667213012731,0.18450517803447752,0.5549053843366163,0.10500130050201328,0.6025555476680627,0.5628913929119744,0.7870433193248887,0.814943152653698
asymmetric,78,0.5789136763265226,0.1842936423250177,0.5546569418876941,0.10506871438022967,0.6025555476680627,0.5630443413213643,0.7874774762859249,0.8154871873760526
none,79,0.6143941869265507,0.20240219445719235,0.5544454085729226,0.11493664856429149,0.5953447829699141,0.556326405170738,0.7489990157532941,0.7789313175807686
static,79,0.5913543440596672,0.19357582312688598,0.5507563203354816,0.11884805876729197,0.5953447829699141,0.5591477035300149,0.7691427864045897,0.7967959303083496
symmetric,79,0.5899074365446879,0.19303125078430217,0.550784724504422,0.11917336383838636,0.5953447829699141,0.5588752477514102,0.7704704208435355,0.7981286300040893
asymmetric,79,0.5895614843658016,0.19286851319279885,0.5506290586245195,0.11917679960633101,0.5953447829699141,0.5588912956024407,0.7708515778623483,0.7986748347749196
none,80,0.6038050856317974,0.19241989552369593,0.5480434199292689,0.10276424773208011,0.600388280002203,0.5722834493709266,0.7645052198596527,0.7861293188434861
static,80,0.5762057762970973,0.1825219497940701,0.5440955342597728,0.10875841893647378,0.600388280002203,0.5733303019100905,0.7864442627602922,0.8052001030430991
symmetric,80,0.5744513307060873,0.1818907590072008,0.5438648477710456,0.10924878725264058,0.600388280002203,0.5733000104965433,0.7878128581168734,0.8063930256564975
asymmetric,80,0.5740048693232336,0.18172486647433728,0.5437168268196233,0.109284977606099,0.600388280002203,0.5732876669335019,0.788211566055166,0.8068732115022075
none,81,0.6138074918248866,0.20163290435721243,0.547180606812145,0.10752058909960613,0.5906596406924043,0.5585531067067473,0.7516068116415047,0.782800163755077
static,81,0.5914717879820042,0.19311364506336615,0.5436537273646818,0.11208616398640403,0.5906596406924043,0.5605904790053056,0.7709481727558798,0.7986944697370439
symmetric,81,0.5905323618792601,0.19279000792444426,0.5435882141840215,0.11231846274584192,0.5906596406924043,0.5604643352816189,0.7718382681144195,0.7997418585350305
asymmetric,81,0.5900488821532459,0.1925815665472509,0.543498496579269,0.11238173636090584,0.5906596406924043,0.5603606482760173,0.7723356755457258,0.8001722472235964
none,82,0.6044307029433139,0.19667231427397153,0.5483044024903923,0.10968606946671157,0.5939916969972703,0.5596526448660647,0.7599128100991654,0.7854565015631898
static,82,0.5813138416523495,0.1882471236631191,0.5457069860812552,0.11440151425561358,0.5939916969972703,0.5607138748931916,0.7792617794305949,0.8025611923236644
symmetric,82,0.5798344948310299,0.18770023649279133,0.5455871450481489,0.11475178085585187,0.5939916969972703,0.5606207350113219,0.7805431002811043,0.803785096165364
asymmetric,82,0.5793715236119621,0.18751179272062088,0.5454220771635125,0.1148075189604911,0.5939916969972703,0.5606489347951151,0.7809712507463532,0.8042727808115877
none,83,0.6052055412189705,0.19624158080381635,0.5562866595796065,0.1057651165293229,0.5996115143637453,0.5578149504956392,0.7605200710543139,0.7893768289625704
static,83,0.5783068128951168,0.18635946318185112,0.5524161753783324,0.11129572036481022,0.5996115143637453,0.5605299593493065,0.7828305376222034,0.8091632523794235
symmetric,83,0.5769014012051682,0.18584989727549456,0.5522988803284115,0.11171554715440554,0.5996115143637453,0.5604704952709945,0.7840065100070523,0.8102278884485827
asymmetric,83,0.576486231285263,0.18568205414949188,0.5521883779936626,0.1117591641639059,0.5996115143637453,0.5603960193032634,0.7844584000977157,0.8107214081971139
none,84,0.6054978337088643,0.19752732318778254,0.5581505954245084,0.11207429899270215,0.6003520143040733,0.559111232558111,0.7567278831309594,0.786403805963352
static,84,0.5836115257398586,0.1891114479124686,0.5547505214983381,0.11631818686637084,0.6003520143040733,0.5615334628302034,0.7757607921752933,0.8026547800906941
symmetric,84,0.5823592242156125,0.1886815069969576,0.5547607754767958,0.1165612310373655,0.6003520143040733,0.561239853071918,0.7769353752256688,0.8041273930638311
asymmetric,84,0.5822883125962326,0.18861564555524418,0.5547239607514947,0.11645969790174804,0.6003520143040733,0.5611069873228349,0.7772115819919343,0.8045598034599919
none,85,0.6091175576570843,0.1978682416165891,0.5564408339485701,0.1062407022135047,0.6026043125175021,0.5621547614368527,0.7570954702880525,0.7897431013686143
static,85,0.585943989751432,0.18937587279596663,0.5536813222392853,0.11113038976709032,0.6026043125175021,0.5632001908232209,0.7766351164271914,0.8057152937321316
symmetric,85,0.5846568493279477,0.18894060074446656,0.5536276082432623,0.11145974915556056,0.6026043125175021,0.5630395862676771,0.7777271754269961,0.8067871822126343
asymmetric,85,0.5838635820090278,0.18863407926676326,0.5534368034732898,0.1115480204493112,0.6026043125175021,0.5630207062009434,0.7784433987307502,0.8075602174984238
none,86,0.6119351358432621,0.2008994978670497,0.5582387970507455,0.10839408735886893,0.6019338587795563,0.5593449989344988,0.7511578750674839,0.786550670116795
static,86,0.5869902288037029,0.19163696764523044,0.5544961880478505,0.11342037466121162,0.6019338587795563,0.5617052918850077,0.7727188461481562,0.8058787990895073
symmetric,86,0.5853283865255089,0.19105989691896452,0.5542906148714943,0.11380488132579526,0.6019338587795563,0.561671209580439,0.7741170648173008,0.8071976793272562
asymmetric,86,0.5850431200000429,0.190939463262873,0.5541933955183606,0.11381230211530857,0.6019338587795563,0.5615955222316403,0.774427670709797,0.8076414610511845
none,87,0.6080277709165537,0.19809236878559144,0.5522412154157599,0.10619235116554171,0.5961297762526896,0.5577257121186279,0.7592174355915333,0.7909126704766148
static,87,0.5853815591289625,0.18950805216799915,0.5486084856918224,0.11009170426107201,0.5961297762526896,0.5603137422046458,0.7789025116270661,0.8076506153792349
symmetric,87,0.5842348258257376,0.18907614262840344,0.5484224854642918,0.11032740388296802,0.5961297762526896,0.5603467873810806,0.7799374567876076,0.8087315459955794
asymmetric,87,0.5839947172390914,0.18893956507273,0.5483003551733441,0.1103280233608553,0.5961297762526896,0.5603649499010723,0.7802480281511011,0.8090250710934275
none,88,0.5972249231966472,0.19399325035661383,0.5528582983125376,0.11042907803938858,0.598861128905972,0.5615652599243224,0.7638295169444864,0.790319520880429
static,88,0.5729664308442547,0.18478921026410375,0.5491519283603606,0.1150095990157163,0.598861128905972,0.5637299825881171,0.7843140748658147,0.8080255471838879
symmetric,88,0.5717378224979476,0.18430610677454112,0.5490392788047012,0.1153288308004198,0.598861128905972,0.5636617617120054,0.785460961463408,0.8090644491800251
