reference,bootstrap,gain_reduction_rate,loss_reduction_rate,disposition_gap,gain_opportunities,loss_opportunities
symmetric,117,0.7286523216308041,0.5068429237947123,0.22180939783609177,30905,38580
asymmetric,117,0.7329243758451238,0.5068430190991727,0.2260813567459511,30321,39164
static,118,0.7238196447548201,0.4958877123861118,0.2279319323687083,32935,40610
symmetric,118,0.7278662273273181,0.4952522399688352,0.23261398735848288,32473,41072
asymmetric,118,0.7308877153275494,0.49663335969137135,0.23425435563617802,31812,41733
static,119,0.7129401490814958,0.5061150722915428,0.206825076789953,32063,40392
symmetric,119,0.7166619142667047,0.5057713000097819,0.2108906142569228,31563,40892
asymmetric,119,0.7204290652967594,0.5060717039321512,0.21435736136460826,30951,41504
static,120,0.7191398991239714,0.4879908596408435,0.23114903948312787,33903,40261
symmetric,120,0.7234603402827702,0.4873957822461991,0.23606455803657106,33384,40780
asymmetric,120,0.726024052255662,0.48891357905415195,0.23711047320151007,32762,41402
static,121,0.717477401215346,0.5064153253577532,0.21106207585759273,33077,39203
symmetric,121,0.7213820238534366,0.5061135151454161,0.2152685087080205,32532,39748
asymmetric,121,0.724759992470352,0.5069544127109835,0.21780557975936854,31874,40406
static,122,0.7276253177758947,0.49553774823787955,0.23208756953801513,30682,37313
symmetric,122,0.7321635875153405,0.4951910373619405,0.23697255015340002,30149,37846
asymmetric,122,0.7359103679382595,0.4960470196608759,0.2398633482773836,29543,38452
static,123,0.7180474669672491,0.49972722313147844,0.21832024383577064,31938,38493
symmetric,123,0.7222876795210649,0.49930818899251816,0.2229794905285467,31403,39028
asymmetric,123,0.7251520968214205,0.5008313599032599,0.22432073691816057,30737,39694
static,124,0.7162246074691742,0.5044624501148869,0.21176215735428727,33819,41345
symmetric,124,0.7196983354365724,0.5044171720548207,0.21528116338175163,33282,41882
asymmetric,124,0.7225454768175414,0.5054104916490237,0.2171349851685177,32654,42510
static,125,0.7118347015957938,0.4870831376232973,0.22475156397249646,32523,38322
symmetric,125,0.7145533456146377,0.48771188623834305,0.22684145937629463,32027,38818
asymmetric,125,0.7179380917466288,0.48880332353835243,0.22913476820827638,31369,39476
static,126,0.7138951880960517,0.5184677440615855,0.1954274440344662,32191,37931
symmetric,126,0.716594452702489,0.5191543516089655,0.1974401010935235,31619,38503
asymmetric,126,0.7197678168332796,0.5197126201677235,0.20005519666555616,31010,39112
static,127,0.7280289774994628,0.4980316947612799,0.22999728273818293,32577,39628
symmetric,127,0.7328728591073884,0.4975005595762143,0.2353722995311741,31996,40209
asymmetric,127,0.7356926510441575,0.49897159647404504,0.23672105457011244,31365,40840
static,128,0.7270392564510212,0.5037899366188074,0.22324931983221374,32708,38655
symmetric,128,0.7304247776603022,0.5041448794796582,0.22627989818064398,32158,39205
asymmetric,128,0.7344464195022854,0.504678993451918,0.22976742605036737,31504,39859
static,129,0.7244466096276223,0.5089423770745284,0.21550423255309392,32843,38804
symmetric,129,0.7277862263741038,0.5096129457718257,0.21817328060227814,32221,39426
asymmetric,129,0.7307716635041113,0.5105303919854098,0.22024127151870143,31620,40027
static,130,0.7210916783362632,0.48868438820675686,0.23240729012950634,33563,39989
symmetric,130,0.7246113283025729,0.4890642337566268,0.23554709454594613,32997,40555
asymmetric,130,0.7282144845073907,0.49000339690396466,0.23821108760342602,32338,41214
static,131,0.704868154158215,0.5014247766240039,0.20344337753421116,34510,41410
symmetric,131,0.7073945526207424,0.5018605982539001,0.2055339543668423,33998,41922
asymmetric,131,0.7108524108134058,0.5023831325866968,0.20846927822670902,33329,42591
static,132,0.7197032916087158,0.49887892376681614,0.22082436784189968,32355,38356
symmetric,132,0.7238262616118504,0.4982881560995701,0.22553810551228026,31864,38847
asymmetric,132,0.7279234744647386,0.4991152232165428,0.22880825124819582,31153,39558
static,133,0.7192163900104681,0.49114140133978224,0.22807498867068587,33435,38663
symmetric,133,0.7235562310030396,0.4906117659064238,0.23294446509661576,32900,39198
asymmetric,133,0.7276648564778898,0.49123467007749605,0.23643018640039376,32225,39873
static,134,0.719006007646095,0.49826225112953676,0.22074375651655825,32958,40282
symmetric,134,0.7233281972265023,0.4975729345427801,0.2257552626837222,32450,40790
asymmetric,134,0.7268097947380002,0.49837062785140124,0.228439166886599,31813,41427
static,135,0.7122757864603952,0.5088863776453667,0.20338940881502854,32837,38936
symmetric,135,0.7166656344831858,0.5080929101547659,0.2085727243284199,32294,39479
asymmetric,135,0.719484864745431,0.5090541753965878,0.21043068934884324,31681,40092
static,136,0.7194266923124651,0.4902768067531526,0.22914988555931254,32234,38619
symmetric,136,0.7227370146243066,0.49055591054313097,0.23218110408117565,31728,39125
asymmetric,136,0.7258525923306869,0.4917216043480449,0.23413098798264198,31111,39742
static,137,0.7322798545098879,0.512193900545846,0.22008595396404185,32717,39938
symmetric,137,0.7345479417982838,0.5133980390704107,0.22114990272787305,32164,40491
asymmetric,137,0.7371374227294342,0.5147409389442958,0.22239648378513832,31545,41110
static,138,0.7247438225066929,0.5023032245143201,0.2224405979923728,32497,39944
symmetric,138,0.7294382443965113,0.5013843567685158,0.2280538876279955,31989,40452
asymmetric,138,0.7327976532108922,0.5023004454830936,0.23049720772779858,31362,41079
static,139,0.724348980888042,0.48862654765332564,0.23572243323471637,34638,41676
symmetric,139,0.7270568924583053,0.48934758395146577,0.23770930850683952,34117,42197
asymmetric,139,0.731348196917552,0.4898948693442738,0.24145332757327825,33415,42899
static,140,0.7321579049718027,0.4887698499021101,0.24338805506969258,30854,36776
symmetric,140,0.7354074074074074,0.48924976513219703,0.24615764227521036,30375,37255
asymmetric,140,0.7385985548647286,0.49077227722772276,0.24782627763700582,29755,37875
static,141,0.7181073140559765,0.4904682967260671,0.22763901732990938,32335,38608
symmetric,141,0.7207812598128494,0.49113742742409905,0.2296438323887503,31846,39097
asymmetric,141,0.7242472773862908,0.4920323238426101,0.2322149535436807,31220,39723
static,142,0.723226279154964,0.4947970863683663,0.22842919278659768,32756,38440
symmetric,142,0.7281438616140875,0.4943411686382957,0.23380269297579181,32142,39054
asymmetric,142,0.7310171806027501,0.4959075226030675,0.23510965799968264,31489,39707
static,143,0.7202563639646146,0.5058063238170698,0.21445004014754476,33234,40387
symmetric,143,0.7229361728168411,0.5065585383130999,0.21637763450374115,32682,40939
asymmetric,143,0.7259210772395736,0.5073786080550807,0.21854246918449283,32082,41539
static,144,0.7398478320652672,0.5087682562948228,0.23107957577044436,32727,38206
symmetric,144,0.743000093228503,0.5094183826185684,0.2335817106099346,32179,38754
asymmetric,144,0.7467025998731769,0.5102429365623334,0.23645966331084345,31540,39393
static,145,0.7214513752455796,0.49326882625157764,0.22818254899400192,32576,38032
symmetric,145,0.7246123607774624,0.4937362209830113,0.2308761397944511,32053,38555
asymmetric,145,0.7283868092691622,0.49446315574607064,0.23392365352309158,31416,39192
static,146,0.723277456477703,0.5168157513367648,0.2064617051409382,34063,40022
symmetric,146,0.726048261856409,0.5174749390409104,0.20857332281549867,33484,40601
asymmetric,146,0.7297610692380458,0.5181294476448661,0.21163162159317972,32771,41314
static,147,0.7198670254867817,0.5010431797174172,0.21882384576936453,31585,37865
symmetric,147,0.7232010803163784,0.5010952331281945,0.22210584718818394,31102,38348
asymmetric,147,0.7269061823903494,0.5015920295809367,0.2253141528094127,30506,38944
static,148,0.7304649165848871,0.49418296529968453,0.23628195128520257,32608,39625
symmetric,148,0.7338411316648531,0.4940850554058101,0.239756076259043,32165,40068
asymmetric,148,0.7374425606084614,0.4948866709277742,0.24255588968068714,31555,40678
static,149,0.719099388473655,0.5028524424867992,0.2162469459868558,32378,37687
symmetric,149,0.7225025859637024,0.502699019967507,0.21980356599619544,31903,38162
asymmetric,149,0.7262609140627498,0.503273364606423,0.22298754945632682,31267,38798
static,150,0.7192657720191269,0.5037660492668936,0.21549972275223328,32415,37307
symmetric,150,0.7213854006826793,0.5047235968138877,0.21666180386879164,31933,37789
asymmetric,150,0.7248961329498242,0.5054902164862615,0.21940591646356278,31290,38432
static,151,0.7219155792361931,0.5001823391508206,0.22173324008537254,31343,38390
symmetric,151,0.7258871701546861,0.5002951669618336,0.22559200319285244,30772,38961
asymmetric,151,0.7281389578163772,0.5016958590665181,0.22644309874985902,30225,39508
static,152,0.7259447060243873,0.4983139564145151,0.22763074960987223,33132,39738
symmetric,152,0.7284798675212365,0.4992176051265493,0.22926226239468722,32609,40261
asymmetric,152,0.7323908419867384,0.49973103819257664,0.2326598037941618,31972,40898
static,153,0.7274556429486007,0.48935584051292325,0.2380998024356774,32802,39928
symmetric,153,0.7321627647714605,0.4885998318413374,0.2435629329301231,32292,40438
asymmetric,153,0.7364328834666076,0.48918254605631406,0.24725033741029356,31639,41091
static,154,0.7166497268453818,0.5046453480721147,0.21200437877326705,31484,37995
symmetric,154,0.7199289405684755,0.5048936888288896,0.21503525173958582,30960,38519
asymmetric,154,0.7231245675880473,0.5057506517405306,0.21737391584751675,30353,39126
static,155,0.723054895509657,0.5014668794070719,0.22158801610258505,32826,38858
symmetric,155,0.7259467996160158,0.5020943870427255,0.22385241257329036,32293,39391
asymmetric,155,0.7294685990338164,0.502786594356834,0.2266820046769824,31671,40013
static,156,0.7322661452923566,0.505143032598127,0.22712311269422958,32734,39082
symmetric,156,0.736730823046547,0.5048039339301476,0.23192688911639947,32161,39655
asymmetric,156,0.7403355215171408,0.5055978948936276,0.23473762662351316,31533,40283
static,157,0.7278470302893564,0.5027413071706824,0.22510572311867394,35458,41586
symmetric,157,0.7324630612537656,0.502145108914646,0.23031795233911956,34855,42189
asymmetric,157,0.7365097924583455,0.5023812858943829,0.23412850656396256,34210,42834
static,158,0.7134324719648951,0.48584298584298585,0.22758948612190927,32816,38850
symmetric,158,0.7168196477300918,0.48635141306002333,0.23046823467006844,32248,39418
asymmetric,158,0.7197894536576085,0.4881008746791597,0.2316885789784488,31537,40129
static,159,0.7168408679353179,0.4934430987625003,0.22339776917281756,31477,37899
symmetric,159,0.7201304572461896,0.49375130181212246,0.22637915543406717,30968,38408
asymmetric,159,0.7229435802794622,0.49518343922935026,0.2277601410501119,30344,39032
static,160,0.7120438925105455,0.5049174740737135,0.207126418436832,33901,41078
symmetric,160,0.7155309270630523,0.5046881761792567,0.21084275088379567,33385,41594
asymmetric,160,0.7182517866959868,0.5057887634064919,0.21246302328949485,32742,42237
static,161,0.7192554909068755,0.5011258955987717,0.21812959530810372,32827,39080
symmetric,161,0.7228882160291664,0.500695480640348,0.22219273538881845,32366,39541
asymmetric,161,0.7256076416254217,0.502115164485144,0.22349247714027765,31721,40186
static,162,0.7122188449848025,0.4923402007395668,0.21987864424523568,32900,39753
symmetric,162,0.715962441314554,0.49219157335451996,0.22377086796003404,32376,40277
asymmetric,162,0.7196988786695225,0.49272705048282606,0.22697182818669648,31748,40905
static,163,0.7300128760388622,0.5072827724761426,0.2227301035627196,34172,39820
symmetric,163,0.7334623399821375,0.5076233849809415,0.225838955001196,33590,40402
asymmetric,163,0.737176177605005,0.5082917326190186,0.22888444498598637,32927,41065
static,164,0.7158651685393258,0.5101363987731591,0.20572876976616672,33375,40103
symmetric,164,0.7190112796813718,0.5100401606425703,0.2089711190388015,32891,40587
asymmetric,164,0.7219241385727134,0.5110464411301079,0.21087769744260554,32243,41235
static,165,0.7254936634246979,0.4956763208535308,0.2298173425711671,33930,41053
symmetric,165,0.7289873759333113,0.4960849305855791,0.2329024453477322,33349,41634
asymmetric,165,0.7324395309064256,0.49674471460025094,0.23569481630617461,32744,42239
static,166,0.723478524814084,0.4938474580625273,0.22963106675155676,32945,38927
symmetric,166,0.7274212944405044,0.49359803250424683,0.23382326193625758,32431,39441
asymmetric,166,0.730512529908072,0.49503839632990926,0.23547413357816277,31764,40108
static,167,0.7140613200422897,0.49225584219264984,0.2218054778496399,33105,40353
symmetric,167,0.7181300938028602,0.49222089246024964,0.22590920134261055,32515,40943
asymmetric,167,0.7212364411561853,0.49319056785370546,0.22804587330247988,31898,41560
static,168,0.7136376435253261,0.4978313626271493,0.21580628089817683,31963,38734
symmetric,168,0.7170141095716284,0.49784598128935226,0.2191681282822761,31468,39229
asymmetric,168,0.7198354069466044,0.49898325509000074,0.22085215185660367,30864,39833
static,169,0.7225252587863386,0.5111273830382593,0.21139787574807922,32266,38239
symmetric,169,0.7261218705715635,0.5109677419354839,0.21515412863607963,31755,38750
asymmetric,169,0.7299164524421594,0.5114383648597182,0.21847808758244125,31120,39385
static,170,0.7271465522679957,0.4872031594604298,0.23994339280756594,31702,38994
symmetric,170,0.7312809306510701,0.4874930516953863,0.24378787895568382,31118,39578
asymmetric,170,0.7347413991013741,0.4886705633627658,0.24607083573860833,30491,40205
static,171,0.7222936172816841,0.5083459404942007,0.2139476767874834,32682,39660
symmetric,171,0.7260307998012916,0.5078736233617381,0.21815717643955346,32208,40134
asymmetric,171,0.7288473717542748,0.5090525489426426,0.2197948228116322,31580,40762
static,172,0.7262015305305626,0.5074932056425521,0.2187083248880105,31231,38635
symmetric,172,0.7298944212721585,0.5076318341926591,0.22226258707949942,30688,39178
asymmetric,172,0.7342545841084241,0.5075951913887632,0.22665939271966096,30104,39762
static,173,0.7252740447141884,0.5044019429265331,0.22087210178765537,32294,39528
symmetric,173,0.7291515933184435,0.504109109984263,0.22504248333418053,31789,40033
asymmetric,173,0.7325274866585225,0.5053050397877984,0.22722244687072413,31106,40716
static,174,0.7268574250702226,0.4998833017815928,0.22697412328862976,32397,38561
symmetric,174,0.7303695331386769,0.5001917815224896,0.23017775161618736,31851,39107
asymmetric,174,0.7343414602889822,0.5007673921247956,0.23357406816418658,31213,39745
static,175,0.7172633859305014,0.5003976957747837,0.21686569015571777,34159,41489
symmetric,175,0.7209343900840236,0.5005465000237609,0.22038789006026271,33562,42086
asymmetric,175,0.7246253457762106,0.5011344763865173,0.22349086938969331,32897,42751
static,176,0.723718832226538,0.4932813405701639,0.23043749165637412,31924,37954
symmetric,176,0.7256113092205807,0.49482713802963346,0.23078417119094724,31408,38470
asymmetric,176,0.7288025469430186,0.4960098219766728,0.2327927249663458,30782,39096
static,177,0.7345573261790089,0.5074529430965075,0.22710438308250147,30937,36764
symmetric,177,0.7386401107960167,0.5078528428093646,0.23078726798665206,30326,37375
asymmetric,177,0.7428754079607012,0.5082148499210111,0.2346605580396901,29721,37980
static,178,0.7182582173334632,0.4965489458842487,0.22170927144921448,30819,37235
symmetric,178,0.7217988056352899,0.4967015498741555,0.22509725576113437,30309,37745
asymmetric,178,0.7259244278154178,0.4972777242295569,0.22864670358586087,29667,38387
static,179,0.7220969023034154,0.49009420346899685,0.23200269883441854,31475,38109
symmetric,179,0.723592458677686,0.4918928719436386,0.23169958673404734,30976,38608
asymmetric,179,0.7263434675431388,0.4930156541280421,0.23332781341509673,30425,39159
static,180,0.7152119857731893,0.5020149234329095,0.2131970623402798,31771,38463
symmetric,180,0.7185460130551645,0.5021804935611308,0.2163655194940337,31252,38982
asymmetric,180,0.7220279148824894,0.5030902348578492,0.2189376800246402,30593,39641
static,181,0.7157930991295636,0.4901637197118533,0.22562937941771027,31938,38175
symmetric,181,0.7180115136287014,0.4912598262308647,0.2267516873978367,31441,38672
asymmetric,181,0.7213348452940224,0.4919741133306156,0.22936073196340678,30865,39248
static,182,0.7268693210975941,0.49957533972821744,0.22729398136937662,33127,40032
symmetric,182,0.7311403105761279,0.49881510738089363,0.2323252031952343,32649,40510
asymmetric,182,0.7344272542584779,0.49995141385676806,0.23447584040170982,31995,41164
static,183,0.7236092860271572,0.5064160981256619,0.21719318790149533,34245,40601
symmetric,183,0.7280138045935975,0.5061599650773634,0.22185383951623416,33612,41234
asymmetric,183,0.731313437357976,0.506775650677565,0.22453778668041102,33005,41841
static,184,0.7238441715931484,0.5094329816537602,0.21441118993938824,32985,38482
symmetric,184,0.7271632016310896,0.5100521792510743,0.21711102238001534,32371,39096
asymmetric,184,0.731037090725743,0.5104444556299391,0.22059263509580385,31733,39734
static,185,0.715343540726318,0.49137060836595514,0.22397293236036286,33897,40617
symmetric,185,0.7193951032165147,0.49118632545039576,0.22820877776611892,33328,41186
asymmetric,185,0.7229369601176254,0.4921419700009554,0.23079499011667004,32646,41868
static,186,0.7095637633991222,0.5059424024820477,0.2036213609170745,33491,39967
symmetric,186,0.7128742877924596,0.5057337748999061,0.20714051289255353,32996,40462
asymmetric,186,0.7169787958520353,0.5059898427818142,0.21098895307022103,32305,41153
static,187,0.7138535995160314,0.49879859372233604,0.2150550057936954,33060,39537
symmetric,187,0.7174333917212132,0.49867685240663073,0.2187565393145825,32541,40056
asymmetric,187,0.7206278588884015,0.4995206371838049,0.22110722170459662,31918,40679
static,188,0.711893529944703,0.4938914323086985,0.21800209763600453,32009,38225
symmetric,188,0.7157864669290339,0.49354438878272994,0.22224207814630398,31508,38726
asymmetric,188,0.7186840995360607,0.4951409504960544,0.22354314904000633,30823,39411
static,189,0.7154611614436358,0.5008594018563081,0.21460175958732775,33665,40726
symmetric,189,0.7189358939517468,0.5009206764549111,0.21801521749683572,33117,41274
asymmetric,189,0.7215439028140858,0.5020298022733786,0.2195141005407072,32515,41876
static,190,0.7227890092007261,0.5019972668979291,0.22079174230279697,31954,38052
symmetric,190,0.7250756249004936,0.5032771171731303,0.22179850772736331,31405,38601
asymmetric,190,0.7284407241580689,0.5039301755818701,0.2245105485761988,30822,39184
static,191,0.7191601866251944,0.5062096876185658,0.21295049900662866,32150,39535
symmetric,191,0.7221923015998732,0.5069292123629112,0.21526308923696202,31565,40120
asymmetric,191,0.7251888680829083,0.5077743116111125,0.21741455647179575,30974,40711
static,192,0.7092718227046585,0.5138982207291278,0.19537360197553066,33165,40185
symmetric,192,0.7122469604630509,0.5139690886306116,0.19827787183243928,32653,40697
asymmetric,192,0.7152625991382002,0.514640402671571,0.20062219646662927,32026,41324
static,193,0.7187461922748873,0.49390027841052897,0.22484591386435837,32828,39510
symmetric,193,0.723261286926364,0.4932574168414744,0.23000387008488965,32294,40044
asymmetric,193,0.7269566316854217,0.49410348385828706,0.23285314782713462,31636,40702
static,194,0.7108117773274526,0.4996948893974066,0.21111688793004602,33556,39330
symmetric,194,0.7141427921782628,0.4999624069572191,0.2141803852210437,32985,39901
asymmetric,194,0.7170166769610871,0.5008640695205648,0.21615260744052223,32380,40506
static,195,0.7210820042084718,0.5023538000654533,0.21872820414301852,32791,39723
symmetric,195,0.7239494362828836,0.5032864548453506,0.22066298143753293,32197,40317
asymmetric,195,0.7276411181815303,0.5037261465536199,0.2239149716279104,31587,40927
static,196,0.7227272727272728,0.4935520478695966,0.22917522485767616,33220,38772
symmetric,196,0.7273978889398807,0.49278754420332255,0.23461034473655812,32685,39307
asymmetric,196,0.7312351692269264,0.49356921229106193,0.2376659569358645,32028,39964
static,197,0.7207563492553914,0.49731931126920303,0.2234370379861884,32366,38796
symmetric,197,0.7241314258764345,0.49777676144015043,0.2263546644362841,31805,39357
asymmetric,197,0.727913835107065,0.49827353250262724,0.22964030260443774,31196,39966
static,198,0.7203394807940796,0.4862215874110375,0.23411789338304212,34052,40607
symmetric,198,0.7236539552662227,0.48673856018653455,0.23691539507968812,33487,41172
asymmetric,198,0.7267378048780487,0.48821042069805776,0.23852738417999098,32800,41859
static,199,0.7106886724499702,0.488634656786662,0.22205401566330824,31931,39946
symmetric,199,0.7138581072474844,0.48906678526425024,0.2247913219832342,31404,40473
asymmetric,199,0.7174520636984075,0.48984357895248987,0.22760848474591766,30770,41107
