reference,bootstrap,gain_reduction_rate,loss_reduction_rate,disposition_gap,gain_opportunities,loss_opportunities
asymmetric,64,0.7288411770344101,0.4979552856478194,0.2308858913865907,31299,40837
static,65,0.7265505359877489,0.5001715628051838,0.22637897318256506,31344,37887
symmetric,65,0.7292572169964321,0.501028619046379,0.22822859795005312,30830,38401
asymmetric,65,0.7321162813771207,0.5022824024208853,0.22983387895623542,30237,38994
static,66,0.7232167114438374,0.49033673519696297,0.2328799762468744,33127,40566
symmetric,66,0.7271333987248652,0.49007767415812414,0.237055724566741,32624,41069
asymmetric,66,0.7316362953221868,0.4905280804694049,0.2411082148527819,31938,41755
static,67,0.7163928304705004,0.4974319804040351,0.21896085006646532,32136,37967
symmetric,67,0.7203325535815894,0.4970495723829577,0.2232829811986317,31634,38469
asymmetric,67,0.7235297910755739,0.4980428275385678,0.2254869635370061,31016,39087
static,68,0.7196005069096615,0.5198129273314186,0.1997875795782429,33142,39343
symmetric,68,0.7231245403285119,0.5194841040825032,0.2036404362460087,32632,39853
asymmetric,68,0.7268444860396194,0.5194410091516201,0.20740347688799932,32055,40430
static,69,0.7195213840079568,0.49209192813635666,0.22742945587160018,33179,39074
symmetric,69,0.7233403792543578,0.49202221661196666,0.23131816264239113,32643,39610
asymmetric,69,0.7266960407487266,0.49304382390937096,0.23365221683935566,32001,40252
static,70,0.7258722969955986,0.5060705958028463,0.21980170119275233,31354,37311
symmetric,70,0.7287196110210697,0.5066772444797039,0.2220423665413659,30850,37815
asymmetric,70,0.7328570010915947,0.5069990112920851,0.22585798979950955,30231,38434
static,71,0.7144140098787607,0.5160836459942617,0.19833036388449898,31178,36248
symmetric,71,0.717391304347826,0.5165262299537918,0.20086507439403423,30636,36790
asymmetric,71,0.7209039171963924,0.5168677599721769,0.20403615722421542,30047,37379
static,72,0.7229204614450516,0.492695848978962,0.2302246124660896,32940,38882
symmetric,72,0.726202977330286,0.4932816144407261,0.23292136288955995,32378,39444
asymmetric,72,0.7300091404797175,0.4940516273849607,0.23595751309475682,31727,40095
static,73,0.7164846690110432,0.5112123076923077,0.2052723613187355,32418,40625
symmetric,73,0.719724483406387,0.5110819161618373,0.20864256724454966,31940,41103
asymmetric,73,0.7222666368200569,0.5125203485588432,0.20974628826121366,31271,41772
static,74,0.7228623030454008,0.5068300947741833,0.2160322082712175,32114,37774
symmetric,74,0.7264518581883851,0.5069797782126549,0.21947207997573015,31563,38325
asymmetric,74,0.7299333807645042,0.5078273366524663,0.22210604411203794,30922,38966
static,75,0.7207093096896771,0.48704056975709015,0.2336687399325869,33159,39315
symmetric,75,0.724164366758663,0.4874322697170379,0.23673209704162512,32610,39864
asymmetric,75,0.7278707009960533,0.4885074479629082,0.23936325303314515,31926,40548
static,76,0.7180326874677825,0.5061225555468526,0.2119101319209299,32979,38301
symmetric,76,0.7217131043845846,0.506161405675182,0.2155516987094026,32409,38871
asymmetric,76,0.725453172205438,0.5066069258809235,0.21884624632451455,31776,39504
