reference,metric,estimate,lower,upper
asymmetric,gain_reduction_rate,0.7278922680515592,0.7153247917861705,0.7414027990632674
asymmetric,loss_reduction_rate,0.4997619863682823,0.4882076820475853,0.5168959408597383
asymmetric,disposition_gap,0.2278778137925417,0.20846266799734722,0.24726473591596138
static,gain_reduction_rate,0.7208859527315994,0.709257140204408,0.7337210640427029
static,loss_reduction_rate,0.4987430632670079,0.4862121223718362,0.5161019486278243
static,disposition_gap,0.2217693589675062,0.2033703393937058,0.23882171639146238
symmetric,gain_reduction_rate,0.7246118445400176,0.7122350021408617,0.7373522027279599
symmetric,loss_reduction_rate,0.49880342629206104,0.4867288815083718,0.5165367686584015
symmetric,disposition_gap,0.22531402983309257,0.20556234433927337,0.24380964983129835
